p10,p25,p50,p75,p90,metric,comid,result_type
146.3,151.75,168.5,189.5,194.5,DS_Dur_WS,14972877,observed
307.3,312.75,329,346.75,355.3,DS_Tim,14972877,observed
159.2,168,227.5,332.375,547.6000000000003,DS_Mag_50,14972877,observed
191.38,239.35000000000002,458.6,528.5500000000001,841.6000000000006,DS_Mag_90,14972877,observed
3,3,3,3.5,4,FA_Dur,14972877,observed
361.87781301494283,412.9981614441783,509.98951023655513,795.8960348070635,1119.7211149683562,FA_Mag,14972877,observed
1,22.5,45,56.5,64,FA_Tim,14972877,observed
0.031880927828114435,0.03758316308156362,0.04117937316134661,0.04508009153318078,0.051599058718063646,SP_ROC,14972877,observed
54.3,58.75,78.5,95.5,101.69999999999999,SP_Dur,14972877,observed
1069,1402.5,2440,3557.5,5867.000000000001,SP_Mag,14972877,observed
239.3,246,253.5,257.75,264.5,SP_Tim,14972877,observed
92.6,102.25,124.5,133.5,169.20000000000005,Wet_BFL_Dur,14972877,observed
231.51000000000002,268,464.10000000000014,535.4499999999999,807.5200000000002,Wet_BFL_Mag_10,14972877,observed
468.1,765.25,965.5,2012.5,2503,Wet_BFL_Mag_50,14972877,observed
90.6,120.75,129.5,151,161.5,Wet_Tim,14972877,observed
133.6,151,180,209,226.4,Peak_Tim_10,14972877,observed
152.8,164.5,229,229.5,234.5,Peak_Tim_2,14972877,observed
135.6,156.75,192,216.5,231.2,Peak_Tim_5,14972877,observed
3.3000000000000003,3.75,4.5,5.25,5.699999999999999,Peak_Dur_10,14972877,observed
4,15,63,73.5,83.4,Peak_Dur_2,14972877,observed
1.5999999999999999,2.5,4,16.5,23.999999999999996,Peak_Dur_5,14972877,observed
9258.000000000004,9258.000000000004,9258.000000000004,9258.000000000004,9258.000000000004,Peak_10,14972877,observed
2930,2930,2930,2930,2930,Peak_2,14972877,observed
7496,7496,7496,7496,7496,Peak_5,14972877,observed
1.1,1.25,1.5,1.75,1.9,Peak_Fre_10,14972877,observed
1.6,4,6,7.5,8.4,Peak_Fre_2,14972877,observed
1.2,1.5,2,2,2,Peak_Fre_5,14972877,observed
