p10,p25,p50,p75,p90,metric,comid,result_type
149.4,171,195,217,251.39999999999998,DS_Dur_WS,22658543,observed
212.5,250,268,282.5,300.40000000000003,DS_Tim,22658543,observed
0,0,0,0.03,0.3999999999999999,DS_Mag_50,22658543,observed
0,0.031000000000000083,0.09099999999999994,0.6005,1,DS_Mag_90,22658543,observed
1.4,2,2,6,6.6,FA_Dur,22658543,observed
1.980336736510523,1.9806712010275687,1.9909601531794745,2.7915123445810157,2.8570112827324734,FA_Mag,22658543,observed
9.2,17,66,67,67,FA_Tim,22658543,observed
0.050263157894736836,0.05499249249249249,0.0761973875181423,0.0977272727272728,0.12989130434782603,SP_ROC,22658543,observed
62.1,78.25,100,114,143,SP_Dur,22658543,observed
1.8000000000000003,6.9,17,45.25,102.30000000000007,SP_Mag,22658543,observed
121.8,145.5,160,175.75,198.8,SP_Tim,22658543,observed
29,40,74,96,103,Wet_BFL_Dur,22658543,observed
0,0.17,0.254,0.71,1.3,Wet_BFL_Mag_10,22658543,observed
0.35,0.78,1.5,3,6.9,Wet_BFL_Mag_50,22658543,observed
56,72,90,117,129,Wet_Tim,22658543,observed
80.2,82,85,115,133,Peak_Tim_10,22658543,observed
99.5,115.5,126,143,167.5,Peak_Tim_2,22658543,observed
83.8,85,139.5,142,143.8,Peak_Tim_5,22658543,observed
1,1,1,2.5,3.3999999999999995,Peak_Dur_10,22658543,observed
2,2,3,4,6,Peak_Dur_2,22658543,observed
1,1,2,2,4.999999999999998,Peak_Dur_5,22658543,observed
237.90000000000015,237.90000000000015,237.90000000000015,237.90000000000015,237.90000000000015,Peak_10,22658543,observed
44.5,44.5,44.5,44.5,44.5,Peak_2,22658543,observed
110.60000000000001,110.60000000000001,110.60000000000001,110.60000000000001,110.60000000000001,Peak_5,22658543,observed
1,1,1,1,1,Peak_Fre_10,22658543,observed
1,1,2,3,3,Peak_Fre_2,22658543,observed
1,1,1,2,2,Peak_Fre_5,22658543,observed
