comid,metric,p10,p25,p50,p75,p90,source,result_type
15033009,Peak_Dur_2,1,1,3,7,16,inferred,predicted
15033009,Peak_Dur_5,1,1,1,3,4.8,inferred,predicted
15033009,Peak_Fre_2,1,1,2,3,5,inferred,predicted
15033009,Peak_Fre_5,1,1,1,2,3,inferred,predicted
15033009,Peak_10,16259.7927083417,20135.4666988713,26614.7983960148,31563.3256930493,52724.877852827005,model,predicted
15033009,Peak_2,5130.3460049673295,6829.589069233461,8793.36686648491,11899.507739275901,23037.913243079303,model,predicted
15033009,Peak_5,11061.77,14838.08,19422.24,29242.52,35582.46,model,predicted
15033009,DS_Dur_WS,147.421666666667,177.325,208.366666666667,235.9375,264.666666666667,model,predicted
15033009,DS_Mag_50,0,2.52791865074999,10.6034854585388,20.2057817380378,32.0755117131135,model,predicted
15033009,DS_Mag_90,16.7561884657353,32.4779390277125,66.1665359994622,118.802210932617,176.444907992618,model,predicted
15033009,DS_Tim,196.7125,222.49375,237.666666666667,255.925,274.645833333333,model,predicted
15033009,FA_Dur,2,3,4,7,9,obs,predicted
15033009,FA_Mag,56.8750110859082,102.508792329447,246.395553813562,694.83388129861,1549.68392886649,model,predicted
15033009,FA_Tim,9,20,34.3,44.4625,55.8875,model,predicted
15033009,Peak_Dur_10,1,1,1,2,3.2,obs,predicted
15033009,Peak_Fre_10,1,1,1,1,2,obs,predicted
15033009,SP_Dur,25.09,32.5,44.3833333333334,65.25,96.0166666666667,model,predicted
15033009,SP_Mag,970.135676415135,1996.71432340186,4283.11817601362,9343.00581083348,17584.8640425163,model,predicted
15033009,SP_ROC,0.0426683716965046,0.055194810813607303,0.0714285714285714,0.102555203630074,0.166666666666667,obs,predicted
15033009,SP_Tim,157.166666666667,169.75,179,192.5,211.578333333333,model,predicted
15033009,Wet_BFL_Dur,57.885,78.2875,98.7583333333334,131.14375,155.775,model,predicted
15033009,Wet_BFL_Mag_10,41.1723161781034,69.2715678190588,134.100821252448,233.515951541014,327.612317369418,model,predicted
15033009,Wet_BFL_Mag_50,268.913149887956,431.623465656056,655.525832877561,1010.97405985037,1370.7457152432,model,predicted
15033009,Wet_Tim,47.555,58.15,72,86.2541666666666,98.5125,model,predicted
