Year,DS_Dur_WS,DS_Tim,DS_Mag_50,DS_Mag_90,FA_Dur,FA_Mag,FA_Tim,SP_ROC,SP_Dur,SP_Mag,SP_Tim,Wet_BFL_Dur,Wet_BFL_Mag_10,Wet_BFL_Mag_50,Wet_Tim,Peak_Tim_10,Peak_Tim_2,Peak_Tim_5,Peak_Dur_10,Peak_Dur_2,Peak_Dur_5,Peak_10,Peak_2,Peak_5,Peak_Fre_10,Peak_Fre_2,Peak_Fre_5
1980,NA,181,NA,NA,2,197.00016825639477,2,0.1609814977099489,19,4350,162,37,54.2,3700,125,139,149,137,4,19,10,11700,3790,6370,1,5,1
1981,48,394,80.5,161.20000000000002,1,248.99834810467183,1,0.03571428571428571,115,112,279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11700,3790,6370,NA,NA,NA
1982,195,310,82,178.39999999999998,3,170.99932472777624,0,0.13303834808259588,124,1800,186,138,11,86.5,48,NA,167,NA,NA,1,NA,11700,3790,6370,NA,1,NA
1983,NA,332,NA,NA,1,129.01845891436383,1,0.1,176,23600,156,17,74.2,364,139,152,149,151,2,5,3,11700,3790,6370,1,3,1
1984,117,282,8.6,13.600000000000023,3,3429.984417564122,0,0.04,193,1850,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11700,3790,6370,NA,NA,NA
1985,157,256,7.4,14,3,27.990052002459464,16,0.0486322188449848,32,228,224,191,14,101,33,NA,NA,NA,NA,NA,NA,11700,3790,6370,NA,NA,NA
1986,127,267,6,11,4,19.031466071529483,7,0.06060828680575962,97,3020,170,123,9.74,22,47,NA,137,NA,NA,1,NA,11700,3790,6370,NA,1,NA
1987,NA,326,NA,NA,2,280.97305344515865,1,0.3682033947065593,111,90,215,187,10.600000000000001,141,28,NA,95,NA,NA,1,NA,11700,3790,6370,NA,1,NA
1988,103,303,0,73.6,2,2019.8057536124957,21,0.8533602667692702,29,82,274,NA,NA,NA,NA,NA,108,NA,NA,1,NA,11700,3790,6370,NA,1,NA
1989,88,313,47,129.3,3,82.00015421574028,18,0.08552631578947369,52,196,261,221,36,135,40,NA,NA,NA,NA,NA,NA,11700,3790,6370,NA,NA,NA
1990,NA,303,NA,NA,2,148.00047933508444,3,0.06832298136645962,60,2200,243,208,5.710000000000001,151,35,NA,139,139,NA,1,1,11700,3790,6370,NA,1,1
1991,142,305,99,146.9,2,234.9919599017552,3,0.10109447004608295,124,2490,181,NA,NA,NA,NA,NA,150,NA,NA,2,NA,11700,3790,6370,NA,1,NA
1992,103,346,66,203.99999999999997,5,420.96942837002246,25,0.4206293706293706,168,1480,178,97,0,13,81,NA,133,NA,NA,2,NA,11700,3790,6370,NA,1,NA
1993,109,271,60,80.4,4,195.994458228069,23,0.11055276381909548,126,14900,145,62,120.10000000000001,1350,83,109,130,118,5,24,17,11700,3790,6370,3,7,4
1994,164,283,27,150.70000000000002,4,102.99977016220683,10,0.08695652173913043,16,166,267,253,39,84,14,NA,NA,NA,NA,NA,NA,11700,3790,6370,NA,NA,NA
1995,118,352,41.5,62.99999999999997,1,394.99676154944166,4,0.10557275541795666,175,2840,177,96,35,197,81,NA,131,158,NA,8,4,11700,3790,6370,NA,4,4
1996,82,328,41.5,72.9,2,461.9539972709066,73,0.07027027027027027,140,185,188,84,43,59,104,NA,142,142,NA,1,1,11700,3790,6370,NA,1,1
