Year,DS_Dur_WS,DS_Tim,DS_Mag_50,DS_Mag_90,FA_Dur,FA_Mag,FA_Tim,SP_ROC,SP_Dur,SP_Mag,SP_Tim,Wet_BFL_Dur,Wet_BFL_Mag_10,Wet_BFL_Mag_50,Wet_Tim,Peak_Tim_10,Peak_Tim_2,Peak_Tim_5,Peak_Dur_10,Peak_Dur_2,Peak_Dur_5,Peak_10,Peak_2,Peak_5,Peak_Fre_10,Peak_Fre_2,Peak_Fre_5
1980,196,279,0.54,0.69,3,2.279866077857713,37,0.050000000000000044,118,38,161,66,0.785,1.4,95,NA,140,138,NA,4,1,219.10000000000002,41.5,124.80000000000004,NA,2,1
1981,212,233,0.355,0.4590000000000001,2,5.026826433749236,64,0.07142857142857134,57,9.1,176,67,0.7660000000000001,1.5,109,NA,154,NA,NA,2,NA,219.10000000000002,41.5,124.80000000000004,NA,1,NA
1982,248,223,0.35,0.96,NA,NA,NA,0.050840336134453684,27,20,196,117,0.436,0.65,79,NA,NA,NA,NA,NA,NA,219.10000000000002,41.5,124.80000000000004,NA,NA,NA
1983,134,254,2.4,3.5700000000000003,2,1.286369082307074,29,0.03693181818181819,49,49,205,100,4.9,12,105,NA,147,NA,NA,15,NA,219.10000000000002,41.5,124.80000000000004,NA,5,NA
1984,235,160,0.72,1.2,NA,NA,NA,0.07417582417582416,71,39,89,67,1.06,1.4,22,NA,NA,NA,NA,NA,NA,219.10000000000002,41.5,124.80000000000004,NA,NA,NA
1985,NA,274,NA,NA,NA,NA,NA,0.08620689655172403,140,13,134,105,0.478,1,29,NA,NA,NA,NA,NA,NA,219.10000000000002,41.5,124.80000000000004,NA,NA,NA
1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,148,275,0.08,0.13,NA,NA,NA,0.12499999999999993,70,6.5,205,156,0.21000000000000002,0.425,49,NA,NA,NA,NA,NA,NA,219.10000000000002,41.5,124.80000000000004,NA,NA,NA
1989,99,339,0.03,0.06,NA,NA,NA,0.1666666666666666,160,0.76,179,122,0.06,0.3,57,NA,NA,NA,NA,NA,NA,219.10000000000002,41.5,124.80000000000004,NA,NA,NA
1990,202,304,0.02,0.039000000000000055,NA,NA,NA,0.1666666666666666,155,0.93,149,77,0,0.33,72,NA,NA,NA,NA,NA,NA,219.10000000000002,41.5,124.80000000000004,NA,NA,NA
1991,254,190,0.02,0.10999999999999999,NA,NA,NA,0.5322916666666666,18,231,172,32,0.03,1.1,140,168,168,168,1,1,1,219.10000000000002,41.5,124.80000000000004,1,1,1
1992,229,191,0.02,0.11,NA,NA,NA,0.43478260869565216,53,107,138,60,0,0.03,78,NA,135.5,NA,NA,2,NA,219.10000000000002,41.5,124.80000000000004,NA,2,NA
1993,136,256,0.06,0.07,NA,NA,NA,0.11111111111111106,75,21,181,127,0.06,1.4,54,NA,144,67,NA,5,1,219.10000000000002,41.5,124.80000000000004,NA,4,1
1994,138,319,0.125,0.25,NA,NA,NA,0.18500797448165868,84,1.7,235,209,0.33,0.98,26,NA,NA,NA,NA,NA,NA,219.10000000000002,41.5,124.80000000000004,NA,NA,NA
1995,222,189,1.1,3.690000000000001,2,1.1165788317455256,40,0.05213903743315504,24,1170,165,74,1.33,7.75,91,160,111,142,5,17,8,219.10000000000002,41.5,124.80000000000004,3,7,4
1996,138,290,0.06,0.1389999999999999,5,3.5735370427542006,31,0.14965034965034968,58,38,232,187,0.43,1.2,45,NA,131.5,NA,NA,5,NA,219.10000000000002,41.5,124.80000000000004,NA,4,NA
1997,131,345,0.33,2,5,5.409576592065827,28,0.081967213114754,225,28,120,58,0.13,1.55,62,NA,NA,NA,NA,NA,NA,219.10000000000002,41.5,124.80000000000004,NA,NA,NA
1998,NA,294,NA,NA,3,4.8921168289290975,45,0.09761904761904762,145,116,149,39,1.5,29,110,126.5,136,126,2,14,5,219.10000000000002,41.5,124.80000000000004,2,4,2
1999,151,329,0.33,1.1,5,16.92248355785933,58,0.08831168831168831,48,6,281,NA,NA,NA,NA,NA,175,NA,NA,1,NA,219.10000000000002,41.5,124.80000000000004,NA,1,NA
2000,126,366,0.43,1.1,3,6.080829408231208,38,0.07692307692307698,105,7,261,147,0.42600000000000005,2.5,114,NA,199,NA,NA,1,NA,219.10000000000002,41.5,124.80000000000004,NA,1,NA
2001,132,266,0.6,0.7,5,2.4658445010140517,25,0.11392405063291149,107,205,159,33,0.616,1,126,NA,154,155,NA,3,1,219.10000000000002,41.5,124.80000000000004,NA,1,1
2002,NA,293,NA,NA,NA,NA,NA,0.14772727272727276,116,1.68,177,145,0.43,0.71,32,NA,NA,NA,NA,NA,NA,219.10000000000002,41.5,124.80000000000004,NA,NA,NA
2003,170,314,0.23,0.23,6,3.1468214634428,36,0.1366459627329193,145,56.5,169,NA,NA,NA,NA,NA,165,NA,NA,1,NA,219.10000000000002,41.5,124.80000000000004,NA,1,NA
2004,84,354,0.08,0.14,NA,NA,NA,0.14814814814814817,203,35.2,151,33,0.13,0.31,118,NA,NA,NA,NA,NA,NA,219.10000000000002,41.5,124.80000000000004,NA,NA,NA
2005,102,296,0.63,0.71,5,2.252792854287944,18,0.03977272727272731,83,22,213,141,0.52,3.6,72,NA,100,NA,NA,3,NA,219.10000000000002,41.5,124.80000000000004,NA,3,NA
2006,NA,290,NA,NA,NA,NA,NA,0.1250000000000001,62,2.2,228,196,0.3,0.66,32,NA,NA,NA,NA,NA,NA,219.10000000000002,41.5,124.80000000000004,NA,NA,NA
2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219.10000000000002,41.5,124.80000000000004,NA,NA,NA
2008,140,318,0.08,0.13,NA,NA,NA,0.15151515151515146,196,26.2,122,35,0.06,0.21,87,NA,NA,NA,NA,NA,NA,219.10000000000002,41.5,124.80000000000004,NA,NA,NA
2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78,200,108,0.03,0.14,92,NA,NA,NA,NA,NA,NA,219.10000000000002,41.5,124.80000000000004,NA,NA,NA
