p10,p25,p50,p75,p90,metric,comid,result_type
131,161.25,196,222,244.9,DS_Dur_WS,361671,observed
254,267,281,285,292,DS_Tim,361671,observed
918.6500000000001,990.25,1042.5,1320,1346,DS_Mag_50,361671,observed
1044,1264,1350,1449.75,1772.0000000000002,DS_Mag_90,361671,observed
2.5,3,4.5,6.25,8.5,FA_Dur,361671,observed
1644.9202552372262,1747.4851885148767,1875.023674883978,2909.75948757499,3209.9184346367074,FA_Mag,361671,observed
3,15.75,44,59,71,FA_Tim,361671,observed
0.012180850187080716,0.019230769230769232,0.029850746268656716,0.049079754601226995,0.0625,SP_ROC,361671,observed
47,70,85,106,133,SP_Dur,361671,observed
1610,2400,4010,6860,9880,SP_Mag,361671,observed
153,173,186,212,230,SP_Tim,361671,observed
41.7,59.5,81,105.25,140.20000000000002,Wet_BFL_Dur,361671,observed
965.04,1007.5,1328,1627.75,1823,Wet_BFL_Mag_10,361671,observed
1363.5,1613.75,2410,3292.5,4315,Wet_BFL_Mag_50,361671,observed
38,63,98,135.5,151.60000000000002,Wet_Tim,361671,observed
92.2,92.5,136.5,140,141.8,Peak_Tim_10,361671,observed
107,138,170,188.5,205,Peak_Tim_2,361671,observed
88,93,149,172.5,173.2,Peak_Tim_5,361671,observed
2.8,4,4,5,5,Peak_Dur_10,361671,observed
2,5,34,55,64,Peak_Dur_2,361671,observed
2.6000000000000005,3,5,10,11.2,Peak_Dur_5,361671,observed
11100,11100,11100,11100,11100,Peak_10,361671,observed
5380,5380,5380,5380,5380,Peak_2,361671,observed
9810,9810,9810,9810,9810,Peak_5,361671,observed
1,1,1,2,2,Peak_Fre_10,361671,observed
1,1,2,4,4,Peak_Fre_2,361671,observed
1,1,2,2,3.3999999999999986,Peak_Fre_5,361671,observed
