Year,DS_Dur_WS,DS_Tim,DS_Mag_50,DS_Mag_90,FA_Dur,FA_Mag,FA_Tim,SP_ROC,SP_Dur,SP_Mag,SP_Tim,Wet_BFL_Dur,Wet_BFL_Mag_10,Wet_BFL_Mag_50,Wet_Tim,Peak_Tim_10,Peak_Tim_2,Peak_Tim_5,Peak_Dur_10,Peak_Dur_2,Peak_Dur_5,Peak_10,Peak_2,Peak_5,Peak_Fre_10,Peak_Fre_2,Peak_Fre_5
1980,202,220,14,15,2,148.98684447792786,18,0.06129227053140097,73,1300,147,60,9.4,196,87,103,121.5,121.5,2,6,3,6212,2310,4544.000000000001,1,2,2
1981,215,190,10,14,NA,NA,NA,NA,11,468,179,123,8.719999999999999,10,56,NA,NA,NA,NA,NA,NA,6212,2310,4544.000000000001,NA,NA,NA
1982,188,254,13,73.60000000000002,3,53.99674852261153,6,0.10195618785870181,41,745,213,174,12,332,39,NA,135.5,135.5,NA,9,6,6212,2310,4544.000000000001,NA,4,4
1983,119,283,12,18,3,226.96820845646985,23,0.10526315789473684,40,1320,243,167,18,470,76,NA,163,163,NA,1,1,6212,2310,4544.000000000001,NA,1,1
1984,202,187,11,13,NA,NA,NA,0.06924429290642231,96,2210,91,55,12,259,36,NA,85,NA,NA,2,NA,6212,2310,4544.000000000001,NA,1,NA
1985,151,333,11,12,NA,NA,NA,0.02439024390243894,271,143,62,39,12,12,23,NA,NA,NA,NA,NA,NA,6212,2310,4544.000000000001,NA,NA,NA
1986,294,194,11,12,4,203.9982023263014,63,0.18854415274463007,49,4840,145,27,11,129,118,139,147.5,139,2,7,3,6212,2310,4544.000000000001,1,2,1
1987,215,177,11,12,NA,NA,NA,0.6756756756756757,37,250,140,18,11,11,122,NA,NA,NA,NA,NA,NA,6212,2310,4544.000000000001,NA,NA,NA
1988,424,83,11,12,NA,NA,NA,NA,9,386,74,48,7.67,11,26,NA,NA,NA,NA,NA,NA,6212,2310,4544.000000000001,NA,NA,NA
1989,NA,210,NA,NA,4,1549.7719331042204,53,0.11336477987421384,44,1080,166,25,11.4,16,141,NA,159,NA,NA,3,NA,6212,2310,4544.000000000001,NA,1,NA
1990,163,344,11,14,5,39.00048592556046,1,0.07692307692307693,98,466,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6212,2310,4544.000000000001,NA,NA,NA
1991,32,353,8,8.5,2,20.0019072593673,31,0.07692307692307693,195,2880,158,17,11,11,141,NA,154,NA,NA,1,NA,6212,2310,4544.000000000001,NA,1,NA
1992,113,347,12,20,NA,NA,NA,0.0235294117647058,201,854,146,127,10,10,19,NA,NA,NA,NA,NA,NA,6212,2310,4544.000000000001,NA,NA,NA
1993,NA,267,NA,NA,3,37.98844119387765,28,0.5,13,426,254,160,12,103,94,NA,NA,NA,NA,NA,NA,6212,2310,4544.000000000001,NA,NA,NA
1994,130,327,9,11,2,59.71762370517648,14,0.06066176470588235,309,60,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6212,2310,4544.000000000001,NA,NA,NA
