p10,p25,p50,p75,p90,metric,comid,result_type
NA,NA,NA,NA,NA,DS_Dur_WS,20351625,observed
168,168,168,168,168,DS_Tim,20351625,observed
NA,NA,NA,NA,NA,DS_Mag_50,20351625,observed
NA,NA,NA,NA,NA,DS_Mag_90,20351625,observed
9,9,9,9,9,FA_Dur,20351625,observed
85.88480807539266,85.88480807539266,85.88480807539266,85.88480807539266,85.88480807539266,FA_Mag,20351625,observed
26,26,26,26,26,FA_Tim,20351625,observed
0.16417910447761194,0.16417910447761194,0.16417910447761194,0.16417910447761194,0.16417910447761194,SP_ROC,20351625,observed
19,19,19,19,19,SP_Dur,20351625,observed
842,842,842,842,842,SP_Mag,20351625,observed
149,149,149,149,149,SP_Tim,20351625,observed
61,61,61,61,61,Wet_BFL_Dur,20351625,observed
1.32,1.32,1.32,1.32,1.32,Wet_BFL_Mag_10,20351625,observed
25,25,25,25,25,Wet_BFL_Mag_50,20351625,observed
88,88,88,88,88,Wet_Tim,20351625,observed
121.5,121.5,121.5,121.5,121.5,Peak_Tim_10,20351625,observed
98,98,98,98,98,Peak_Tim_2,20351625,observed
121.5,121.5,121.5,121.5,121.5,Peak_Tim_5,20351625,observed
8,8,8,8,8,Peak_Dur_10,20351625,observed
38,38,38,38,38,Peak_Dur_2,20351625,observed
10,10,10,10,10,Peak_Dur_5,20351625,observed
326.9000000000001,326.9000000000001,326.9000000000001,326.9000000000001,326.9000000000001,Peak_10,20351625,observed
32.75,32.75,32.75,32.75,32.75,Peak_2,20351625,observed
170.7600000000001,170.7600000000001,170.7600000000001,170.7600000000001,170.7600000000001,Peak_5,20351625,observed
2,2,2,2,2,Peak_Fre_10,20351625,observed
5,5,5,5,5,Peak_Fre_2,20351625,observed
2,2,2,2,2,Peak_Fre_5,20351625,observed
