comid,metric,p10,p25,p50,p75,p90,source,result_type
7972453,Peak_Dur_2,1,1,3,8,18.8,inferred,predicted
7972453,Peak_Dur_5,1,1.25,2.5,3,5.7,inferred,predicted
7972453,Peak_Fre_2,1,1,2,3,5,inferred,predicted
7972453,Peak_Fre_5,1,1,1,2,3,inferred,predicted
7972453,Peak_10,62204.7113185787,95840.9540222716,111850.019748068,123926.533524849,144548.718883233,model,predicted
7972453,Peak_2,31174.9227642516,41609.1083859015,47235.9271346484,48665.1952061989,53619.225877106604,model,predicted
7972453,Peak_5,47466.1481755716,63368.3186632317,73099.4196486361,75489.5674349757,90571.0921349347,model,predicted
7972453,DS_Dur_WS,78.835,105.625,126.25,155.84375,179.458333333333,model,predicted
7972453,DS_Mag_50,787.83870037877,1022.02689602147,1197.36274533419,1320.39099129577,1483.56700074352,model,predicted
7972453,DS_Mag_90,1039.31324578045,1452.57913264945,1906.79216689923,2404.59678361563,3257.24237127024,model,predicted
7972453,DS_Tim,287.823333333333,297.7875,306,319.875,338.375,model,predicted
7972453,FA_Dur,2,2,3,4.5,6.5,obs,predicted
7972453,FA_Mag,1570.59445459128,2387.90296499764,3706.82040154169,5197.42182243723,10138.2599741844,model,predicted
7972453,FA_Tim,6,12.11875,23,28.8083333333334,42.0525,model,predicted
7972453,Peak_Dur_10,1,1,1,3,3.6,obs,predicted
7972453,Peak_Fre_10,1,1,1,1,1,obs,predicted
7972453,SP_Dur,75.9375,89.15,114.4375,131.125,157.445,model,predicted
7972453,SP_Mag,12254.0573239695,16943.0535051072,22325.0296974565,30578.3229333104,39401.7567417728,model,predicted
7972453,SP_ROC,0.0112125536495315,0.0138458831808586,0.0423051409618574,0.0567460317460317,0.0614253234964019,obs,predicted
7972453,SP_Tim,164.395,187.625,209.5,228.725,241.5,model,predicted
7972453,Wet_BFL_Dur,74.76,102.475,133.875,159.558333333334,182.0375,model,predicted
7972453,Wet_BFL_Mag_10,1112.94361634709,1527.86010594949,2149.66056454301,3035.15158536212,4064.96407013097,model,predicted
7972453,Wet_BFL_Mag_50,4184.7379031787,6302.4318005827,8295.07144586241,9836.85346006607,11265.5505235868,model,predicted
7972453,Wet_Tim,40.575,49.35,68.0666666666666,85.3875,106.1325,model,predicted
