Year,DS_Dur_WS,DS_Tim,DS_Mag_50,DS_Mag_90,FA_Dur,FA_Mag,FA_Tim,SP_ROC,SP_Dur,SP_Mag,SP_Tim,Wet_BFL_Dur,Wet_BFL_Mag_10,Wet_BFL_Mag_50,Wet_Tim,Peak_Tim_10,Peak_Tim_2,Peak_Tim_5,Peak_Dur_10,Peak_Dur_2,Peak_Dur_5,Peak_10,Peak_2,Peak_5,Peak_Fre_10,Peak_Fre_2,Peak_Fre_5
1980,350,160,10,10,NA,NA,NA,0.46078431372549017,13,762,147,55,5.3,5.8,92,103,121,122,1,11,4,1830,236,798,1,2,2
1981,129,375,5.2,52.2,NA,NA,NA,0.020204081632653078,167,11,208,64,5.13,10,144,NA,NA,NA,NA,NA,NA,1830,236,798,NA,NA,NA
1982,193,245,10,10,3,59.94337687334185,51,0.06479481641468683,30,503,215,86,5.25,91,129,NA,145.5,137,NA,58,4,1830,236,798,NA,8,3
1983,181,224,10,10,4,109.96895854085192,48,0.6027777777777777,34,305,190,118,5.1,5.3,72,NA,174.5,NA,NA,7,NA,1830,236,798,NA,4,NA
1984,NA,373,NA,NA,NA,NA,NA,0.07142857142857142,284,798,89,50,5.2,10.85,39,NA,54,85,NA,4,1,1830,236,798,NA,3,1
1985,129,381,5.8,5.8,NA,NA,NA,0.13849081952530223,124,11,257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1830,236,798,NA,NA,NA
1986,135,276,12,34,NA,NA,NA,0.12957393483709273,61,498,215,86,53.5,400,129,139,182,148.5,1,70,4,1830,236,798,1,7,2
1987,353,155,5.5,6.1,NA,NA,NA,0.05479452054794513,89,56,66,21,11,12,45,NA,NA,NA,NA,NA,NA,1830,236,798,NA,NA,NA
1988,309,198,5.4,6.1,NA,NA,NA,0.04497354497354498,22,10,176,34,5.5,10,142,NA,NA,NA,NA,NA,NA,1830,236,798,NA,NA,NA
1989,NA,377,NA,NA,2,16.982583680022657,53,0.08333333333333333,198,236,179,38,5.51,10,141,NA,175,NA,NA,1,NA,1830,236,798,NA,1,NA
1990,NA,317,NA,NA,NA,NA,NA,0.19272727272727272,10,14,307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1830,236,798,NA,NA,NA
1991,161,250,6.2,6.5,NA,NA,NA,0.03278688524590152,92,168,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1830,236,798,NA,NA,NA
1992,153,409,5.7,6.9,NA,NA,NA,0.03278688524590152,60,7,349,304,6,6.2,45,NA,NA,NA,NA,NA,NA,1830,236,798,NA,NA,NA
1993,186,189,12,13,NA,NA,NA,0.3684210526315789,11,189,178,25,11.4,12,153,NA,167,NA,NA,1,NA,1830,236,798,NA,1,NA
1994,437,22,5.9,6.2,NA,NA,NA,NA,NA,13,0,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,1830,236,798,NA,NA,NA
1995,200,230,11,12,NA,NA,NA,0.6307998232434822,65,268,165,72,5.5,5.6,93,NA,131.5,NA,NA,5,NA,1830,236,798,NA,2,NA
1996,186,245,11.5,13,NA,NA,NA,0.41766917293233086,100,319,145,81,6.2,6.3,64,NA,126,NA,NA,4,NA,1830,236,798,NA,3,NA
1997,33,361,14,19.8,NA,NA,NA,0.03716915995397008,122,372,239,174,25,106,65,92,198,91,1,50,3,1830,236,798,1,9,1
1998,NA,186,NA,NA,NA,NA,NA,0.0175438596491229,120,379,66,38,5.57,16,28,NA,62,NA,NA,1,NA,1830,236,798,NA,1,NA
1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,NA,178,NA,NA,NA,NA,NA,0.015873015873015817,22,11,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1830,236,798,NA,NA,NA
2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,177,200,7,7.1,NA,NA,NA,0.014084507042253471,14,12,186,175,6.9,7,11,NA,NA,NA,NA,NA,NA,1830,236,798,NA,NA,NA
