Year,DS_Dur_WS,DS_Tim,DS_Mag_50,DS_Mag_90,FA_Dur,FA_Mag,FA_Tim,SP_ROC,SP_Dur,SP_Mag,SP_Tim,Wet_BFL_Dur,Wet_BFL_Mag_10,Wet_BFL_Mag_50,Wet_Tim,Peak_Tim_10,Peak_Tim_2,Peak_Tim_5,Peak_Dur_10,Peak_Dur_2,Peak_Dur_5,Peak_10,Peak_2,Peak_5,Peak_Fre_10,Peak_Fre_2,Peak_Fre_5
1980,96,315,462,583,2,1239.96400722464,18,0.03508771929824561,161,8260,154,119,1015.2,2000,35,NA,122.5,NA,NA,3,NA,29200,11900,20800,NA,2,NA
1981,96,289,505.5,652.5,2,1019.97235858591,38,0.035335207249538515,146,5800,143,98,509.3,1135,45,NA,NA,NA,NA,NA,NA,29200,11900,20800,NA,NA,NA
1982,103,302,633,828.4,5,1149.982408655397,9,0.03361344537815126,146,8840,156,137,715.6,2700,19,NA,108.5,79,NA,5,2,29200,11900,20800,NA,2,1
1983,90,296,832,1301,5,1319.9924213420186,22,0.039735099337748346,38,10400,258,219,1666,5710,39,118,151.5,140.5,1,37,2,29200,11900,20800,1,8,2
1984,44,325,459.5,631.7,NA,NA,NA,0.031626577756608716,231,14500,94,74,590.4000000000001,3905,20,NA,82,NA,NA,6,NA,29200,11900,20800,NA,4,NA
1985,166,288,516.5,834,NA,NA,NA,0.035409322365844105,94,3050,194,191,589,1180,3,NA,NA,NA,NA,NA,NA,29200,11900,20800,NA,NA,NA
1986,140,333,529.5,775.6,4,1069.9807573457242,22,0.027522935779816515,169,13700,164,76,849,4185,88,140,147.5,139,1,11,2,29200,11900,20800,1,2,1
1987,121,281,340,624,7,1009.9568846504734,29,0.03854315878826463,114,8640,167,60,647,1425,107,NA,NA,NA,NA,NA,NA,29200,11900,20800,NA,NA,NA
1988,85,305,336,357.80000000000007,NA,NA,NA,0.030303030303030304,181,2640,124,88,385.6,1155,36,NA,NA,NA,NA,NA,NA,29200,11900,20800,NA,NA,NA
1989,179,267,572,721.8000000000002,NA,NA,NA,0.038821954484605084,42,3550,225,201,642,1600,24,NA,159,NA,NA,2,NA,29200,11900,20800,NA,1,NA
1990,168,283,397,507.0000000000001,7,2979.879801793759,22,0.027822871572871572,37,3600,246,166,547.5,1050,80,NA,NA,NA,NA,NA,NA,29200,11900,20800,NA,NA,NA
1991,164,315,434,643.2000000000002,3,959.9431225386181,70,0.014815627743634766,70,3190,245,160,469,1170,85,NA,NA,NA,NA,NA,NA,29200,11900,20800,NA,NA,NA
1992,165,288,562,811.8,2,720.9861793128244,51,0.04415584415584416,26,5860,262,149,648.8,1690,113,NA,NA,NA,NA,NA,NA,29200,11900,20800,NA,NA,NA
1993,124,329,512,691.8000000000001,2,1589.9935918688072,32,0.026334026334026334,83,10000,246,159,1360,2620,87,NA,167,NA,NA,1,NA,29200,11900,20800,NA,1,NA
1994,166,268,506,606.5,2,1569.8520537179677,68,0.03116741441829021,43,2840,225,138,759,1240,87,NA,NA,NA,NA,NA,NA,29200,11900,20800,NA,NA,NA
1995,128,287,662,1109,2,808.9976298834281,55,0.05324480324480324,64,7220,223,155,941.2,4470,68,NA,159,111.5,NA,18,3,29200,11900,20800,NA,5,2
