Year,DS_Dur_WS,DS_Tim,DS_Mag_50,DS_Mag_90,FA_Dur,FA_Mag,FA_Tim,SP_ROC,SP_Dur,SP_Mag,SP_Tim,Wet_BFL_Dur,Wet_BFL_Mag_10,Wet_BFL_Mag_50,Wet_Tim,Peak_Tim_10,Peak_Tim_2,Peak_Tim_5,Peak_Dur_10,Peak_Dur_2,Peak_Dur_5,Peak_10,Peak_2,Peak_5,Peak_Fre_10,Peak_Fre_2,Peak_Fre_5
1980,323,298,6.9,16,NA,NA,NA,0.29333333333333333,16,537,282,31,7.5,7.5,251,NA,276.5,NA,NA,3,NA,2680,531,2060,NA,2,NA
1981,215,377,7.4,13,NA,NA,NA,0.07142857142857142,39,22,338,83,4.74,14,255,NA,NA,NA,NA,NA,NA,2680,531,2060,NA,NA,NA
1982,306,287,12,16,NA,NA,NA,NA,11,2030,276,61,7.1,12,215,NA,258,NA,NA,22,NA,2680,531,2060,NA,3,NA
1983,68,317,11,14,4,28.99887248068433,60,0.17626173218878385,36,2640,281,54,8.03,536,227,NA,253,271.5,NA,40,6,2680,531,2060,NA,3,4
1984,256,376,5.6,6.7,NA,NA,NA,0.0238128986534373,286,38,90,71,6.6,9.9,19,NA,NA,NA,NA,NA,NA,2680,531,2060,NA,NA,NA
1985,245,389,5.8,10,NA,NA,NA,0.07291666666666666,64,15,325,69,5.6,15,256,NA,NA,NA,NA,NA,NA,2680,531,2060,NA,NA,NA
1986,299,291,6.1,15,NA,NA,NA,0.48031496062992124,12,317,279,34,5.2,6,245,NA,268,NA,NA,3,NA,2680,531,2060,NA,1,NA
1987,199,374,6.6,7.2,NA,NA,NA,0.17178699436763956,54,172,320,96,14,171,224,NA,NA,NA,NA,NA,NA,2680,531,2060,NA,NA,NA
1988,11,369,3.2,3.5,NA,NA,NA,0.005494505494505495,101,184,268,69,5.2,6.7,199,NA,NA,NA,NA,NA,NA,2680,531,2060,NA,NA,NA
1989,241,370,6.1,8.3,NA,NA,NA,0.058823529411764705,118,1000,252,241,4.2,7.5,11,NA,137.5,NA,NA,16,NA,2680,531,2060,NA,2,NA
1990,NA,386,NA,NA,NA,NA,NA,0.17483660130718953,33,19,353,112,4.6,16,241,NA,NA,NA,NA,NA,NA,2680,531,2060,NA,NA,NA
1991,255,378,7.5,8.3,NA,NA,NA,0.18181818181818182,80,19,298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2680,531,2060,NA,NA,NA
1992,86,398,6.1,6.6,NA,NA,NA,0.058823529411764705,84,25,314,59,6.5,17,255,NA,NA,NA,NA,NA,NA,2680,531,2060,NA,NA,NA
1993,NA,294,NA,NA,13,12.942922695646821,69,0.04918032786885243,176,20,118,32,6.4,8.25,86,NA,NA,NA,NA,NA,NA,2680,531,2060,NA,NA,NA
1994,423,166,6.4,16,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2680,531,2060,NA,NA,NA
1995,255,315,6.2,14,NA,NA,NA,0.5169859196974974,32,2830,283,60,5.2,47,223,279,285.5,278,1,27,6,2680,531,2060,1,4,3
1996,166,266,13,15,7,13.999980002844502,0,0.022826086956521722,32,912,234,30,5.9,6.85,204,229,228,229,1,6,1,2680,531,2060,1,1,1
1997,259,369,8,13,NA,NA,NA,0.06066176470588235,266,765,103,37,9.5,15,66,NA,96,NA,NA,10,NA,2680,531,2060,NA,3,NA
1998,293,308,7.7,16,NA,NA,NA,0.25609756097560976,14,880,294,35,8,14,259,NA,285,NA,NA,9,NA,2680,531,2060,NA,2,NA
1999,312,280,9.1,16,NA,NA,NA,0.06696428571428571,10,531,270,35,6.5,7,235,NA,262,NA,NA,4,NA,2680,531,2060,NA,2,NA
2000,257,374,6.2,6.799999999999999,NA,NA,NA,0.06666666666666667,112,531,262,36,7,7.5,226,NA,258,NA,NA,1,NA,2680,531,2060,NA,1,NA
2001,223,378,5.3,6.288,NA,NA,NA,0.06927175843694489,24,15,354,97,5.3,14,257,NA,NA,NA,NA,NA,NA,2680,531,2060,NA,NA,NA
2002,225,374,5.73,7.59,NA,NA,NA,0.019746121297602212,121,354,253,30,5.180000000000001,5.5,223,NA,NA,NA,NA,NA,NA,2680,531,2060,NA,NA,NA
2003,310,271,7.365,14.54000000000001,5,12.194993902200876,38,0.19819301433474662,16,889,255,30,5.8469999999999995,6.484999999999999,225,NA,247,NA,NA,6,NA,2680,531,2060,NA,1,NA
2004,207,374,7.84,11.440000000000001,NA,NA,NA,0.016309533658751842,130,1050,244,29,6.16,7.06,215,NA,240,NA,NA,1,NA,2680,531,2060,NA,1,NA
2005,137,293,14.9,17.5,NA,NA,NA,0.2100885312378002,32,2120,261,54,7.135,907.5,207,231,264,243.5,4,49,8,2680,531,2060,1,3,2
2006,289,286,6.39,15.5,NA,NA,NA,0.311567938988938,30,1490,256,192,7.592,9.745000000000001,64,224,235,224,7,43,8,2680,531,2060,3,6,3
2007,258,377,5.52,6.7280000000000015,NA,NA,NA,0.013158464268709702,25,16.2,352,143,6.39,13.8,209,NA,NA,NA,NA,NA,NA,2680,531,2060,NA,NA,NA
2008,204,376,6.39,9.479000000000001,NA,NA,NA,0.018789796476424904,16,16.6,360,102,5.54,15.4,258,NA,NA,NA,NA,NA,NA,2680,531,2060,NA,NA,NA
2009,294,273,7.225,16.3,NA,NA,NA,0.05949367088607603,26,894,247,43,6.393999999999999,11.2,204,NA,235,231,NA,7,1,2680,531,2060,NA,2,1
2010,83,286,17.7,18.4,NA,NA,NA,0.02094240837696346,12,958,274,73,5.6240000000000006,7.71,201,NA,246,NA,NA,12,NA,2680,531,2060,NA,2,NA
2011,325,300,6.87,17,NA,NA,NA,0.1201527286273049,24,2400,276,273,5.7,6.96,3,NA,172.5,255,NA,34,7,2680,531,2060,NA,4,5
2012,39,376,7.19,7.32,NA,NA,NA,0.022099447513812272,58,22,318,59,6.698,16.3,259,NA,NA,NA,NA,NA,NA,2680,531,2060,NA,NA,NA
2013,NA,101,NA,NA,NA,NA,NA,0.014789651088202228,15,260,86,47,7.295999999999999,7.62,39,NA,NA,NA,NA,NA,NA,2680,531,2060,NA,NA,NA
