Year,DS_Dur_WS,DS_Tim,DS_Mag_50,DS_Mag_90,FA_Dur,FA_Mag,FA_Tim,SP_ROC,SP_Dur,SP_Mag,SP_Tim,Wet_BFL_Dur,Wet_BFL_Mag_10,Wet_BFL_Mag_50,Wet_Tim,Peak_Tim_10,Peak_Tim_2,Peak_Tim_5,Peak_Dur_10,Peak_Dur_2,Peak_Dur_5,Peak_10,Peak_2,Peak_5,Peak_Fre_10,Peak_Fre_2,Peak_Fre_5
1984,49,323,64,74,NA,NA,NA,0.035342192276498846,75,177,248,NA,NA,NA,NA,NA,257,NA,NA,49,NA,258.3999999999999,112,229.60000000000002,NA,5,NA
1985,256,309,53,72,NA,NA,NA,0.03252247488101534,52,127,257,251,56,61,6,NA,252,NA,NA,3,NA,258.3999999999999,112,229.60000000000002,NA,1,NA
1986,23,351,73,76,NA,NA,NA,0.02079136690647482,89,258,262,63,81.19999999999999,127,199,243,214,249,5,78,13,258.3999999999999,112,229.60000000000002,1,3,2
1987,112,351,44,45,NA,NA,NA,0.020833333333333332,97,73,254,246,49,55,8,NA,NA,NA,NA,NA,NA,258.3999999999999,112,229.60000000000002,NA,NA,NA
1988,233,332,41,43,NA,NA,NA,0.022474747474747474,65,64,267,170,43,46,97,NA,NA,NA,NA,NA,NA,258.3999999999999,112,229.60000000000002,NA,NA,NA
1989,78,306,40,42,NA,NA,NA,0.02353266888150609,44,64,262,63,41,55,199,NA,NA,NA,NA,NA,NA,258.3999999999999,112,229.60000000000002,NA,NA,NA
1990,184,351,33,34.70000000000002,NA,NA,NA,0.02667140825035562,94,57,257,239,36,38,18,NA,NA,NA,NA,NA,NA,258.3999999999999,112,229.60000000000002,NA,NA,NA
1991,NA,296,NA,NA,NA,NA,NA,0.030798389007344232,32,78,264,95,36.4,39,169,NA,NA,NA,NA,NA,NA,258.3999999999999,112,229.60000000000002,NA,NA,NA
1992,200,344,33,36.099999999999994,NA,NA,NA,0.02564102564102564,99,50,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258.3999999999999,112,229.60000000000002,NA,NA,NA
1993,NA,330,NA,NA,NA,NA,NA,0.027522935779816515,55,166,275,97,47,57,178,NA,247,NA,NA,34,NA,258.3999999999999,112,229.60000000000002,NA,5,NA
