comid,metric,p10,p25,p50,p75,p90,source,result_type
8272083,Peak_Dur_2,1,1,3,6,10,inferred,predicted
8272083,Peak_Dur_5,1,1,1,2,4,inferred,predicted
8272083,Peak_Fre_2,1,1,2,3,5,inferred,predicted
8272083,Peak_Fre_5,1,1,1,2,2,inferred,predicted
8272083,Peak_10,7954.0891549576,11219.5238045271,12298.658368556498,14235.8202544371,16523.4222178285,model,predicted
8272083,Peak_2,3748.27072060389,4761.21593010805,7262.255339790021,7829.468868259,10131.5352479143,model,predicted
8272083,Peak_5,6976.1359999999995,8307.391,9908.568000000001,12209.29,16366.73,model,predicted
8272083,DS_Dur_WS,150.705,172.372916666667,194.925,220.05,241.51,model,predicted
8272083,DS_Mag_50,2.45556786318168,3.78195027871828,5.77227356964621,9.94158106209439,17.3862760594825,model,predicted
8272083,DS_Mag_90,16.6702116809493,28.1684666542864,42.5555222148289,65.0502470123734,91.9677010603632,model,predicted
8272083,DS_Tim,203.4875,225.13125,234.5,245.625,259.55,model,predicted
8272083,FA_Dur,2,3,4,6,9,obs,predicted
8272083,FA_Mag,20.813807163157,39.0773536083681,77.9156227374685,160.858488408275,401.84114344096,model,predicted
8272083,FA_Tim,9,16.9125,26.5,32.625,44,model,predicted
8272083,Peak_Dur_10,1,1,1,2,3,obs,predicted
8272083,Peak_Fre_10,1,1,1,1,2,obs,predicted
8272083,SP_Dur,25.5833333333333,31,39.75,51.03125,73.5,model,predicted
8272083,SP_Mag,411.473716775962,737.269112390846,1449.53122635382,2674.32242647451,4795.15762846058,model,predicted
8272083,SP_ROC,0.0377445093584334,0.0500000000000001,0.0666666666666667,0.0943396226415094,0.151475888975889,obs,predicted
8272083,SP_Tim,161.47,174,180.5,188.5,204.565,model,predicted
8272083,Wet_BFL_Dur,79.2,97.5,114.4,129.070833333333,152.25,model,predicted
8272083,Wet_BFL_Mag_10,29.2343899810923,45.0526569105312,62.3852648239351,94.4210193830624,132.956737221726,model,predicted
8272083,Wet_BFL_Mag_50,150.813631986983,194.891750070095,272.631818778717,368.077859092246,459.575529253419,model,predicted
8272083,Wet_Tim,47.8708333333334,57.0666666666666,65,72.9333333333334,79.59,model,predicted
