Year,DS_Dur_WS,DS_Tim,DS_Mag_50,DS_Mag_90,FA_Dur,FA_Mag,FA_Tim,SP_ROC,SP_Dur,SP_Mag,SP_Tim,Wet_BFL_Dur,Wet_BFL_Mag_10,Wet_BFL_Mag_50,Wet_Tim,Peak_Tim_10,Peak_Tim_2,Peak_Tim_5,Peak_Dur_10,Peak_Dur_2,Peak_Dur_5,Peak_10,Peak_2,Peak_5,Peak_Fre_10,Peak_Fre_2,Peak_Fre_5
1980,188,281,25,31,NA,NA,NA,0.015625,120,840,161,52,49.1,214.5,109,NA,139.5,138,NA,5,1,5508,1790,5000,NA,2,1
1981,213,202,21,27.80000000000001,NA,NA,NA,0.05714285714285714,29,138,173,70,20,35,103,NA,NA,NA,NA,NA,NA,5508,1790,5000,NA,NA,NA
1982,214,259,28,48,NA,NA,NA,0.06190476190476191,42,172,217,168,36.7,44,49,NA,NA,NA,NA,NA,NA,5508,1790,5000,NA,NA,NA
1983,NA,343,NA,NA,7,271.9917976627844,40,0.05594679186228482,187,7900,156,49,64.6,109,107,151,151,151,3,4,3,5508,1790,5000,1,1,1
1984,107,283,24,27,3,148.99390003712872,0,0.04257246376811594,72,94,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5508,1790,5000,NA,NA,NA
1985,206,275,28,44,NA,NA,NA,0.04301572617946346,192,1040,83,59,31.8,51,24,NA,NA,NA,NA,NA,NA,5508,1790,5000,NA,NA,NA
1986,150,241,27,31,4,59.99880093082381,41,0.08695652173913043,71,1610,170,55,35,81,115,NA,137,NA,NA,1,NA,5508,1790,5000,NA,1,NA
1987,46,334,25,27,3,39.0020352987981,1,0.03571428571428571,119,33,215,190,31,40,25,NA,NA,NA,NA,NA,NA,5508,1790,5000,NA,NA,NA
1988,107,315,29,32,NA,NA,NA,0.035098522167487683,63,43,252,238,21.700000000000003,41,14,NA,NA,NA,NA,NA,NA,5508,1790,5000,NA,NA,NA
1989,57,312,22,29,NA,NA,NA,0.03333333333333333,177,415,135,79,33.8,40,56,NA,76,NA,NA,1,NA,5508,1790,5000,NA,1,NA
1990,224,270,28,33,NA,NA,NA,0.05399719495091164,27,37,243,240,28,33,3,NA,NA,NA,NA,NA,NA,5508,1790,5000,NA,NA,NA
1991,289,197,19,28,8,46.98678903236403,39,0.031754032258064516,16,1390,181,53,23.2,33,128,NA,151,NA,NA,1,NA,5508,1790,5000,NA,1,NA
1992,243,209,23,34.80000000000001,NA,NA,NA,0.11895196506550218,71,5080,138,18,28.4,53.5,120,NA,132,134,NA,5,1,5508,1790,5000,NA,1,1
1993,151,216,49,76,6,556.9222543586527,67,0.07196173254835997,32,810,184,98,37.7,309,86,NA,137.5,141,NA,12,1,5508,1790,5000,NA,4,1
1994,154,287,26,49,NA,NA,NA,0.06976744186046512,40,43,247,246,43,52,1,NA,NA,NA,NA,NA,NA,5508,1790,5000,NA,NA,NA
1995,197,268,34,51,NA,NA,NA,0.07752403846153846,86,461,182,107,58,85,75,101,101,101,1,2,1,5508,1790,5000,1,1,1
1996,211,254,27,50,5,61.96797461509969,73,0.07417582417582418,26,71,228,129,39.8,70,99,NA,142,NA,NA,1,NA,5508,1790,5000,NA,1,NA
