comid,metric,p10,p25,p50,p75,p90,source,result_type
14992983,Peak_Dur_2,1,1,4,10,29,inferred,predicted
14992983,Peak_Dur_5,1,1,2,3,6,inferred,predicted
14992983,Peak_Fre_2,1,1,2,3,5,inferred,predicted
14992983,Peak_Fre_5,1,1,1,2,3,inferred,predicted
14992983,Peak_10,5272.76888271538,6920.38137173281,9035.29288476875,10694.5691971234,11517.1950896123,model,predicted
14992983,Peak_2,1327.12257300489,1668.0103775709,1975.81697575528,2613.81446429286,3526.1980805640796,model,predicted
14992983,Peak_5,3093.117,3471.28,5699.428000000001,6649.365,7434.259,model,predicted
14992983,DS_Dur_WS,86.585,119.04375,153.208333333333,184,215.7425,model,predicted
14992983,DS_Mag_50,10.4343412368761,13.9416454247589,19.7904179408848,29.581506691444,42.7553755358384,model,predicted
14992983,DS_Mag_90,27.7140618067675,37.6401638869572,60.3488553893407,91.3881941035824,128.220187264966,model,predicted
14992983,DS_Tim,279.558333333334,289.2,300.5,311.31875,325.433333333334,model,predicted
14992983,FA_Dur,2,3,4,6,8,obs,predicted
14992983,FA_Mag,45.3519839728476,65.1415905183542,93.5326369810691,147.808340882619,296.300383830004,model,predicted
14992983,FA_Tim,9,16.55,24.5,29,44.41,model,predicted
14992983,Peak_Dur_10,1,1,1,2,4,obs,predicted
14992983,Peak_Fre_10,1,1,1,1,2,obs,predicted
14992983,SP_Dur,45.09,52.575,61.775,78,100.156666666666,model,predicted
14992983,SP_Mag,572.981725194863,804.236445655978,1134.11938163551,1891.65206622974,2544.5989759543,model,predicted
14992983,SP_ROC,0.03845705116239,0.0486334288519571,0.0625000000000001,0.0813201980740652,0.114111705288176,obs,predicted
14992983,SP_Tim,210.3575,226.825,237.375,244.333333333333,253.668333333333,model,predicted
14992983,Wet_BFL_Dur,66.6966666666667,89.1666666666667,126.495833333334,164.45,193.03,model,predicted
14992983,Wet_BFL_Mag_10,62.3033856242218,97.5360490487934,143.015036503651,183.845186828976,231.830247967729,model,predicted
14992983,Wet_BFL_Mag_50,172.833536361984,245.412462466394,326.96512104375,451.433654074013,604.097351893864,model,predicted
14992983,Wet_Tim,47.65,70.8833333333334,92.725,118.5,144.205,model,predicted
