comid,metric,p10,p25,p50,p75,p90,source,result_type
20350681,Peak_Dur_2,1,1,3,7,16,inferred,predicted
20350681,Peak_Dur_5,1,1,1,3,4.8,inferred,predicted
20350681,Peak_Fre_2,1,1,2,3,5,inferred,predicted
20350681,Peak_Fre_5,1,1,1,2,3,inferred,predicted
20350681,Peak_10,224.94759010052502,445.241959825657,715.415222671537,980.6055832807599,1535.540751304,model,predicted
20350681,Peak_2,14.925523819777801,53.542108249832,104.66158118419901,154.156776797666,209.26840931750598,model,predicted
20350681,Peak_5,126.9117,230.5204,378.3549,596.0494,758.9103,model,predicted
20350681,DS_Dur_WS,111.0825,152.3125,202.9,246.20625,280.118333333334,model,predicted
20350681,DS_Mag_50,0,0.0345723279222262,0.26379466165521,0.738720740844083,1.38959619247341,model,predicted
20350681,DS_Mag_90,0.0445026359890058,0.271834367936745,0.726748247344692,1.70698232225516,3.29366855499337,model,predicted
20350681,DS_Tim,185.4775,213.979166666667,243.225,283.59375,318.063333333334,model,predicted
20350681,FA_Dur,2,3,4,7,9,obs,predicted
20350681,FA_Mag,1.21779105420707,3.61328073543784,9.83535362863727,29.6229803666772,68.1396971171918,model,predicted
20350681,FA_Tim,7.08,19.96875,41.1333333333334,56,64,model,predicted
20350681,Peak_Dur_10,1,1,1,2,3.2,obs,predicted
20350681,Peak_Fre_10,1,1,1,1,2,obs,predicted
20350681,SP_Dur,18.9608333333333,31.25,59.75,103.125,140.6025,model,predicted
20350681,SP_Mag,4.53624132190486,15.612500828423,47.456709220224,142.917018844398,379.322329079679,model,predicted
20350681,SP_ROC,0.0426683716965046,0.055194810813607303,0.0714285714285714,0.102555203630074,0.166666666666667,obs,predicted
20350681,SP_Tim,145.59,159.25,175.45,190.3875,212.55,model,predicted
20350681,Wet_BFL_Dur,34.4016666666666,54.275,79.4375,122.1875,158.615,model,predicted
20350681,Wet_BFL_Mag_10,0,0.160687973932502,0.64044684998891,1.44300376968239,2.3478002297246,model,predicted
20350681,Wet_BFL_Mag_50,0.567964473579565,1.50741572788296,2.71598010454077,4.55527338490185,8.0218329386867,model,predicted
20350681,Wet_Tim,34.27,63.3854166666667,85.3,99.2125,116.25,model,predicted
