p10,p25,p50,p75,p90,metric,comid,result_type
64,83.25,156.5,202.75,214.5,DS_Dur_WS,20287432,observed
201.20000000000002,323.75,339.5,351,358.29999999999995,DS_Tim,20287432,observed
28,28.25,30,31,58.5,DS_Mag_50,20287432,observed
33.5,35.5,44.20000000000002,52.60000000000001,69.5,DS_Mag_90,20287432,observed
2.7,3,4,6.25,7.8999999999999995,FA_Dur,20287432,observed
48.40466727672633,51.989795349017164,53.97246264722219,81.4939028798456,151.39659206153823,FA_Mag,20287432,observed
0,5.25,15.5,19.75,25,FA_Tim,20287432,observed
0.030619559651817715,0.03703153076067425,0.06171478833352213,0.08398984593837534,0.13856896551724135,SP_ROC,20287432,observed
18.5,31.25,63.5,110.25,155,SP_Dur,20287432,observed
65,68.5,91,300.5,324,SP_Mag,20287432,observed
167,200.5,265,298.5,304,SP_Tim,20287432,observed
109,112.25,116.5,123.75,204,Wet_BFL_Dur,20287432,observed
26.5,28.25,34,50.25,62.5,Wet_BFL_Mag_10,20287432,observed
41,43,64.5,84.5,90.5,Wet_BFL_Mag_50,20287432,observed
40,77.5,133,181.75,190.5,Wet_Tim,20287432,observed
292.3,294.25,297.5,300.75,302.7,Peak_Tim_10,20287432,observed
90.25,196.375,246.5,263.25,289.5,Peak_Tim_2,20287432,observed
279,283.5,291,297.5,301.4,Peak_Tim_5,20287432,observed
1,1,1,1,1,Peak_Dur_10,20287432,observed
3,14.75,46.5,67.75,86.5,Peak_Dur_2,20287432,observed
1,1,1,1,1,Peak_Dur_5,20287432,observed
339,339,339,339,339,Peak_10,20287432,observed
98,98,98,98,98,Peak_2,20287432,observed
324,324,324,324,324,Peak_5,20287432,observed
1,1,1,1,1,Peak_Fre_10,20287432,observed
1,1,1,3.25,4.5,Peak_Fre_2,20287432,observed
1,1,1,1,1,Peak_Fre_5,20287432,observed
