Year,DS_Dur_WS,DS_Tim,DS_Mag_50,DS_Mag_90,FA_Dur,FA_Mag,FA_Tim,SP_ROC,SP_Dur,SP_Mag,SP_Tim,Wet_BFL_Dur,Wet_BFL_Mag_10,Wet_BFL_Mag_50,Wet_Tim,Peak_Tim_10,Peak_Tim_2,Peak_Tim_5,Peak_Dur_10,Peak_Dur_2,Peak_Dur_5,Peak_10,Peak_2,Peak_5,Peak_Fre_10,Peak_Fre_2,Peak_Fre_5
1980,194,303,16,33,3,144.99017798131345,18,0.099000099000099,46,894,257,171,103,191,86,104,103,103,1,3,2,5654,1830,3320.000000000003,1,1,1
1981,134,268,6.5,36.10000000000001,2,35.053850316399604,22,0.12659867249473855,53,979,215,84,91.9,170.5,131,NA,NA,NA,NA,NA,NA,5654,1830,3320.000000000003,NA,NA,NA
1982,270,308,93,239.29999999999998,3,56.00024593449089,6,0.09090909090909091,68,1650,240,204,75,214,36,79,135.5,79,1,8,4,5654,1830,3320.000000000003,1,4,3
1983,71,318,35,71,4,1939.9134535680682,24,0.10052910052910052,61,2270,257,45,259.4,1530,212,NA,243,NA,NA,16,NA,5654,1830,3320.000000000003,NA,6,NA
1984,244,294,40,105,5,102.99939954436897,1,0.09863945578231292,55,1240,239,216,115,243,23,NA,66,NA,NA,4,NA,5654,1830,3320.000000000003,NA,4,NA
1985,178,274,8.350000000000001,42.30000000000001,2,320.02011391191786,33,0.11764705882352941,45,649,229,57,139.6,550,172,NA,NA,NA,NA,NA,NA,5654,1830,3320.000000000003,NA,NA,NA
1986,228,286,10,57,6,15.999500395149788,23,0.10788446913335317,41,1190,245,159,123.6,453,86,NA,148,148.5,NA,5,3,5654,1830,3320.000000000003,NA,2,2
1987,226,267,7.7,48.5,2,67.99982603226628,0,0.1188235294117647,55,866,212,64,77,233,148,NA,NA,NA,NA,NA,NA,5654,1830,3320.000000000003,NA,NA,NA
1988,221,283,9.9,61,3,101.91083015370377,62,0.11688311688311688,54,436,229,102,92.70000000000002,207,127,NA,NA,NA,NA,NA,NA,5654,1830,3320.000000000003,NA,NA,NA
1989,210,298,27,65.1,2,57.99970478284501,43,0.08941897654584222,76,1230,222,84,164.70000000000002,597,138,NA,158,NA,NA,2,NA,5654,1830,3320.000000000003,NA,1,NA
1990,234,279,6.25,11,3,336.9564783738033,22,0.11861646690984887,37,746,242,100,98.4,360.5,142,NA,NA,NA,NA,NA,NA,5654,1830,3320.000000000003,NA,NA,NA
1991,236,267,14,22.5,NA,NA,NA,0.13760179870277886,27,963,240,93,52.400000000000006,293,147,NA,154,NA,NA,1,NA,5654,1830,3320.000000000003,NA,1,NA
1992,264,252,9.75,107.70000000000002,6,29.994313895179697,25,0.10960960960960961,49,1080,203,66,168,297.5,137,NA,NA,NA,NA,NA,NA,5654,1830,3320.000000000003,NA,NA,NA
1993,205,305,18,28,3,78.97869840363612,29,0.1039136302294197,65,1640,240,90,269.9,658,150,NA,242,NA,NA,1,NA,5654,1830,3320.000000000003,NA,1,NA
1994,240,270,10,27.099999999999994,8,35.99409482095635,15,0.10714285714285714,46,913,224,80,86,244.5,144,NA,NA,NA,NA,NA,NA,5654,1830,3320.000000000003,NA,NA,NA
