Year,DS_Dur_WS,DS_Tim,DS_Mag_50,DS_Mag_90,FA_Dur,FA_Mag,FA_Tim,SP_ROC,SP_Dur,SP_Mag,SP_Tim,Wet_BFL_Dur,Wet_BFL_Mag_10,Wet_BFL_Mag_50,Wet_Tim,Peak_Tim_10,Peak_Tim_2,Peak_Tim_5,Peak_Dur_10,Peak_Dur_2,Peak_Dur_5,Peak_10,Peak_2,Peak_5,Peak_Fre_10,Peak_Fre_2,Peak_Fre_5
1980,144,316,273,310.5000000000001,8,494.9648912308601,36,0.031496062992125984,87,334,229,187,325.6,398,42,NA,103,NA,NA,2,NA,6194,3030,4950,NA,1,NA
1981,147,256,114,316.4,5,899.8518692067021,63,0.0336301062397127,76,920,180,86,189,386,94,NA,NA,NA,NA,NA,NA,6194,3030,4950,NA,NA,NA
1982,177,232,149,317.8,4,320.97119287711524,7,0.03278593827364251,36,1780,196,159,359.79999999999995,552,37,NA,129,NA,NA,6,NA,6194,3030,4950,NA,4,NA
1983,61,339,78,86,3,454.9895504703845,29,0.03009433962264151,127,1530,212,169,337,738,43,NA,150,117,NA,7,1,6194,3030,4950,NA,5,1
1984,48,346,287,321.6,NA,NA,NA,0.0625,128,199,218,184,217.29999999999998,412,34,NA,84,NA,NA,1,NA,6194,3030,4950,NA,1,NA
1985,140,328,304.5,340.1,3,335.18287160306693,15,0.05970149253731343,147,1530,181,153,316.6,365,28,NA,NA,NA,NA,NA,NA,6194,3030,4950,NA,NA,NA
1986,NA,210,NA,NA,2,822.0060124685808,59,0.043004897128501925,45,1760,165,63,412,755,102,139,121.5,138,1,5,2,6194,3030,4950,1,2,1
1987,142,273,76.5,113.9,1,298.9993628306287,1,0.05266807555144631,105,971,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6194,3030,4950,NA,NA,NA
1988,53,358,73,100,4,201.99001898677025,22,0.04950495049504951,201,347,157,108,212.60000000000008,367.5,49,NA,NA,NA,NA,NA,NA,6194,3030,4950,NA,NA,NA
1989,NA,255,NA,NA,2,126.99897952001652,13,0.031879467186484725,47,375,208,163,187.2,363,45,NA,168,NA,NA,1,NA,6194,3030,4950,NA,1,NA
1990,NA,293,NA,NA,1,322.0000188428848,0,0.07407407407407407,47,438,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6194,3030,4950,NA,NA,NA
1991,45,322,69,131.4,3,303.99991484181015,0,0.041126760563380285,94,302,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6194,3030,4950,NA,NA,NA
1992,138,288,122,155,NA,NA,NA,0.03365384615384615,117,1370,171,170,79.80000000000001,173,1,NA,NA,NA,NA,NA,NA,6194,3030,4950,NA,NA,NA
1993,NA,290,NA,NA,6,188.9999893476317,30,0.024390243902439025,43,443,247,187,322,412,60,111,101,101,1,3,2,6194,3030,4950,1,2,2
1994,78,339,82,120.6,3,301.99876510306717,7,0.0392156862745098,83,75,256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6194,3030,4950,NA,NA,NA
1995,155,266,89,108.19999999999999,3,131.99855760197573,35,0.0752212389380531,50,1010,216,165,114.4,261,51,99,134,99,1,6,1,6194,3030,4950,1,4,1
1996,82,328,270,291.9,10,178.99969920543907,44,0.008645533141210375,123,496,205,150,258.2,413.5,55,NA,111,NA,NA,2,NA,6194,3030,4950,NA,2,NA
1997,191,264,147,351,NA,NA,NA,0.044642857142857144,144,4610,120,76,215,371,44,NA,103.5,92,NA,3,1,6194,3030,4950,NA,2,1
1998,173,296,286,331.40000000000003,2,218.08481253544832,1,0.019230769230769232,51,600,245,156,376,576.5,89,NA,135.5,NA,NA,5,NA,6194,3030,4950,NA,4,NA
1999,193,272,143,290.40000000000003,3,545.9771411348324,53,0.040969199866086374,39,253,233,130,224,461,103,NA,NA,NA,NA,NA,NA,6194,3030,4950,NA,NA,NA
2000,158,210,113,182.60000000000002,6,213.99904978822372,17,0.24088669950738917,7,520,203,104,213.4,464.5,99,NA,NA,NA,NA,NA,NA,6194,3030,4950,NA,NA,NA
2001,145,263,57,105.19999999999999,NA,NA,NA,0.06899313501144165,80,367,183,181,57,146,2,NA,NA,NA,NA,NA,NA,6194,3030,4950,NA,NA,NA
2002,159,266,61.4,102,3,103.99755071651379,14,0.06666666666666667,89,530,177,135,289.6,423,42,NA,NA,NA,NA,NA,NA,6194,3030,4950,NA,NA,NA
2003,153,267,113,254.8,3,90.80008748008723,5,0.04432773109243697,53,2490,214,155,101.4,387,59,NA,74,NA,NA,1,NA,6194,3030,4950,NA,1,NA
2004,241,186,108,196,6,278.9994056360914,2,0.045655034239406714,34,2440,152,98,314,495.5,54,NA,113.5,NA,NA,3,NA,6194,3030,4950,NA,2,NA
2005,135,278,110,126,7,233.7851721613898,18,0.0332203656998739,45,2360,233,172,218.10000000000002,334.5,61,NA,NA,NA,NA,NA,NA,6194,3030,4950,NA,NA,NA
2006,NA,252,NA,NA,3,263.98931718306125,38,0.032206202676070946,51,1310,201,154,105.30000000000001,514,47,91,89,90,1,3,2,6194,3030,4950,1,2,1
2007,74,366,28.15,74.55,2,182.99620047630253,3,0.054696789536266284,213,1120,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6194,3030,4950,NA,NA,NA
2008,134,359,50.25,82.92000000000002,1,68.30000187445879,0,0.07456140350877205,208,568,151,77,30.76,219,74,NA,95,NA,NA,1,NA,6194,3030,4950,NA,1,NA
2009,95,359,46.6,80.66,5,121.99239431713477,3,0.058968672456575694,75,106,284,157,68.84,112,127,NA,NA,NA,NA,NA,NA,6194,3030,4950,NA,NA,NA
2010,50,361,80.05,229.60000000000008,1,84.09559980682393,1,0.0375302663438256,148,614,213,125,77.06,302,88,NA,111,NA,NA,1,NA,6194,3030,4950,NA,1,NA
2011,NA,294,NA,NA,4,789.9156006194602,23,0.04173913043478261,116,2780,178,133,249,377,45,NA,NA,NA,NA,NA,NA,6194,3030,4950,NA,NA,NA
2012,51,359,62.4,81.7,2,265.9898718121944,4,0.0390625,160,467,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6194,3030,4950,NA,NA,NA
2013,NA,283,NA,NA,NA,NA,NA,0.04906530993487517,123,169,160,116,59.3,225,44,NA,71.5,NA,NA,2,NA,6194,3030,4950,NA,2,NA
2014,226,196,51.55,83.5,1,96.89982397707776,1,NA,NA,92.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6194,3030,4950,NA,NA,NA
2015,160,273,28.35,34.919999999999995,4,85.42330408123725,0,0.05177774952589815,138,986,135,79,39.06,59.7,56,NA,71,71,NA,1,1,6194,3030,4950,NA,1,1
2016,115,296,42,54.660000000000004,NA,NA,NA,0.04041720990873533,128,2400,168,101,67.3,237,67,NA,NA,NA,NA,NA,NA,6194,3030,4950,NA,NA,NA
2017,124,278,98.95,110,4,185.9952305801803,31,0.03718592964824124,85,548,193,148,113.7,308,45,NA,114,101,NA,4,1,6194,3030,4950,NA,4,1
2018,204,255,62.6,95.52000000000005,NA,NA,NA,0.03470837487537387,63,1930,192,156,53.9,93.05000000000001,36,NA,NA,NA,NA,NA,NA,6194,3030,4950,NA,NA,NA
2019,NA,NA,NA,NA,3,97.30154658281305,2,NA,NA,279,236,143,130,237,93,NA,141.5,NA,NA,3,NA,6194,3030,4950,NA,2,NA
