Year,DS_Dur_WS,DS_Tim,DS_Mag_50,DS_Mag_90,FA_Dur,FA_Mag,FA_Tim,SP_ROC,SP_Dur,SP_Mag,SP_Tim,Wet_BFL_Dur,Wet_BFL_Mag_10,Wet_BFL_Mag_50,Wet_Tim,Peak_Tim_10,Peak_Tim_2,Peak_Tim_5,Peak_Dur_10,Peak_Dur_2,Peak_Dur_5,Peak_10,Peak_2,Peak_5,Peak_Fre_10,Peak_Fre_2,Peak_Fre_5
1980,NA,197,NA,NA,NA,NA,NA,0.10593991416309012,35,883,162,33,0,610,129,NA,147.5,141,NA,12,1,6700,835,4560,NA,2,1
1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982,239,234,0,0.07,NA,NA,NA,0.13714733542319746,37,835,197,36,0.295,90,161,NA,193,NA,NA,1,NA,6700,835,4560,NA,1,NA
1983,164,250,0.9450000000000001,30.700000000000017,4,883.9679238297447,60,0.04239856189008731,35,540,215,108,205.8,558,107,151,130,151,2,32,3,6700,835,4560,1,9,1
1984,NA,157,NA,NA,2,19.000115591534737,0,0.08955223880597023,67,430,90,42,12.100000000000001,28,48,NA,85,NA,NA,1,NA,6700,835,4560,NA,1,NA
1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,247,213,0,0.3520000000000002,NA,NA,NA,0.07547169811320754,31,432,182,60,0,131.5,122,NA,135,NA,NA,4,NA,6700,835,4560,NA,2,NA
1993,254,223,0,16,NA,NA,NA,0.04854368932038835,42,1320,181,87,13.6,501,94,145,130,143,1,31,3,6700,835,4560,1,5,2
1994,260,198,0,0,3,23.979146490366926,75,0.1250000000000001,37,42,161,50,2.6100000000000003,17.5,111,NA,NA,NA,NA,NA,NA,6700,835,4560,NA,NA,NA
1995,NA,211,NA,NA,NA,NA,NA,0.07523584905660377,34,3460,177,85,97.4,399,92,161,138,138.5,1,32,2,6700,835,4560,1,5,2
1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
