metric,status_code,status,alteration_type,median_in_iqr,comid
DS_Dur_WS,NA,not_enough_data,undeterminable,NA,22656105
DS_Tim,NA,not_enough_data,undeterminable,NA,22656105
DS_Mag_50,NA,not_enough_data,undeterminable,NA,22656105
DS_Mag_90,NA,not_enough_data,undeterminable,NA,22656105
FA_Mag,NA,not_enough_data,undeterminable,NA,22656105
FA_Tim,NA,not_enough_data,undeterminable,NA,22656105
SP_Dur,NA,not_enough_data,undeterminable,NA,22656105
SP_Mag,NA,not_enough_data,undeterminable,NA,22656105
SP_Tim,NA,not_enough_data,undeterminable,NA,22656105
Wet_BFL_Dur,NA,not_enough_data,undeterminable,NA,22656105
Wet_BFL_Mag_10,NA,not_enough_data,undeterminable,NA,22656105
Wet_BFL_Mag_50,NA,not_enough_data,undeterminable,NA,22656105
Wet_Tim,NA,not_enough_data,undeterminable,NA,22656105
Peak_10,NA,not_enough_data,undeterminable,NA,22656105
Peak_2,NA,not_enough_data,undeterminable,NA,22656105
Peak_5,NA,not_enough_data,undeterminable,NA,22656105
