p10,p25,p50,p75,p90,metric,comid,result_type
136,156,199,221,258,DS_Dur_WS,17688275,observed
213,227,248,276,319,DS_Tim,17688275,observed
0,0.59,1.51,2.43,2.95,DS_Mag_50,17688275,observed
1.2,2.63,4.480000000000001,6.380000000000007,8.3,DS_Mag_90,17688275,observed
2,2,4,6,7,FA_Dur,17688275,observed
4.026762224439147,6.615793407932807,13.118885310072953,19.232077484839564,29.25371198928049,FA_Mag,17688275,observed
8.5,14.25,25,34.5,43,FA_Tim,17688275,observed
0.04854368932038839,0.05555555555555555,0.08020320197044326,0.10818713450292397,0.14,SP_ROC,17688275,observed
28,40,61,98,126,SP_Dur,17688275,observed
6,25.7,73,200,308,SP_Mag,17688275,observed
149,167,180,204,233,SP_Tim,17688275,observed
53,65,102,132,171,Wet_BFL_Dur,17688275,observed
1,2.69,5.038,8.079999999999998,14.4,Wet_BFL_Mag_10,17688275,observed
4.6,11.55,18.1,32.4,59,Wet_BFL_Mag_50,17688275,observed
36,60,74,98,120,Wet_Tim,17688275,observed
93.80000000000001,95,125,139,139.9,Peak_Tim_10,17688275,observed
83,104,126.5,138,149.5,Peak_Tim_2,17688275,observed
92.6,104,125,138,139.8,Peak_Tim_5,17688275,observed
1,1,1,1,1.5999999999999996,Peak_Dur_10,17688275,observed
1,1,2,4,10,Peak_Dur_2,17688275,observed
1,1,1,3,5.199999999999996,Peak_Dur_5,17688275,observed
936,936,936,936,936,Peak_10,17688275,observed
326,326,326,326,326,Peak_2,17688275,observed
590,590,590,590,590,Peak_5,17688275,observed
1,1,1,1,1.5999999999999996,Peak_Fre_10,17688275,observed
1,1,1,3,4,Peak_Fre_2,17688275,observed
1,1,1,3,3.799999999999997,Peak_Fre_5,17688275,observed
