p10,p25,p50,p75,p90,metric,comid,result_type
56,81,138,180,196,DS_Dur_WS,22557742,observed
233.79999999999998,289.5,305,332,362.3,DS_Tim,22557742,observed
0.17,0.425,0.71,1.7,2.0149999999999997,DS_Mag_50,22557742,observed
0.24,0.48,1.05,2.327,2.5,DS_Mag_90,22557742,observed
2,2,3,7,7.6,FA_Dur,22557742,observed
4.956101113605413,6.5963974169411195,11.983426256103607,16.001347870459092,35.112551979411336,FA_Mag,22557742,observed
23.199999999999996,58,60,66,66.6,FA_Tim,22557742,observed
0.028333333333333356,0.04156037414965986,0.05697641375390737,0.06505376344086025,0.07927299308878254,SP_ROC,22557742,observed
64.4,140.75,148,202.5,236.20000000000002,SP_Dur,22557742,observed
1.8800000000000001,4.1,13.5,48.25,89.91,SP_Mag,22557742,observed
96.6,139.5,147.5,159.25,172.9,SP_Tim,22557742,observed
28.4,41,62.5,93,104.30000000000001,Wet_BFL_Dur,22557742,observed
0.14,0.24500000000000002,0.8300000000000001,1.4957500000000001,2,Wet_BFL_Mag_10,22557742,observed
0.29000000000000004,0.605,1.3,2.7249999999999996,3.900000000000002,Wet_BFL_Mag_50,22557742,observed
26.6,38.75,78.5,107.75,136.30000000000004,Wet_Tim,22557742,observed
124.8,129.75,138,144.5,148.39999999999998,Peak_Tim_10,22557742,observed
112.9,119.25,135.5,141,157.89999999999998,Peak_Tim_2,22557742,observed
114.5,131,136,143.25,148,Peak_Tim_5,22557742,observed
1.2,1.5,2,2,2,Peak_Dur_10,22557742,observed
1,2,3,4,13.799999999999997,Peak_Dur_2,22557742,observed
1,1,1.5,2.75,4,Peak_Dur_5,22557742,observed
149.59999999999997,149.59999999999997,149.59999999999997,149.59999999999997,149.59999999999997,Peak_10,22557742,observed
25,25,25,25,25,Peak_2,22557742,observed
107.00000000000007,107.00000000000007,107.00000000000007,107.00000000000007,107.00000000000007,Peak_5,22557742,observed
1,1,1,1.5,1.7999999999999998,Peak_Fre_10,22557742,observed
1,1,2,2.5,4.199999999999999,Peak_Fre_2,22557742,observed
1,1,1,2.5,3,Peak_Fre_5,22557742,observed
