Year,DS_Dur_WS,DS_Tim,DS_Mag_50,DS_Mag_90,FA_Dur,FA_Mag,FA_Tim,SP_ROC,SP_Dur,SP_Mag,SP_Tim,Wet_BFL_Dur,Wet_BFL_Mag_10,Wet_BFL_Mag_50,Wet_Tim,Peak_Tim_10,Peak_Tim_2,Peak_Tim_5,Peak_Dur_10,Peak_Dur_2,Peak_Dur_5,Peak_10,Peak_2,Peak_5,Peak_Fre_10,Peak_Fre_2,Peak_Fre_5
1980,NA,350,NA,NA,2,251.98031701420916,1,0.014085170529489325,189,1850,161,65,3.18,1800,96,143,120.5,141,3,45,9,4880,651,4450,1,2,1
1981,NA,379,NA,NA,NA,NA,NA,0.0021413276231263384,102,469,277,NA,NA,NA,NA,NA,126.5,NA,NA,6,NA,4880,651,4450,NA,2,NA
1982,207,214,465,535,NA,NA,NA,0.0625,17,2710,197,NA,NA,NA,NA,NA,192,NA,NA,9,NA,4880,651,4450,NA,1,NA
1983,192,250,299.5,578.6,NA,NA,NA,0.1512455516014235,22,1420,228,173,40,1150,55,153,141.5,135.5,1,114,12,4880,651,4450,1,6,2
1984,NA,336,NA,NA,NA,NA,NA,0.037795816312156644,241,2980,95,19,19.799999999999997,1550,76,NA,83,NA,NA,20,NA,4880,651,4450,NA,1,NA
1985,NA,376,NA,NA,NA,NA,NA,0.004750593824228029,98,484,278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4880,651,4450,NA,NA,NA
1986,435,183,117,360.6,NA,NA,NA,0.09722222222222224,12,4470,171,NA,NA,NA,NA,NA,163,166,NA,7,2,4880,651,4450,NA,1,1
1987,NA,353,NA,NA,5,235.00007049941115,0,0.02702702702702703,136,80,217,NA,NA,NA,252,NA,NA,NA,NA,NA,NA,4880,651,4450,NA,NA,NA
1988,NA,396,NA,NA,NA,NA,NA,0.00786664603960396,122,389,274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4880,651,4450,NA,NA,NA
1989,NA,290,NA,NA,NA,NA,NA,0.5578947368421053,36,274,254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4880,651,4450,NA,NA,NA
