p10,p25,p50,p75,p90,metric,comid,result_type
75,103,131.5,164,177.8,DS_Dur_WS,17575785,observed
238.40000000000003,280,293,320,335.2,DS_Tim,17575785,observed
14.479999999999999,17.175,25.15,30.950000000000003,37.03500000000001,DS_Mag_50,17575785,observed
22.171000000000003,25.5075,38.690000000000005,52.6225,68.30400000000003,DS_Mag_90,17575785,observed
2,2,3,4.25,6,FA_Dur,17575785,observed
43.40113721006753,50.41299023437577,59.3485474628754,93.00129838377953,220.96876691086055,FA_Mag,17575785,observed
2,4.75,12,17.5,41.5,FA_Tim,17575785,observed
0.04059139784946236,0.04648464900447848,0.059479553903345646,0.1282942702337646,0.14923868082263966,SP_ROC,17575785,observed
22.2,35,60,101,127.2,SP_Dur,17575785,observed
35.56,50.85,88.2,217.5,1049.6000000000006,SP_Mag,17575785,observed
150.6,194,218,244.5,281,SP_Tim,17575785,observed
75,108,171,203,221,Wet_BFL_Dur,17575785,observed
21.32,25.75,37,51.22,56,Wet_BFL_Mag_10,17575785,observed
31.1,37.650000000000006,62,79,93.7,Wet_BFL_Mag_50,17575785,observed
22,41,54,75,84,Wet_Tim,17575785,observed
131.4,135,141,155.5,164.2,Peak_Tim_10,17575785,observed
84.60000000000001,110.25,122.5,140,147.5,Peak_Tim_2,17575785,observed
106.4,116,139,170,171.8,Peak_Tim_5,17575785,observed
1.7999999999999998,3,5,8,9.799999999999997,Peak_Dur_10,17575785,observed
1,1,3,4,16.600000000000005,Peak_Dur_2,17575785,observed
1,1,1,7,12.399999999999997,Peak_Dur_5,17575785,observed
2628.0000000000005,2628.0000000000005,2628.0000000000005,2628.0000000000005,2628.0000000000005,Peak_10,17575785,observed
1070,1070,1070,1070,1070,Peak_2,17575785,observed
2044.0000000000002,2044.0000000000002,2044.0000000000002,2044.0000000000002,2044.0000000000002,Peak_5,17575785,observed
1.4,2,3,5,6.199999999999999,Peak_Fre_10,17575785,observed
1,1,2.5,3,5.700000000000001,Peak_Fre_2,17575785,observed
1,1,1,4,4.6,Peak_Fre_5,17575785,observed
