p10,p25,p50,p75,p90,metric,comid,result_type
121.4,150,175,215,240.59999999999997,DS_Dur_WS,7960779,observed
251.60000000000002,272,284,296,307.4,DS_Tim,7960779,observed
610.5999999999999,696,773.5,811,912,DS_Mag_50,7960779,observed
622.6,718.4000000000001,817,865,972.92,DS_Mag_90,7960779,observed
2.6,3.5,4.5,5.5,6.4,FA_Dur,7960779,observed
1111.9895570928118,1174.9883921665405,1229.9885761615576,1414.9654945365241,1711.922451494162,FA_Mag,7960779,observed
24.8,41,61,72.75,74.1,FA_Tim,7960779,observed
0.004533407143605818,0.005563214549303032,0.007369596921835728,0.00906105414829671,0.009727774604987626,SP_ROC,7960779,observed
52.4,63,77,92,128.60000000000002,SP_Dur,7960779,observed
939.9,1197.5,1510,1920,3126,SP_Mag,7960779,observed
147.79999999999998,177,200,223,240.3,SP_Tim,7960779,observed
40.4,64,104,151,164.59999999999997,Wet_BFL_Dur,7960779,observed
634.6,727,812.9,861.4,981.48,Wet_BFL_Mag_10,7960779,observed
730.4,859,981,1120,1306,Wet_BFL_Mag_50,7960779,observed
36.4,60,95,129,149.39999999999998,Wet_Tim,7960779,observed
102.3,120.75,135,144.25,153.7,Peak_Tim_10,7960779,observed
79.5,136,159,173,184.5,Peak_Tim_2,7960779,observed
81.6,125.25,139.5,146.375,167,Peak_Tim_5,7960779,observed
2,2,2.5,3.25,3.7,Peak_Dur_10,7960779,observed
1,3,4,8,14,Peak_Dur_2,7960779,observed
1,1,2.5,3.25,4.3,Peak_Dur_5,7960779,observed
4483.000000000001,4483.000000000001,4483.000000000001,4483.000000000001,4483.000000000001,Peak_10,7960779,observed
2130,2130,2130,2130,2130,Peak_2,7960779,observed
3886.000000000001,3886.000000000001,3886.000000000001,3886.000000000001,3886.000000000001,Peak_5,7960779,observed
1,1,1,1,1,Peak_Fre_10,7960779,observed
1,1,2,3,4,Peak_Fre_2,7960779,observed
1,1,1,2,2.3,Peak_Fre_5,7960779,observed
