comid,metric,p10,p25,p50,p75,p90,source,result_type
3917252,Peak_Dur_2,1,1,4,10,29,inferred,predicted
3917252,Peak_Dur_5,1,1,2,3,6,inferred,predicted
3917252,Peak_Fre_2,1,1,2,3,5,inferred,predicted
3917252,Peak_Fre_5,1,1,1,2,3,inferred,predicted
3917252,Peak_10,3077.48017883574,6186.039759284189,11139.4162101977,19158.710038580903,24699.4010370086,model,predicted
3917252,Peak_2,1151.60089866769,2302.17109658035,4298.2294888592,7586.836036652359,9451.989747660358,model,predicted
3917252,Peak_5,2482.15537111929,4763.07761567574,8169.89759084807,12624.8152415217,17810.186167732,model,predicted
3917252,DS_Dur_WS,79.43,105.11875,139.05,179.739583333333,208.575,model,predicted
3917252,DS_Mag_50,9.95938741003933,30.5047042089063,88.8377462285527,164.482354731999,242.823357083369,model,predicted
3917252,DS_Mag_90,20.6791819526659,61.2519900859108,138.216297983912,257.905751590111,479.49320711061,model,predicted
3917252,DS_Tim,271.275,287.533333333334,300.225,314.5125,332,model,predicted
3917252,FA_Dur,2,3,4,6,8,obs,predicted
3917252,FA_Mag,88.6740530276802,169.074759948918,353.172434892855,669.837120206238,1175.67657132041,model,predicted
3917252,FA_Tim,4.42,11.21875,27,42.2,53.81,model,predicted
3917252,Peak_Dur_10,1,1,1,2,4,obs,predicted
3917252,Peak_Fre_10,1,1,1,1,2,obs,predicted
3917252,SP_Dur,50.6883333333333,70,87.1666666666667,118.45,142.975,model,predicted
3917252,SP_Mag,280.05908868245,579.339274606242,988.428115695009,1748.35409708564,3370.31342295831,model,predicted
3917252,SP_ROC,0.03845705116239,0.0486334288519571,0.0625000000000001,0.0813201980740652,0.114111705288176,obs,predicted
3917252,SP_Tim,151.75,186,216.375,235.072916666667,248.1,model,predicted
3917252,Wet_BFL_Dur,61.41,88,126.895833333333,172.325,204.216666666666,model,predicted
3917252,Wet_BFL_Mag_10,19.1373786887141,71.625197084092,153.61104887337,242.552157885825,337.372441798672,model,predicted
3917252,Wet_BFL_Mag_50,65.2047255549045,157.218610077885,336.604056993667,530.050784818432,785.502391569214,model,predicted
3917252,Wet_Tim,26.125,46.09375,76.8666666666666,118.40625,141.5,model,predicted
