Year,DS_Dur_WS,DS_Tim,DS_Mag_50,DS_Mag_90,FA_Dur,FA_Mag,FA_Tim,SP_ROC,SP_Dur,SP_Mag,SP_Tim,Wet_BFL_Dur,Wet_BFL_Mag_10,Wet_BFL_Mag_50,Wet_Tim,Peak_Tim_10,Peak_Tim_2,Peak_Tim_5,Peak_Dur_10,Peak_Dur_2,Peak_Dur_5,Peak_10,Peak_2,Peak_5,Peak_Fre_10,Peak_Fre_2,Peak_Fre_5
1980,61,331,5560,5880,4,11599.91595975904,26,0.027564799944740887,175,39700,156,86,7055,18350,70,NA,123.5,NA,NA,9,NA,49600,41900,48200,NA,2,NA
1981,24,370,4405,4828,NA,NA,NA,0.02054945151613783,189,32400,181,155,5814,8120,26,NA,NA,NA,NA,NA,NA,49600,41900,48200,NA,NA,NA
1982,136,265,8300,9515,NA,NA,NA,0.02766445690973993,64,40400,201,177,6542.000000000002,27100,24,NA,81,NA,NA,2,NA,49600,41900,48200,NA,1,NA
1983,42,350,10950,12800,7,12799.889018394812,26,0.014185110663983903,105,24800,245,210,11970,30000,35,153,142.5,152,2,45,4,49600,41900,48200,1,8,1
1984,51,337,7670,8230,NA,NA,NA,0.022611528822055138,246,48200,91,65,9250,31100,26,NA,78,87,NA,9,1,49600,41900,48200,NA,2,1
1985,95,359,4730,9110.000000000007,NA,NA,NA,0.020179372197309416,295,24000,64,42,6785,16400,22,NA,NA,NA,NA,NA,NA,49600,41900,48200,NA,NA,NA
1986,130,345,7775,8652,2,18999.84652332017,60,0.02509990747485088,179,44200,166,78,6096,20450,88,141,160,141,1,21,3,49600,41900,48200,1,3,1
1987,54,356,4360,5287,NA,NA,NA,0.013523388991387539,58,10600,298,189,6404,8690,109,NA,NA,NA,NA,NA,NA,49600,41900,48200,NA,NA,NA
1988,162,337,6265,8562,NA,NA,NA,0.018619628953186577,110,12900,227,183,5120,7780,44,NA,NA,NA,NA,NA,NA,49600,41900,48200,NA,NA,NA
1989,29,339,5850,7228,3,24099.3262847313,54,0.02702702702702703,159,25600,180,47,5820,12800,133,NA,NA,NA,NA,NA,NA,49600,41900,48200,NA,NA,NA
1990,127,374,4620,5354,NA,NA,NA,0.013944223107569721,127,15600,247,245,5044,6610,2,NA,NA,NA,NA,NA,NA,49600,41900,48200,NA,NA,NA
1991,104,361,4320,4900,NA,NA,NA,0.018867924528301886,180,25900,181,54,4462,7570,127,NA,NA,NA,NA,NA,NA,49600,41900,48200,NA,NA,NA
1992,206,212,4985,5690,NA,NA,NA,0.04479423744457152,38,31900,174,75,4772,8870,99,NA,NA,NA,NA,NA,NA,49600,41900,48200,NA,NA,NA
1993,NA,275,NA,NA,NA,NA,NA,0.05869327501366867,93,42400,182,130,3922,13150,52,NA,144,NA,NA,7,NA,49600,41900,48200,NA,2,NA
1994,81,385,4330,7030,NA,NA,NA,0.025878003696857672,43,10700,342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49600,41900,48200,NA,NA,NA
1995,101,319,6840,10700,3,6239.999662049302,0,0.016666666666666666,102,38500,217,136,8260,33250,81,NA,138,102,NA,29,1,49600,41900,48200,NA,4,1
1996,40,385,5950,7653,NA,NA,NA,0.02912621359223301,233,36100,152,98,6821,17250,54,NA,NA,NA,NA,NA,NA,49600,41900,48200,NA,NA,NA
1997,85,388,5890,12920.000000000002,NA,NA,NA,0.01954022988505747,279,38300,109,69,6074,22200,40,NA,104.5,NA,NA,10,NA,49600,41900,48200,NA,2,NA
1998,69,325,9810,11820,2,8709.946134621343,51,0.01865152919369787,75,33600,250,165,17080,31500,85,127,124,128,1,37,4,49600,41900,48200,1,5,2
1999,135,325,6820,9144,NA,NA,NA,0.0234375,169,37300,156,128,8393,16350,28,NA,NA,NA,NA,NA,NA,49600,41900,48200,NA,NA,NA
2000,108,347,5480,6810,5,11399.980178656926,62,0.029381995713265063,185,42600,162,68,6345,25300,94,NA,147,NA,NA,3,NA,49600,41900,48200,NA,2,NA
2001,65,328,7010,7746,NA,NA,NA,0.026954177897574125,168,38800,160,71,5350,8220,89,NA,NA,NA,NA,NA,NA,49600,41900,48200,NA,NA,NA
2002,85,337,5720,6786,NA,NA,NA,0.028037383177570093,238,42600,99,72,4506,11850,27,NA,95,NA,NA,1,NA,49600,41900,48200,NA,1,NA
2003,93,325,6100,7104,NA,NA,NA,0.019230769230769232,105,41300,220,164,5117,15900,56,NA,92,NA,NA,6,NA,49600,41900,48200,NA,3,NA
2004,94,325,7105,8700,NA,NA,NA,0.028985507246376812,167,45900,158,106,6455,17100,52,NA,141,142,NA,16,1,49600,41900,48200,NA,1,1
2005,94,321,7365,8142,NA,NA,NA,0.02658628470210169,86,43400,235,182,5203,11300,53,NA,160,NA,NA,2,NA,49600,41900,48200,NA,2,NA
2006,118,280,9095,10800,NA,NA,NA,0.028194301593316373,81,47000,199,150,6390,34700,49,NA,157,93,NA,28,2,49600,41900,48200,NA,5,1
2007,103,332,5670,7628,NA,NA,NA,0.017857142857142856,36,11500,296,264,5970,7740,32,NA,NA,NA,NA,NA,NA,49600,41900,48200,NA,NA,NA
2008,108,381,5100,6432,NA,NA,NA,0.017003869441346582,229,30300,152,83,5544,9250,69,NA,NA,NA,NA,NA,NA,49600,41900,48200,NA,NA,NA
2009,89,372,4780,5728,10,8139.7476174935455,35,0.02191464821222607,215,35300,157,49,4346,6280,108,NA,NA,NA,NA,NA,NA,49600,41900,48200,NA,NA,NA
2010,84,330,6300,6931,NA,NA,NA,0.027522935779816515,197,34400,133,44,4639,14050,89,NA,118,NA,NA,1,NA,49600,41900,48200,NA,1,NA
2011,NA,299,NA,NA,3,10699.793018781154,25,0.03306010928961749,116,44800,183,135,7444,13400,48,NA,171,NA,NA,14,NA,49600,41900,48200,NA,1,NA
2012,36,384,5295,5945,NA,NA,NA,0.01384083044982699,73,10600,311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49600,41900,48200,NA,NA,NA
2013,140,339,4550,6683,NA,NA,NA,0.02068754767754065,250,39700,89,53,4754,9930,36,NA,NA,NA,NA,NA,NA,49600,41900,48200,NA,NA,NA
2014,56,353,4650,5230,NA,NA,NA,0.016704718417047182,168,14800,185,72,3666.0000000000005,5835,113,NA,NA,NA,NA,NA,NA,49600,41900,48200,NA,NA,NA
2015,158,265,4585,5960,NA,NA,NA,0.021413276231263382,180,35400,85,42,5251,8445,43,NA,73,NA,NA,1,NA,49600,41900,48200,NA,1,NA
2016,193,216,6030,7900.000000000001,NA,NA,NA,0.037383177570093455,38,36200,178,121,4890,9900,57,NA,164,NA,NA,3,NA,49600,41900,48200,NA,1,NA
2017,178,273,7315,8180,2,10899.984921205503,32,0.0205803398461283,66,38000,207,164,8578,29950,43,138,115.5,139,8,42,14,49600,41900,48200,3,4,2
2018,72,363,5480,6864,NA,NA,NA,0.012033765213977228,54,8940,309,224,5083,7095,85,NA,NA,NA,NA,NA,NA,49600,41900,48200,NA,NA,NA
2019,NA,270,NA,NA,3,10599.910536188201,61,0.03597122302158273,74,42500,196,127,5900,25000,69,144.5,164.5,151,2,21,5,49600,41900,48200,2,4,3
2020,NA,362,NA,NA,3,13999.794916416115,69,0.013333333333333334,126,11700,236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49600,41900,48200,NA,NA,NA
