Year,DS_Dur_WS,DS_Tim,DS_Mag_50,DS_Mag_90,FA_Dur,FA_Mag,FA_Tim,SP_ROC,SP_Dur,SP_Mag,SP_Tim,Wet_BFL_Dur,Wet_BFL_Mag_10,Wet_BFL_Mag_50,Wet_Tim,Peak_Tim_10,Peak_Tim_2,Peak_Tim_5,Peak_Dur_10,Peak_Dur_2,Peak_Dur_5,Peak_10,Peak_2,Peak_5,Peak_Fre_10,Peak_Fre_2,Peak_Fre_5
1980,36,358,13,18.5,NA,NA,NA,0.08629441624365482,204,394,154,63,23,38,91,104,213,104,1,155,1,3735,31.5,2310,1,20,1
1981,91,346,18,26,5,37.76521410204531,13,0.06666666666666667,61,24,285,257,17.6,20,28,NA,38.5,NA,NA,2,NA,3735,31.5,2310,NA,2,NA
1982,232,276,27,40.900000000000006,2,40.99899797848693,10,0.24939507717980808,35,1530,241,170,8.9,527,71,109,74,137,2,179,7,3735,31.5,2310,2,5,3
1983,103,300,24,27,7,44.9967830060714,60,0.17582417582417584,19,498,281,139,149.60000000000002,298,142,NA,96,163,NA,198,1,3735,31.5,2310,NA,5,1
1984,142,261,23,25,NA,NA,NA,0.086388708630759245,170,2210,91,54,25.3,180.5,37,NA,54,86,NA,89,1,3735,31.5,2310,NA,7,1
1985,257,319,25,26,2,56.02370222477773,16,0.041666666666666664,190,50,129,92,22,30.5,37,NA,46,NA,NA,50,NA,3735,31.5,2310,NA,7,NA
1986,NA,329,NA,NA,NA,NA,NA,0.06559139784946236,83,353,246,36,25,50,210,NA,264,NA,NA,51,NA,3735,31.5,2310,NA,13,NA
1987,51,332,15,16,NA,NA,NA,0.047619047619047616,272,34,60,NA,NA,NA,NA,NA,46,NA,NA,10,NA,3735,31.5,2310,NA,5,NA
1988,114,325,12,12,NA,NA,NA,0.05929487179487179,204,24,121,104,18,24,17,NA,NA,NA,NA,NA,NA,3735,31.5,2310,NA,NA,NA
1989,10,376,20,21.099999999999998,NA,NA,NA,0.04880952380952381,20,25,356,283,13,13,73,NA,NA,NA,NA,NA,NA,3735,31.5,2310,NA,NA,NA
1990,NA,332,NA,NA,NA,NA,NA,0.06787330316742082,113,26,219,209,24,24,10,NA,NA,NA,NA,NA,NA,3735,31.5,2310,NA,NA,NA
1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,NA,315,NA,NA,NA,NA,NA,0.046536796536796536,142,24,173,154,21,24,19,NA,NA,NA,NA,NA,NA,3735,31.5,2310,NA,NA,NA
1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,200,196,23,23,4,NA,NA,NA,NA,NA,NA,3735,31.5,2310,NA,NA,NA
2001,NA,336,NA,NA,NA,NA,NA,0.05718954248366013,272,23,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3735,31.5,2310,NA,NA,NA
2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,336,254,14,15,NA,NA,NA,0.26495726495726496,178,26,76,50,20,26,26,NA,NA,NA,NA,NA,NA,3735,31.5,2310,NA,NA,NA
2016,420,170,15,27,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,224,NA,NA,NA,NA,NA,NA,3735,31.5,2310,NA,NA,NA
