comid,metric,p10,p25,p50,p75,p90,source,result_type
22563212,Peak_Dur_2,1,1,3,7,16,inferred,predicted
22563212,Peak_Dur_5,1,1,1,3,4.8,inferred,predicted
22563212,Peak_Fre_2,1,1,2,3,5,inferred,predicted
22563212,Peak_Fre_5,1,1,1,2,3,inferred,predicted
22563212,Peak_10,4751.73149238318,9762.40628630797,21046.9933364227,36751.708306621804,62822.6434520378,model,predicted
22563212,Peak_2,557.176881612325,1163.76796541267,3334.1214201574603,6854.62171504058,13830.7501510066,model,predicted
22563212,Peak_5,1898.1979999999999,6506.727,13195.84,22489.98,31535.87,model,predicted
22563212,DS_Dur_WS,83.955,120.625,168.875,215.525,268.425,model,predicted
22563212,DS_Mag_50,0,2.65983336332865,22.8293969103266,51.250841057553,83.893905526397,model,predicted
22563212,DS_Mag_90,6.27488159080116,20.3403656563291,61.9658539882991,170.892757397598,371.509689144732,model,predicted
22563212,DS_Tim,208.29,242.5,282.145833333333,310.254166666666,332.82,model,predicted
22563212,FA_Dur,2,3,4,7,9,obs,predicted
22563212,FA_Mag,61.5803127107019,169.425381216385,465.413985862344,1259.76580441385,2549.08573645025,model,predicted
22563212,FA_Tim,7.4175,21,41.5,53.5333333333333,62.6333333333334,model,predicted
22563212,Peak_Dur_10,1,1,1,2,3.2,obs,predicted
22563212,Peak_Fre_10,1,1,1,1,2,obs,predicted
22563212,SP_Dur,26.5,46,74.0833333333333,114.925,150.66,model,predicted
22563212,SP_Mag,227.283605324547,628.129123990627,1846.88703081286,5140.00200901144,11312.8596467448,model,predicted
22563212,SP_ROC,0.0426683716965046,0.055194810813607303,0.0714285714285714,0.102555203630074,0.166666666666667,obs,predicted
22563212,SP_Tim,141.965,161.125,187.875,223.65625,252.84,model,predicted
22563212,Wet_BFL_Dur,41.5666666666666,69.6833333333333,107.975,151.95625,191.37,model,predicted
22563212,Wet_BFL_Mag_10,0.987406176185542,17.5839257770417,50.1918700456139,105.343430507512,167.703849009609,model,predicted
22563212,Wet_BFL_Mag_50,54.1567726244363,124.973842650177,249.620592241997,473.452182575127,794.245669751851,model,predicted
22563212,Wet_Tim,28.725,49.075,80.725,101,115.1125,model,predicted
