p10,p25,p50,p75,p90,metric,comid,result_type
109.8,144,175,188,197.2,DS_Dur_WS,17694137,observed
205.70000000000002,231.75,262.5,287.25,302.5,DS_Tim,17694137,observed
13.822000000000001,22.5,25.3,32.3,35.83,DS_Mag_50,17694137,observed
18.978,27.250000000000004,32.1,42.35,48.942,DS_Mag_90,17694137,observed
2,2,2.5,3.25,5.800000000000001,FA_Dur,17694137,observed
55.81212774257082,63.61509914472697,108.68883742110157,238.43773305076638,375.5267762988082,FA_Mag,17694137,observed
4.5,9,15.5,30.5,32,FA_Tim,17694137,observed
0.023820930614312966,0.02626790635978663,0.030458148797585446,0.04794757293541779,0.06146985914412546,SP_ROC,17694137,observed
26.700000000000003,39.5,50,109,132.70000000000002,SP_Dur,17694137,observed
100.85,170,350,824.25,1276.1000000000008,SP_Mag,17694137,observed
145.2,156.5,191,206.75,218.9,SP_Tim,17694137,observed
58.400000000000006,87,123,157,193,Wet_BFL_Dur,17694137,observed
13.293600000000001,20.21,24.3,34.3,46.007999999999996,Wet_BFL_Mag_10,17694137,observed
23.48,36.6,46.75,65.1,205.80000000000007,Wet_BFL_Mag_50,17694137,observed
19.8,31,47,74,91.4,Wet_Tim,17694137,observed
132.4,133,134,135,135.6,Peak_Tim_10,17694137,observed
69.1,76,95,122,145.2,Peak_Tim_2,17694137,observed
118.35,129.375,135.75,148.25,170.3,Peak_Tim_5,17694137,observed
1.3000000000000003,1.75,2.5,3.25,3.6999999999999997,Peak_Dur_10,17694137,observed
1,1,2,4,6.599999999999991,Peak_Dur_2,17694137,observed
1,1,1,2.25,4.500000000000001,Peak_Dur_5,17694137,observed
2648,2648,2648,2648,2648,Peak_10,17694137,observed
1385,1385,1385,1385,1385,Peak_2,17694137,observed
2366,2366,2366,2366,2366,Peak_5,17694137,observed
1.2000000000000002,1.5,2,2.5,2.8,Peak_Fre_10,17694137,observed
1,1,2,2,2.599999999999998,Peak_Fre_2,17694137,observed
1,1,1,1.75,3.1000000000000005,Peak_Fre_5,17694137,observed
