p10,p25,p50,p75,p90,metric,comid,result_type
66.60000000000001,81.5,118,148,183.00000000000006,DS_Dur_WS,22521721,observed
229,281,304,332,346,DS_Tim,22521721,observed
0,8,33,60.225,79.7,DS_Mag_50,22521721,observed
12.364000000000013,28.6,66.56000000000004,131.85000000000002,171.52,DS_Mag_90,22521721,observed
1,2,3,4,4.399999999999999,FA_Dur,22521721,observed
45.99572247326758,82.00015421574028,162.94802864497024,364.9804181649627,728.9548654828917,FA_Mag,22521721,observed
0,3,7,17,26.599999999999994,FA_Tim,22521721,observed
0.04,0.07027027027027027,0.1,0.1775486827033219,0.667767408470926,SP_ROC,22521721,observed
18,32,93,140,179,SP_Dur,22521721,observed
90,196,715,2200,3880,SP_Mag,22521721,observed
147,162,195,235,267,SP_Tim,22521721,observed
67.80000000000001,100,146,190,220.2,Wet_BFL_Dur,22521721,observed
4.646200000000004,12.5,35,54.1,67.66400000000002,Wet_BFL_Mag_10,22521721,observed
27.160000000000004,54.2,112,163.5,322.20000000000016,Wet_BFL_Mag_50,22521721,observed
14.8,31,47,70.5,96.00000000000003,Wet_Tim,22521721,observed
113.6,120.5,139,146,149.6,Peak_Tim_10,22521721,observed
107,119.5,136,148,149.5,Peak_Tim_2,22521721,observed
110.8,120.5,139,146,152.4,Peak_Tim_5,22521721,observed
1.4,2,4,5,7.999999999999998,Peak_Dur_10,22521721,observed
1,1,2,4,18,Peak_Dur_2,22521721,observed
1,1,3,10,13.799999999999997,Peak_Dur_5,22521721,observed
11700,11700,11700,11700,11700,Peak_10,22521721,observed
3790,3790,3790,3790,3790,Peak_2,22521721,observed
6370,6370,6370,6370,6370,Peak_5,22521721,observed
1,1,1,2,2.5999999999999996,Peak_Fre_10,22521721,observed
1,1,1,3,4,Peak_Fre_2,22521721,observed
1,1,1,2,4,Peak_Fre_5,22521721,observed
