comid,metric,p10,p25,p50,p75,p90,source,result_type
17607773,Peak_Dur_2,1,1,3,6,10,inferred,predicted
17607773,Peak_Dur_5,1,1,1,2,4,inferred,predicted
17607773,Peak_Fre_2,1,1,2,3,5,inferred,predicted
17607773,Peak_Fre_5,1,1,1,2,2,inferred,predicted
17607773,Peak_10,422.77147703955,622.57513470973,1103.49962876762,1583.14529762434,2485.53377679869,model,predicted
17607773,Peak_2,36.5391375332551,83.5016431298134,183.09782388576,313.37941488927004,591.276159779399,model,predicted
17607773,Peak_5,242.1319,349.666,895.0225,1149.704,1879.405,model,predicted
17607773,DS_Dur_WS,129.95,166.816666666666,206.083333333333,248.75,277.41,model,predicted
17607773,DS_Mag_50,-5.96335480995691e-16,0,0.127383339144368,0.390540700062235,0.83120408002349,model,predicted
17607773,DS_Mag_90,0.140747561122427,0.384581580482564,0.939172367093566,2.07179257233032,3.82079413523966,model,predicted
17607773,DS_Tim,187.245,211.4375,239.533333333333,265.175,299.85,model,predicted
17607773,FA_Dur,2,3,4,6,9,obs,predicted
17607773,FA_Mag,1.5076949284129,3.21389359391216,6.79078056524654,17.9410169506476,41.6422919857371,model,predicted
17607773,FA_Tim,11.4975,25.475,40.9,51.5,62.1666666666667,model,predicted
17607773,Peak_Dur_10,1,1,1,2,3,obs,predicted
17607773,Peak_Fre_10,1,1,1,1,2,obs,predicted
17607773,SP_Dur,22.8708333333334,34,55.0833333333333,90.125,123.66,model,predicted
17607773,SP_Mag,9.48050119397091,23.472312419916,66.5677560207678,193.893012789281,428.218015324427,model,predicted
17607773,SP_ROC,0.0377445093584334,0.0500000000000001,0.0666666666666667,0.0943396226415094,0.151475888975889,obs,predicted
17607773,SP_Tim,154.8625,160.5,175.25,190.03125,214.476666666667,model,predicted
17607773,Wet_BFL_Dur,42,66.5,88.1125,120.295833333333,156.22,model,predicted
17607773,Wet_BFL_Mag_10,0.164583714403261,0.61218526893851,1.293245546249,2.29073311224564,3.7716869777442,model,predicted
17607773,Wet_BFL_Mag_50,1.50935273929145,2.55827813745536,4.20193619031228,7.43144121031498,12.6742157443663,model,predicted
17607773,Wet_Tim,53.8975,73.5,88.0625,99,111.025,model,predicted
