metric,status_code,status,alteration_type,median_in_iqr,comid
DS_Dur_WS,0,indeterminate,unknown,TRUE,14981972
DS_Tim,-1,likely_altered,late,FALSE,14981972
DS_Mag_50,-1,likely_altered,high,FALSE,14981972
DS_Mag_90,1,likely_unaltered,none_found,TRUE,14981972
FA_Dur,1,likely_unaltered,none_found,TRUE,14981972
FA_Mag,1,likely_unaltered,none_found,FALSE,14981972
FA_Tim,-1,likely_altered,early,FALSE,14981972
SP_ROC,0,indeterminate,unknown,TRUE,14981972
SP_Dur,-1,likely_altered,high,FALSE,14981972
SP_Mag,0,indeterminate,low,FALSE,14981972
SP_Tim,0,indeterminate,early,FALSE,14981972
Wet_BFL_Dur,-1,likely_altered,low,FALSE,14981972
Wet_BFL_Mag_10,-1,likely_altered,low,FALSE,14981972
Wet_BFL_Mag_50,-1,likely_altered,low,FALSE,14981972
Wet_Tim,-1,likely_altered,early,FALSE,14981972
Peak_Dur_10,1,likely_unaltered,none_found,TRUE,14981972
Peak_Dur_2,1,likely_unaltered,none_found,FALSE,14981972
Peak_Dur_5,1,likely_unaltered,none_found,TRUE,14981972
Peak_10,1,likely_unaltered,none_found,FALSE,14981972
Peak_2,-1,likely_altered,low,FALSE,14981972
Peak_5,1,likely_unaltered,none_found,FALSE,14981972
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,14981972
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,14981972
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,14981972
