p10,p25,p50,p75,p90,metric,comid,result_type
99.19999999999999,108,145,189,258.6,DS_Dur_WS,14992999,observed
220.4,265,294,297,321.59999999999997,DS_Tim,14992999,observed
0.64,1.3,1.8,2.5,3.2600000000000007,DS_Mag_50,14992999,observed
1.392,2.5599999999999996,5.040000000000004,13,22.000000000000007,DS_Mag_90,14992999,observed
2,3,4.5,5.75,8.1,FA_Dur,14992999,observed
3.005126296625928,6.191234533693336,18.00020673418834,28.928135828729744,41.69871974876829,FA_Mag,14992999,observed
20.799999999999997,23.5,34,55.75,56.8,FA_Tim,14992999,observed
0.04703296703296703,0.04761904761904766,0.048437500000000036,0.06125703564727955,0.0755290173894825,SP_ROC,14992999,observed
66.4,75,106,115,117.80000000000001,SP_Dur,14992999,observed
21,34,53,310,836.6000000000001,SP_Mag,14992999,observed
116.4,151,182,210,217.4,SP_Tim,14992999,observed
30,61,73,170,178.2,Wet_BFL_Dur,14992999,observed
4.372,5.2,6.520000000000001,8.76,26.140000000000004,Wet_BFL_Mag_10,14992999,observed
12.1,13,16.5,45,94.4,Wet_BFL_Mag_50,14992999,observed
28.600000000000005,44,52,111,120.6,Wet_Tim,14992999,observed
107.5,112.75,121.5,130.25,135.5,Peak_Tim_10,14992999,observed
80.8,105.5,135,150.5,155.60000000000002,Peak_Tim_2,14992999,observed
104.1,105.75,108.5,123.75,132.9,Peak_Tim_5,14992999,observed
1,1,1,1,1,Peak_Dur_10,14992999,observed
1,4.5,9,11,12.4,Peak_Dur_2,14992999,observed
2.2,2.5,3,3,3,Peak_Dur_5,14992999,observed
2070.0000000000005,2070.0000000000005,2070.0000000000005,2070.0000000000005,2070.0000000000005,Peak_10,14992999,observed
357,357,357,357,357,Peak_2,14992999,observed
1378.0000000000005,1378.0000000000005,1378.0000000000005,1378.0000000000005,1378.0000000000005,Peak_5,14992999,observed
1,1,1,1,1,Peak_Fre_10,14992999,observed
1,1.5,2,4.5,5.800000000000001,Peak_Fre_2,14992999,observed
1,1,1,1.5,1.7999999999999998,Peak_Fre_5,14992999,observed
