p10,p25,p50,p75,p90,metric,comid,result_type
120,184,227,250,275,DS_Dur_WS,17082145,observed
268,285,307,323,379,DS_Tim,17082145,observed
50,57.95,76.35,102,153.5,DS_Mag_50,17082145,observed
84,116,139,404.1000000000001,948.1000000000001,DS_Mag_90,17082145,observed
2,2,3,5,6,FA_Dur,17082145,observed
93.74127204765776,116.98082705912454,145.48712263649617,224.24880164369935,496.9875078104561,FA_Mag,17082145,observed
10,28.25,52,61,65.5,FA_Tim,17082145,observed
0.025,0.045171339563862926,0.09482758620689655,0.125,0.13725490196078433,SP_ROC,17082145,observed
20,27,40,53,67,SP_Dur,17082145,observed
275,1020,3890,6720,7600,SP_Mag,17082145,observed
235,244,261,275,286,SP_Tim,17082145,observed
54,74,100,124,188,Wet_BFL_Dur,17082145,observed
49,77,156.8,504.8,898,Wet_BFL_Mag_10,17082145,observed
71,297.5,887.5,1720,3280,Wet_BFL_Mag_50,17082145,observed
100,126,164,186,197,Wet_Tim,17082145,observed
148,229,250,263,273.8,Peak_Tim_10,17082145,observed
221,233.5,244,262,271.5,Peak_Tim_2,17082145,observed
198.8,229,237,243,268,Peak_Tim_5,17082145,observed
1.4,2,2,3,5.999999999999998,Peak_Dur_10,17082145,observed
9,13,24,33,43,Peak_Dur_2,17082145,observed
1,2,3,8,16.599999999999998,Peak_Dur_5,17082145,observed
9730,9730,9730,9730,9730,Peak_10,17082145,observed
3960,3960,3960,3960,3960,Peak_2,17082145,observed
7770,7770,7770,7770,7770,Peak_5,17082145,observed
1,1,1,1,1,Peak_Fre_10,17082145,observed
1,3,3,4,5,Peak_Fre_2,17082145,observed
1,1,1,1,2.599999999999998,Peak_Fre_5,17082145,observed
