p10,p25,p50,p75,p90,metric,comid,result_type
150.4,177.25,232.5,277.25,290.9,DS_Dur_WS,17595405,observed
191.6,202,226,243,297,DS_Tim,17595405,observed
0,0,0,0.035,0.09500000000000001,DS_Mag_50,17595405,observed
0.019000000000000017,0.1975,0.28500000000000003,0.42250000000000004,0.7480000000000001,DS_Mag_90,17595405,observed
1,2,3,6,12.199999999999992,FA_Dur,17595405,observed
1.6561004164670723,3.9034597888979503,6.705318775366106,24.965911420207114,138.76971520523676,FA_Mag,17595405,observed
15.200000000000001,27,39,55,63.6,FA_Tim,17595405,observed
0.08894090585109823,0.1003750559785043,0.15853658536585366,0.21111111111111108,0.2976002331002331,SP_ROC,17595405,observed
22.8,24.5,32,51.5,83.39999999999998,SP_Dur,17595405,observed
2.8400000000000007,4.6,13,46.5,93.79999999999998,SP_Mag,17595405,observed
164,174,187,204.5,213.6,SP_Tim,17595405,observed
34.599999999999994,55,87,132,169.10000000000002,Wet_BFL_Dur,17595405,observed
0,0.14750000000000002,0.2805,0.4725,0.8240000000000005,Wet_BFL_Mag_10,17595405,observed
0.27599999999999997,0.49,1.1,4.5249999999999995,9.205000000000002,Wet_BFL_Mag_50,17595405,observed
35.3,58.75,106.5,123.25,135.9,Wet_Tim,17595405,observed
128.6,129.5,131,132.5,133.4,Peak_Tim_10,17595405,observed
102.35000000000002,131,135.25,139.5,151.2,Peak_Tim_2,17595405,observed
121,125.5,131,135,136.8,Peak_Tim_5,17595405,observed
1.4000000000000004,2,3,4,4.6,Peak_Dur_10,17595405,observed
1.7000000000000002,2,2,4,7.8999999999999995,Peak_Dur_2,17595405,observed
1,1,1,2,3.8000000000000007,Peak_Dur_5,17595405,observed
404.5,404.5,404.5,404.5,404.5,Peak_10,17595405,observed
126,126,126,126,126,Peak_2,17595405,observed
339,339,339,339,339,Peak_5,17595405,observed
1.2000000000000002,1.5,2,2.5,2.8,Peak_Fre_10,17595405,observed
1,1,2,2.75,5.3,Peak_Fre_2,17595405,observed
1,1,1,1.5,2.4000000000000004,Peak_Fre_5,17595405,observed
