Year,DS_Dur_WS,DS_Tim,DS_Mag_50,DS_Mag_90,FA_Dur,FA_Mag,FA_Tim,SP_ROC,SP_Dur,SP_Mag,SP_Tim,Wet_BFL_Dur,Wet_BFL_Mag_10,Wet_BFL_Mag_50,Wet_Tim,Peak_Tim_10,Peak_Tim_2,Peak_Tim_5,Peak_Dur_10,Peak_Dur_2,Peak_Dur_5,Peak_10,Peak_2,Peak_5,Peak_Fre_10,Peak_Fre_2,Peak_Fre_5
1980,241,182,94,448,2,381.9987658609325,19,0.06205673758865248,12,3150,170,96,485,1315,74,NA,104,84,NA,4,1,19500,10900,15900,NA,3,1
1981,179,223,25,181.80000000000015,8,246.99760485732995,13,0.05408765173304733,44,5560,179,122,145.3,475,57,NA,NA,NA,NA,NA,NA,19500,10900,15900,NA,NA,NA
1982,148,262,90.5,198.60000000000002,4,200.00035966659703,7,0.03825136612021858,63,3620,199,163,635.4,1650,36,46,79,62.5,1,3,2,19500,10900,15900,1,3,2
1983,110,287,131,177.80000000000007,5,246.00148390533354,22,0.044445777069135,48,1040,239,195,323.4,1450,44,151,147.5,151,1,5,1,19500,10900,15900,1,4,1
1984,123,268,57,142,NA,NA,NA,0.0454904913437133,96,1490,172,141,366,806,31,NA,85,NA,NA,2,NA,19500,10900,15900,NA,1,NA
1985,157,260,39,124.80000000000001,8,799.9589128055485,10,0.05343511450381679,77,1140,183,158,192.7,317,25,NA,NA,NA,NA,NA,NA,19500,10900,15900,NA,NA,NA
1986,187,262,96,139.4,3,96.8223327781312,7,0.05263157894736842,98,10300,164,113,178,924,51,139,139,148.5,1,3,2,19500,10900,15900,1,3,2
1987,205,209,26,110.6,3,149.99513474950854,17,0.05393464419321006,42,8260,167,84,138.3,420,83,NA,162,NA,NA,1,NA,19500,10900,15900,NA,1,NA
1988,132,275,18,36,NA,NA,NA,0.0931712962962963,20,390,255,207,125.2,260,48,NA,NA,NA,NA,NA,NA,19500,10900,15900,NA,NA,NA
1989,130,253,35.5,100,NA,NA,NA,0.05389221556886228,44,1580,209,168,171.8,655.5,41,NA,NA,NA,NA,NA,NA,19500,10900,15900,NA,NA,NA
1990,228,281,40,91,NA,NA,NA,0.0918538219070134,36,4920,245,228,104,211.5,17,NA,NA,NA,NA,NA,NA,19500,10900,15900,NA,NA,NA
1991,188,263,7.300000000000001,64.30000000000001,2,143.99849486061586,31,0.0688957140862767,84,3100,179,36,87.5,543.5,143,NA,NA,NA,NA,NA,NA,19500,10900,15900,NA,NA,NA
1992,201,225,11,71,5,116.99949209148589,26,0.09375,22,991,203,118,105.7,299.5,85,NA,NA,NA,NA,NA,NA,19500,10900,15900,NA,NA,NA
1993,136,285,90,132.5,5,1819.9458984429336,29,0.0763241813797931,38,3500,247,187,378.20000000000005,1050,60,NA,111,NA,NA,2,NA,19500,10900,15900,NA,1,NA
1994,144,274,13.5,97.2000000000001,3,2519.6402601388036,15,0.08514492753623187,39,352,235,180,158.8,282,55,NA,NA,NA,NA,NA,NA,19500,10900,15900,NA,NA,NA
