p10,p25,p50,p75,p90,metric,comid,result_type
65.2,85,128,165.5,221.00000000000003,DS_Dur_WS,948040261,observed
252.6,268,292,326,345.4,DS_Tim,948040261,observed
29.6,72.5,177.5,289.5,492.8000000000003,DS_Mag_50,948040261,observed
68,147.05,294,556.3499999999999,967.2600000000004,DS_Mag_90,948040261,observed
2,3,4,6,7,FA_Dur,948040261,observed
104.8848520366145,302.85218761310125,549.8516335572205,902.9467176770188,1279.9541161145455,FA_Mag,948040261,observed
0,5,8,26.5,32,FA_Tim,948040261,observed
0.01887431456178715,0.02631578947368421,0.03418803418803419,0.05703081232492997,0.0993199955041025,SP_ROC,948040261,observed
24.6,72,110,166,252.99999999999997,SP_Dur,948040261,observed
234,342.5,894.5,3152.5,4039.000000000001,SP_Mag,948040261,observed
39.2,101,177.5,252,272.40000000000003,SP_Tim,948040261,observed
29.8,50.5,103.5,165.75,220.80000000000004,Wet_BFL_Dur,948040261,observed
97.97,205.325,443.6,894.4250000000001,1343,Wet_BFL_Mag_10,948040261,observed
182.6,283.5,1020,2692.5,3174,Wet_BFL_Mag_50,948040261,observed
11.4,20.75,53,108.25,127.4,Wet_Tim,948040261,observed
99.89999999999999,105.75,131,165.625,188.35000000000002,Peak_Tim_10,948040261,observed
25.200000000000003,123.75,138,238.25,248.99999999999997,Peak_Tim_2,948040261,observed
92.19999999999999,106,149,191.5,223.59999999999997,Peak_Tim_5,948040261,observed
30.4,34,40.5,54,70.20000000000002,Peak_Dur_10,948040261,observed
10.399999999999999,35,110,166.5,196,Peak_Dur_2,948040261,observed
9.200000000000001,12.5,39.5,44.75,69.19999999999999,Peak_Dur_5,948040261,observed
4410.000000000004,4410.000000000004,4410.000000000004,4410.000000000004,4410.000000000004,Peak_10,948040261,observed
1150,1150,1150,1150,1150,Peak_2,948040261,observed
3808,3808,3808,3808,3808,Peak_5,948040261,observed
1.3,1.75,2,2.25,2.7,Peak_Fre_10,948040261,observed
1,1,3,3.5,4.199999999999999,Peak_Fre_2,948040261,observed
1,1,1,1.25,2.3,Peak_Fre_5,948040261,observed
