Year,DS_Dur_WS,DS_Tim,DS_Mag_50,DS_Mag_90,FA_Dur,FA_Mag,FA_Tim,SP_ROC,SP_Dur,SP_Mag,SP_Tim,Wet_BFL_Dur,Wet_BFL_Mag_10,Wet_BFL_Mag_50,Wet_Tim,Peak_Tim_10,Peak_Tim_2,Peak_Tim_5,Peak_Dur_10,Peak_Dur_2,Peak_Dur_5,Peak_10,Peak_2,Peak_5,Peak_Fre_10,Peak_Fre_2,Peak_Fre_5
1980,182,316,6.6,24,NA,NA,NA,0.09600614439324116,49,218,267,187,26,61,80,104,217,104,2,15,3,784.2000000000002,240,536.6000000000003,1,3,1
1981,138,267,3.7,9.43,3,19.943437047642732,8,0.23076923076923078,21,94,246,114,17,35.5,132,NA,NA,NA,NA,NA,NA,784.2000000000002,240,536.6000000000003,NA,NA,NA
1982,44,341,27,76,3,11.07856677966722,8,0.0976190476190476,76,339,265,226,27.5,83.5,39,80,187,80,1,29,2,784.2000000000002,240,536.6000000000003,1,6,1
1983,54,339,21.5,66,8,48.99991388211893,0,0.060240963855421686,56,352,283,264,23,41.5,19,NA,234,NA,NA,48,NA,784.2000000000002,240,536.6000000000003,NA,3,NA
1984,98,289,7.85,25,4,78.00010815650832,0,0.13238770685579196,23,159,266,239,19.8,57,27,NA,235,NA,NA,16,NA,784.2000000000002,240,536.6000000000003,NA,5,NA
1985,210,278,11.5,43.099999999999994,2,20.993732340929192,10,0.19285714285714284,37,128,241,220,7.09,23,21,NA,NA,NA,NA,NA,NA,784.2000000000002,240,536.6000000000003,NA,NA,NA
1986,261,295,8.6,18,5,25.99957285942933,44,0.12142857142857143,48,425,247,125,41,99,122,NA,158,141,NA,19,1,784.2000000000002,240,536.6000000000003,NA,3,1
1987,306,269,9.6,12,3,19.001080884010857,8,0.17647058823529413,53,230,216,26,9.4,71,190,NA,211,NA,NA,1,NA,784.2000000000002,240,536.6000000000003,NA,1,NA
1988,226,282,9.9,18,NA,NA,NA,0.13043478260869565,47,47,235,26,10.5,21,209,NA,NA,NA,NA,NA,NA,784.2000000000002,240,536.6000000000003,NA,NA,NA
1989,171,289,7.9,21,NA,NA,NA,0.1388888888888889,36,146,253,111,26,102,142,NA,202.5,NA,NA,4,NA,784.2000000000002,240,536.6000000000003,NA,2,NA
1990,186,326,6.5,8.2,5,14.155921465904672,41,0.08514492753623187,80,186,246,152,12,30,94,NA,NA,NA,NA,NA,NA,784.2000000000002,240,536.6000000000003,NA,NA,NA
1991,141,357,11,12,NA,NA,NA,0.06976744186046507,100,129,257,111,22,37,146,NA,NA,NA,NA,NA,NA,784.2000000000002,240,536.6000000000003,NA,NA,NA
1992,249,249,8.9,12,NA,NA,NA,0.06962242562929061,32,151,217,85,12,28,132,NA,NA,NA,NA,NA,NA,784.2000000000002,240,536.6000000000003,NA,NA,NA
