p10,p25,p50,p75,p90,metric,comid,result_type
137.8,151,189,225,232.39999999999998,DS_Dur_WS,20286400,observed
336,345,351,363,382,DS_Tim,20286400,observed
0,5.6,7.85,11,12.399999999999999,DS_Mag_50,20286400,observed
0.6079999999999997,7.4,9,16,19.75999999999999,DS_Mag_90,20286400,observed
4,4,4,4,4,FA_Dur,20286400,observed
5.561706746116793,5.561706746116793,5.561706746116793,5.561706746116793,5.561706746116793,FA_Mag,20286400,observed
2,2,2,2,2,FA_Tim,20286400,observed
0.014107142857142856,0.022370872834259564,0.05021146616541353,0.07422236233711643,0.08364293085655315,SP_ROC,20286400,observed
52.5,63.25,69.5,84.5,98.19999999999999,SP_Dur,20286400,observed
34,35,66,163,188,SP_Mag,20286400,observed
264.8,278,285,294.5,305.40000000000003,SP_Tim,20286400,observed
78.30000000000001,87.75,112,143.75,149.3,Wet_BFL_Dur,20286400,observed
3.500000000000001,6.125,11.23,21.75,33.900000000000006,Wet_BFL_Mag_10,20286400,observed
17.200000000000003,21.25,42,60,61.5,Wet_BFL_Mag_50,20286400,observed
136.6,138,186,191,228.2,Wet_Tim,20286400,observed
265,266.5,269,271.5,273,Peak_Tim_10,20286400,observed
188.75,259.25,262,274.125,291.75,Peak_Tim_2,20286400,observed
250.4,255.5,264,269,272,Peak_Tim_5,20286400,observed
1.6000000000000005,2.5,4,5.5,6.399999999999999,Peak_Dur_10,20286400,observed
13,31.5,76,101.75,123.5,Peak_Dur_2,20286400,observed
1.4,2,3,5,6.199999999999999,Peak_Dur_5,20286400,observed
229,229,229,229,229,Peak_10,20286400,observed
68,68,68,68,68,Peak_2,20286400,observed
216,216,216,216,216,Peak_5,20286400,observed
1,1,1,1,1,Peak_Fre_10,20286400,observed
1,1.25,2,2,2,Peak_Fre_2,20286400,observed
1,1,1,1,1,Peak_Fre_5,20286400,observed
