metric,status_code,status,alteration_type,median_in_iqr,comid
DS_Dur_WS,1,likely_unaltered,none_found,FALSE,948090834
DS_Tim,-1,likely_altered,early,FALSE,948090834
DS_Mag_50,1,likely_unaltered,none_found,FALSE,948090834
DS_Mag_90,-1,likely_altered,low,FALSE,948090834
FA_Mag,NA,not_enough_data,undeterminable,NA,948090834
FA_Tim,NA,not_enough_data,undeterminable,NA,948090834
SP_Dur,1,likely_unaltered,none_found,FALSE,948090834
SP_Mag,-1,likely_altered,high,FALSE,948090834
SP_Tim,1,likely_unaltered,none_found,TRUE,948090834
Wet_BFL_Dur,1,likely_unaltered,none_found,FALSE,948090834
Wet_BFL_Mag_10,0,indeterminate,high,FALSE,948090834
Wet_BFL_Mag_50,-1,likely_altered,high,FALSE,948090834
Wet_Tim,1,likely_unaltered,none_found,FALSE,948090834
Peak_10,1,likely_unaltered,none_found,TRUE,948090834
Peak_2,-1,likely_altered,low,FALSE,948090834
Peak_5,1,likely_unaltered,none_found,TRUE,948090834
