p10,p25,p50,p75,p90,metric,comid,result_type
109.20000000000002,154.5,252,271,289.8,DS_Dur_WS,8245886,observed
273,281.5,306.5,316.25,346.1,DS_Tim,8245886,observed
331.8,344.5,377,420,459.40000000000003,DS_Mag_50,8245886,observed
370.28000000000003,442,493.2,700.7,998.2800000000001,DS_Mag_90,8245886,observed
2,3,3,5,6.800000000000001,FA_Dur,8245886,observed
576.1407382140844,668.9954522819608,795.935623751093,1019.934285445662,1359.9314738875023,FA_Mag,8245886,observed
26.800000000000004,50,62,73,74,FA_Tim,8245886,observed
0.011247728763880051,0.013421556298504028,0.02303632348442196,0.035272620268896784,0.0489910405569573,SP_ROC,8245886,observed
40.900000000000006,51.25,72.5,87.5,140.3,SP_Dur,8245886,observed
1065.5,1887.5,3600,6145,8029,SP_Mag,8245886,observed
201,224,230,237,248,SP_Tim,8245886,observed
25,29.75,38,78.25,157.60000000000002,Wet_BFL_Dur,8245886,observed
350.26,362.4,433.1,600.05,669.6600000000002,Wet_BFL_Mag_10,8245886,observed
440.20000000000005,876.375,1765,2530,3062,Wet_BFL_Mag_50,8245886,observed
63.400000000000006,110,189,199,200,Wet_Tim,8245886,observed
208.4,210.5,214,218,220.4,Peak_Tim_10,8245886,observed
123,175.25,213,219,220.4,Peak_Tim_2,8245886,observed
209,211.5,214.5,221.625,228.75,Peak_Tim_5,8245886,observed
1.5999999999999999,2.5,4,4.5,4.8,Peak_Dur_10,8245886,observed
3.3,6,8,10.5,25.00000000000002,Peak_Dur_2,8245886,observed
1.5,2.25,3.5,4.75,6,Peak_Dur_5,8245886,observed
9897,9897,9897,9897,9897,Peak_10,8245886,observed
5705,5705,5705,5705,5705,Peak_2,8245886,observed
8224,8224,8224,8224,8224,Peak_5,8245886,observed
1,1,1,1,1,Peak_Fre_10,8245886,observed
1,1,1,1,3,Peak_Fre_2,8245886,observed
1,1,1,1,1.5,Peak_Fre_5,8245886,observed
