p10,p25,p50,p75,p90,metric,comid,result_type
NA,NA,NA,NA,NA,DS_Dur_WS,22599625,observed
257.5,271.25,319,341,347.6,DS_Tim,22599625,observed
NA,NA,NA,NA,NA,DS_Mag_50,22599625,observed
NA,NA,NA,NA,NA,DS_Mag_90,22599625,observed
2,2,2,2,3.1999999999999993,FA_Dur,22599625,observed
1083.9766509181388,1179.9901341263408,1200.042451111472,2059.9725442118133,2977.7224615088608,FA_Mag,22599625,observed
4.199999999999999,9,22,56,64.39999999999999,FA_Tim,22599625,observed
0.024151647007752606,0.029066939017596917,0.03284776948213303,0.03564413746946883,0.04238053915853595,SP_ROC,22599625,observed
25.1,58,86.5,112,132.2,SP_Dur,22599625,observed
758.6,856.25,917.5,996.5,1112,SP_Mag,22599625,observed
206.29999999999998,215.5,232,248,251.7,SP_Tim,22599625,observed
NA,NA,NA,NA,NA,Wet_BFL_Dur,22599625,observed
NA,NA,NA,NA,NA,Wet_BFL_Mag_10,22599625,observed
NA,NA,NA,NA,NA,Wet_BFL_Mag_50,22599625,observed
NA,NA,NA,NA,NA,Wet_Tim,22599625,observed
37.8,81,153,165.5,173,Peak_Tim_10,22599625,observed
18.500000000000007,109.25,188.5,225.25,315.7,Peak_Tim_2,22599625,observed
48.59999999999999,108,111.5,178,261.99999999999994,Peak_Tim_5,22599625,observed
1,1,1,1,1,Peak_Dur_10,22599625,observed
1,1,1.5,5.5,17.200000000000003,Peak_Dur_2,22599625,observed
1.4,2,2,2,2,Peak_Dur_5,22599625,observed
3030.999999999999,3030.999999999999,3030.999999999999,3030.999999999999,3030.999999999999,Peak_10,22599625,observed
1145,1145,1145,1145,1145,Peak_2,22599625,observed
1604,1604,1604,1604,1604,Peak_5,22599625,observed
1,1,1,1,1,Peak_Fre_10,22599625,observed
1,1,1,3,4.800000000000001,Peak_Fre_2,22599625,observed
1,1,1,1,1.5999999999999996,Peak_Fre_5,22599625,observed
