Year,DS_Dur_WS,DS_Tim,DS_Mag_50,DS_Mag_90,FA_Dur,FA_Mag,FA_Tim,SP_ROC,SP_Dur,SP_Mag,SP_Tim,Wet_BFL_Dur,Wet_BFL_Mag_10,Wet_BFL_Mag_50,Wet_Tim,Peak_Tim_10,Peak_Tim_2,Peak_Tim_5,Peak_Dur_10,Peak_Dur_2,Peak_Dur_5,Peak_10,Peak_2,Peak_5,Peak_Fre_10,Peak_Fre_2,Peak_Fre_5
1980,99,316,2.1,4,1,81.92385952728397,19,0.09375,169,484,147,51,5,37,96,140,136,128.5,1,24,9,537,89.3,223,1,5,2
1981,208,264,0,0.5650000000000006,NA,NA,NA,0.16666666666666666,47,5.7,217,168,0.83,3.2,49,NA,NA,NA,NA,NA,NA,537,89.3,223,NA,NA,NA
1982,34,371,0,1.6799999999999997,4,1.2471174558385707,0,0.11651583710407243,175,50,196,90,0.6360000000000001,7.35,106,NA,132,NA,NA,2,NA,537,89.3,223,NA,1,NA
1983,NA,343,NA,NA,9,1.7689023862019555,23,0.07692307692307693,99,61,244,210,4.3,18,34,NA,149,NA,NA,4,NA,537,89.3,223,NA,3,NA
1984,68,337,0,2.450000000000002,3,25.999848091891526,0,0.1479960899315738,246,44,91,NA,NA,NA,NA,NA,85,85,NA,1,1,537,89.3,223,NA,1,1
1985,88,314,0.025,2.03,NA,NA,NA,0.13636363636363646,115,11,199,160,1.69,3.4,39,NA,NA,NA,NA,NA,NA,537,89.3,223,NA,NA,NA
1986,NA,305,NA,NA,3,1.261241052257655,8,0.12249999999999993,162,54,143,107,0,1.1,36,NA,137,NA,NA,2,NA,537,89.3,223,NA,1,NA
1987,89,282,1.4,2.22,2,2.8341951159704313,2,0.051315789473684204,69,7.6,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,537,89.3,223,NA,NA,NA
1988,107,325,1.5,3.0600000000000023,NA,NA,NA,0.0563492063492064,115,9.6,210,205,1.4,4,5,NA,NA,NA,NA,NA,NA,537,89.3,223,NA,NA,NA
1989,119,329,0.79,1.1600000000000008,8,4.289903143222129,45,0.09999999999999998,148,15,181,115,1.7200000000000002,3.6,66,NA,NA,NA,NA,NA,NA,537,89.3,223,NA,NA,NA
1990,NA,NA,NA,NA,3,3.9970293355752786,22,NA,NA,9.8,344,262,0.7010000000000001,2.8,82,NA,NA,NA,NA,NA,NA,537,89.3,223,NA,NA,NA
1991,93,327,2.9,6.78,3,5.845098588097404,0,0.05,70,23,257,193,2.5,13,64,NA,151,NA,NA,1,NA,537,89.3,223,NA,1,NA
1992,154,272,6.2,7.1,3,10.946510882662402,26,0.04761904761904766,59,21,213,159,3.5,9.7,54,NA,NA,NA,NA,NA,NA,537,89.3,223,NA,NA,NA
1993,141,292,1.1,6.1,NA,NA,NA,0.0625,147,343,145,85,4.2,24,60,102.5,130,124,2,17,8,537,89.3,223,2,5,4
1994,100,357,3.25,4.9,4,5.77719038163482,12,0.16666666666666663,137,12,220,153,0.558,6,67,NA,169,NA,NA,1,NA,537,89.3,223,NA,1,NA
1995,164,305,1.1,4,NA,NA,NA,0.07142857142857142,140,214,165,74,9.719999999999999,19,91,NA,136,145.5,NA,11,3,537,89.3,223,NA,5,2
1996,57,354,0.26,4.2,3,3.3729028872384363,32,0.08333333333333333,194,29,160,57,1.1,5.2,103,NA,NA,NA,NA,NA,NA,537,89.3,223,NA,NA,NA
1997,89,313,0.4,4.3,4,5.996008913537104,29,0.11940298507462684,192,92,121,76,0.9450000000000001,7.35,45,NA,117,NA,NA,1,NA,537,89.3,223,NA,1,NA
1998,26,356,0.745,1.1,1,3.6996610958240552,2,0.05,128,49,228,192,1,12,36,NA,136,NA,NA,4,NA,537,89.3,223,NA,3,NA
1999,158,311,0.36,1.6600000000000024,NA,NA,NA,0.14724480578139112,102,5.8,209,193,0.19200000000000003,0.63,16,NA,NA,NA,NA,NA,NA,537,89.3,223,NA,NA,NA
2000,NA,273,NA,NA,4,1.492168625369619,47,0.15384615384615385,122,8.6,151,48,0.257,3.8,103,NA,NA,NA,NA,NA,NA,537,89.3,223,NA,NA,NA
2001,82,327,0.505,0.7440000000000003,5,3.2093441781813636,10,0.150997150997151,134,6.4,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,537,89.3,223,NA,NA,NA
2002,43,354,0.38,1.086,6,3.067834362058189,20,0.06559139784946241,259,4.51,95,52,0.42,3.4450000000000003,43,NA,NA,NA,NA,NA,NA,537,89.3,223,NA,NA,NA
2003,70,315,0.39,1.4830000000000003,4,1.5647674145207833,17,0.09722222222222215,144,42.5,171,140,0.139,1.02,31,NA,165,NA,NA,1,NA,537,89.3,223,NA,1,NA
2004,16,363,0.4,0.47,NA,NA,NA,0.0848484848484848,206,7.02,157,138,0.31,0.565,19,NA,NA,NA,NA,NA,NA,537,89.3,223,NA,NA,NA
2005,35,339,4.98,5.204,NA,NA,NA,0.050279329608938474,232,125,107,94,0.5290000000000001,5.5,13,102,89,102,1,6,1,537,89.3,223,1,3,1
2006,65,363,0.72,1.046,NA,NA,NA,0.020225544337219504,163,37.2,200,192,0.7,4.605,8,NA,150,150,NA,1,1,537,89.3,223,NA,1,1
2007,132,286,0.96,2.99,9,2.0451803302251927,29,NA,NA,3.05,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,537,89.3,223,NA,NA,NA
2008,72,329,1.495,3.189,4,3.1623386161326246,19,0.037708004962538115,224,27,105,53,3.1,4.4,52,NA,107,96,NA,2,1,537,89.3,223,NA,2,1
2009,62,365,1.03,2.6180000000000003,NA,NA,NA,0.047448631693790336,147,8.56,218,183,0.982,3.19,35,NA,NA,NA,NA,NA,NA,537,89.3,223,NA,NA,NA
2010,83,340,3.49,5.4639999999999995,7,2.794851268161001,10,0.03144928214548978,88,17.6,252,191,1.88,11.1,61,NA,100.5,NA,NA,2,NA,537,89.3,223,NA,2,NA
2011,NA,324,NA,NA,4,8.344244794242748,19,0.04799253034547152,238,643,86,29,1.3520000000000003,3.94,57,80,80,80,3,5,3,537,89.3,223,1,1,1
2012,NA,388,NA,NA,2,15.077827174660188,4,0.05172413793103434,176,22.8,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,537,89.3,223,NA,NA,NA
