metric,status_code,status,alteration_type,median_in_iqr,comid
DS_Dur_WS,1,likely_unaltered,none_found,TRUE,8063383
DS_Tim,-1,likely_altered,late,FALSE,8063383
DS_Mag_50,1,likely_unaltered,none_found,TRUE,8063383
DS_Mag_90,-1,likely_altered,low,FALSE,8063383
FA_Mag,NA,not_enough_data,undeterminable,NA,8063383
FA_Tim,NA,not_enough_data,undeterminable,NA,8063383
SP_Dur,-1,likely_altered,high,FALSE,8063383
SP_Mag,-1,likely_altered,low,FALSE,8063383
SP_Tim,0,indeterminate,unknown,TRUE,8063383
Wet_BFL_Dur,0,indeterminate,unknown,TRUE,8063383
Wet_BFL_Mag_10,-1,likely_altered,low,FALSE,8063383
Wet_BFL_Mag_50,-1,likely_altered,low,FALSE,8063383
Wet_Tim,-1,likely_altered,early,FALSE,8063383
Peak_10,-1,likely_altered,low,FALSE,8063383
Peak_2,-1,likely_altered,low,FALSE,8063383
Peak_5,-1,likely_altered,low,FALSE,8063383
