p10,p25,p50,p75,p90,metric,comid,result_type
133,155,181,211,231,DS_Dur_WS,2706571,observed
207,239,250,265,281,DS_Tim,2706571,observed
35.5,54.2,83.3,96.5,155,DS_Mag_50,2706571,observed
211.19999999999993,277.1000000000002,449.3000000000002,740,1769.999999999999,DS_Mag_90,2706571,observed
2.6,4,5,6,8,FA_Dur,2706571,observed
179.400015785944,592.9981446560538,961.9945616309237,2594.9913575711257,6887.965101581021,FA_Mag,2706571,observed
6,16,24,31,40.400000000000006,FA_Tim,2706571,observed
0.05218855218855219,0.056962025316455694,0.06167400881057269,0.06724782067247821,0.07494222515681744,SP_ROC,2706571,observed
27,31,41,53,69,SP_Dur,2706571,observed
2460,6750,13700,25600,45200,SP_Mag,2706571,observed
161,179,201,221,246,SP_Tim,2706571,observed
87,107,148,162,182,Wet_BFL_Dur,2706571,observed
438.1,917,1372,2590,3564,Wet_BFL_Mag_10,2706571,observed
2440,3030,4890,8540,11100,Wet_BFL_Mag_50,2706571,observed
37,47,59,76,103,Wet_Tim,2706571,observed
91,91,100,139,145,Peak_Tim_10,2706571,observed
83.5,100,117.5,135.5,142,Peak_Tim_2,2706571,observed
87.4,91,104,118,141,Peak_Tim_5,2706571,observed
1,1,1,2,2.5999999999999996,Peak_Dur_10,2706571,observed
1,2,4,7,9,Peak_Dur_2,2706571,observed
1,1,1,3,3,Peak_Dur_5,2706571,observed
144000,144000,144000,144000,144000,Peak_10,2706571,observed
60600,60600,60600,60600,60600,Peak_2,2706571,observed
119000,119000,119000,119000,119000,Peak_5,2706571,observed
1,1,1,1,1,Peak_Fre_10,2706571,observed
1,1,2,3,4,Peak_Fre_2,2706571,observed
1,1,1,1,2,Peak_Fre_5,2706571,observed
