comid,metric,p10,p25,p50,p75,p90,source,result_type
22593463,Peak_Dur_2,1,1,4,10,29,inferred,predicted
22593463,Peak_Dur_5,1,1,2,3,6,inferred,predicted
22593463,Peak_Fre_2,1,1,2,3,5,inferred,predicted
22593463,Peak_Fre_5,1,1,1,2,3,inferred,predicted
22593463,Peak_10,88.7265382673657,154.255738211783,185.20468004992298,287.959421212267,419.657253492852,model,predicted
22593463,Peak_2,8.02466093159209,17.6238352076647,28.471012684124602,34.4318321147351,52.114486137494204,model,predicted
22593463,Peak_5,22.08411,62.64995,89.04628000000001,108.4926,170.518,model,predicted
22593463,DS_Dur_WS,56,87.875,120.1875,159.7875,198.4925,model,predicted
22593463,DS_Mag_50,0.357539782896619,0.689307738933702,1.26939096171854,1.71092405212421,2.15217887934697,model,predicted
22593463,DS_Mag_90,0.516032520656387,1.04623294277022,1.78877447988462,2.6687379678451,3.62857608798853,model,predicted
22593463,DS_Tim,274.7875,292.7625,307.375,328.80625,343.640833333333,model,predicted
22593463,FA_Dur,2,3,4,6,8,obs,predicted
22593463,FA_Mag,1.25246989369348,2.02162493862685,3.6947249118387,7.06276701311485,14.0500827985129,model,predicted
22593463,FA_Tim,6.6633333333333304,20.6875,42,54.34375,63.675,model,predicted
22593463,Peak_Dur_10,1,1,1,2,4,obs,predicted
22593463,Peak_Fre_10,1,1,1,1,2,obs,predicted
22593463,SP_Dur,65,89.50625,132.5,168.9125,195.02,model,predicted
22593463,SP_Mag,2.81456259789785,5.16410136388803,9.44070138833225,21.2742436507237,46.6873577531126,model,predicted
22593463,SP_ROC,0.03845705116239,0.0486334288519571,0.0625000000000001,0.0813201980740652,0.114111705288176,obs,predicted
22593463,SP_Tim,145.25,163.575,196.816666666666,216.5,235.016666666666,model,predicted
22593463,Wet_BFL_Dur,40.795,71.3625,100,142.225,174.583333333333,model,predicted
22593463,Wet_BFL_Mag_10,0.323905633099048,0.709688329566087,1.34451592603565,2.27301974921537,3.24360901634739,model,predicted
22593463,Wet_BFL_Mag_50,0.772149658461041,1.5100103421491,2.35346306516569,4.03838689672143,7.15053238244589,model,predicted
22593463,Wet_Tim,31.18,53.51875,82.7,105.475,123.91,model,predicted
