Year,DS_Dur_WS,DS_Tim,DS_Mag_50,DS_Mag_90,FA_Dur,FA_Mag,FA_Tim,SP_ROC,SP_Dur,SP_Mag,SP_Tim,Wet_BFL_Dur,Wet_BFL_Mag_10,Wet_BFL_Mag_50,Wet_Tim,Peak_Tim_10,Peak_Tim_2,Peak_Tim_5,Peak_Dur_10,Peak_Dur_2,Peak_Dur_5,Peak_10,Peak_2,Peak_5,Peak_Fre_10,Peak_Fre_2,Peak_Fre_5
1980,NA,389,NA,NA,NA,NA,NA,0.03571428571428571,139,196,250,145,169,201,105,NA,NA,NA,NA,NA,NA,564,400,534,NA,NA,NA
1981,NA,361,NA,NA,NA,NA,NA,0.036181818181818176,114,262,247,NA,NA,NA,NA,NA,317,NA,NA,2,NA,564,400,534,NA,1,NA
1982,163,266,187,242.8,NA,NA,NA,0.017964071856287425,39,303,227,NA,NA,NA,NA,NA,162,NA,NA,3,NA,564,400,534,NA,1,NA
1983,NA,381,NA,NA,NA,NA,NA,0.040229885057471264,178,358,203,140,212.9,282,63,222.5,313,222.5,14,52,17,564,400,534,4,7,4
1984,NA,344,NA,NA,NA,NA,NA,0.03594771241830065,118,447,226,NA,NA,NA,NA,206,203,297,3,76,8,564,400,534,2,17,3
1985,161,244,327,375,NA,NA,NA,0.06764705882352941,28,523,216,NA,NA,NA,NA,NA,190,89,NA,42,1,564,400,534,NA,11,1
1986,NA,308,NA,NA,NA,NA,NA,0.01907356948228883,66,359,242,203,309.6,364,39,NA,161,NA,NA,80,NA,564,400,534,NA,13,NA
1987,NA,254,NA,NA,5,586.6342727845147,9,0.03626438514498216,11,340,243,NA,NA,NA,NA,9,161.5,9,1,46,1,564,400,534,1,14,1
1988,72,349,241.5,270.8,4,518.7623081810259,33,0.021265372558476006,101,298,248,NA,NA,NA,NA,329.5,153,327,3,33,6,564,400,534,2,8,1
1989,NA,344,NA,NA,NA,NA,NA,0.02586206896551724,52,201,292,237,194,242,55,NA,97,NA,NA,1,NA,564,400,534,NA,1,NA
1990,NA,352,NA,NA,NA,NA,NA,0.028688524590163935,86,198,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,564,400,534,NA,NA,NA
1991,161,264,174,199,NA,NA,NA,0.023395013168245715,10,196,254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,564,400,534,NA,NA,NA
