Year,DS_Dur_WS,DS_Tim,DS_Mag_50,DS_Mag_90,FA_Dur,FA_Mag,FA_Tim,SP_ROC,SP_Dur,SP_Mag,SP_Tim,Wet_BFL_Dur,Wet_BFL_Mag_10,Wet_BFL_Mag_50,Wet_Tim,Peak_Tim_10,Peak_Tim_2,Peak_Tim_5,Peak_Dur_10,Peak_Dur_2,Peak_Dur_5,Peak_10,Peak_2,Peak_5,Peak_Fre_10,Peak_Fre_2,Peak_Fre_5
1981,225,268,0.87,11,NA,NA,NA,0.1250000000000001,83,91,185,124,23,33,61,NA,NA,NA,NA,NA,NA,8760.000000000002,2430,4376,NA,NA,NA
1982,224,250,5,41,2,1.519090594222904,16,0.11764705882352941,54,1380,196,69,42.00000000000001,140,127,NA,168,NA,NA,1,NA,8760.000000000002,2430,4376,NA,1,NA
1983,NA,337,NA,NA,4,22.023490733184094,27,0.060714285714285714,181,11700,156,48,48,752.5,108,151,149,151,2,6,3,8760.000000000002,2430,4376,1,1,1
1984,322,112,0.59,25,3,337.000427388374,0,0.05495472837022133,22,1360,90,NA,NA,NA,NA,NA,85,NA,NA,1,NA,8760.000000000002,2430,4376,NA,1,NA
1985,224,259,0,11,NA,NA,NA,0.06451612903225806,94,188,165,97,15.240000000000027,41,68,NA,NA,NA,NA,NA,NA,8760.000000000002,2430,4376,NA,NA,NA
1986,197,254,0,5.580000000000002,4,78.98944173984994,56,0.08771929824561403,111,733,143,26,5.2,55.5,117,NA,137,NA,NA,1,NA,8760.000000000002,2430,4376,NA,1,NA
1987,147,237,0,1.580000000000001,4,42.94520995113556,49,0.08771929824561403,73,56,164,79,5.8,11,85,NA,NA,NA,NA,NA,NA,8760.000000000002,2430,4376,NA,NA,NA
1988,206,272,0,9.4,NA,NA,NA,0.1860215053763441,59,72,213,195,7.6,24,18,NA,NA,NA,NA,NA,NA,8760.000000000002,2430,4376,NA,NA,NA
1989,252,242,0,0,NA,NA,NA,0.14285714285714285,106,364,136,24,7.66,16,112,NA,NA,NA,NA,NA,NA,8760.000000000002,2430,4376,NA,NA,NA
1990,282,224,0,0,NA,NA,NA,0.15384615384615385,46,62,178,50,5.390000000000001,40.5,128,NA,NA,NA,NA,NA,NA,8760.000000000002,2430,4376,NA,NA,NA
1991,200,288,0,47.099999999999994,NA,NA,NA,0.13232323232323234,85,226,203,63,0,121,140,NA,151,NA,NA,1,NA,8760.000000000002,2430,4376,NA,1,NA
1992,228,220,5.25,69.30000000000001,NA,NA,NA,0.06003503503503504,39,1010,181,59,4.56,151,122,NA,134,NA,NA,2,NA,8760.000000000002,2430,4376,NA,1,NA
1993,91,280,6.6,35,3,44.99919131993026,22,0.05247858017135863,135,15000,145,63,67,903,82,124,122,107,5,21,14,8760.000000000002,2430,4376,4,4,5
1994,203,252,0.94,6.1,4,48.00133829512098,0,0.10810023310023309,77,306,175,170,14,62.5,5,NA,NA,NA,NA,NA,NA,8760.000000000002,2430,4376,NA,NA,NA
1995,258,226,6.3,61.60000000000002,NA,NA,NA,0.036015093322552386,61,3680,165,76,103,318.5,89,NA,148.5,118.5,NA,6,3,8760.000000000002,2430,4376,NA,4,2
1996,177,254,0,0.7000000000000028,NA,NA,NA,0.10206228956228956,105,427,149,31,9.4,28,118,NA,143,143,NA,1,1,8760.000000000002,2430,4376,NA,1,1
1997,108,323,0,6.93,6,170.98661988949215,52,0.05263157894736839,201,824,122,57,14.6,91,65,NA,NA,NA,NA,NA,NA,8760.000000000002,2430,4376,NA,NA,NA
