p10,p25,p50,p75,p90,metric,comid,result_type
93,133,187,226,253,DS_Dur_WS,8269119,observed
196,226,249,307,342,DS_Tim,8269119,observed
118,161,174,206,224,DS_Mag_50,8269119,observed
178.70000000000002,205,233.8,278.20000000000005,319.5,DS_Mag_90,8269119,observed
2,3,4,5.75,6,FA_Dur,8269119,observed
233.99691627547674,310.4991648122208,470.99173679611033,735.7356627883262,1702.9942964510449,FA_Mag,8269119,observed
12.600000000000001,24.75,38.5,58.25,63.7,FA_Tim,8269119,observed
0.023137217416240502,0.03015151515151515,0.04,0.048330850784193496,0.06562453641892893,SP_ROC,8269119,observed
19,28,38,135,166,SP_Dur,8269119,observed
969,1560,3100,4700,6180,SP_Mag,8269119,observed
135,153,180,201,234,SP_Tim,8269119,observed
60,77,98,147,162,Wet_BFL_Dur,8269119,observed
111.4,172,260,391.6,518.6,Wet_BFL_Mag_10,8269119,observed
250,402,811,1020,1510,Wet_BFL_Mag_50,8269119,observed
35,57,67,93,109,Wet_Tim,8269119,observed
91.4,92,100,139,145,Peak_Tim_10,8269119,observed
71,93,113.5,135,142,Peak_Tim_2,8269119,observed
91.5,100,111,139,141,Peak_Tim_5,8269119,observed
1,1,1,1,1,Peak_Dur_10,8269119,observed
1,1,3,6,7,Peak_Dur_2,8269119,observed
1,1,1,1,1.1999999999999993,Peak_Dur_5,8269119,observed
16200,16200,16200,16200,16200,Peak_10,8269119,observed
8070,8070,8070,8070,8070,Peak_2,8269119,observed
15400,15400,15400,15400,15400,Peak_5,8269119,observed
1,1,1,1,1,Peak_Fre_10,8269119,observed
1,1,2,4,4,Peak_Fre_2,8269119,observed
1,1,1,1,1.1999999999999993,Peak_Fre_5,8269119,observed
