comid,metric,p10,p25,p50,p75,p90,source,result_type
948021150,Peak_Dur_2,1,1,3,8,18.8,inferred,predicted
948021150,Peak_Dur_5,1,1.25,2.5,3,5.7,inferred,predicted
948021150,Peak_Fre_2,1,1,2,3,5,inferred,predicted
948021150,Peak_Fre_5,1,1,1,2,3,inferred,predicted
948021150,Peak_10,29608.5524951032,29812.102430836,36718.6638916573,62755.0459412538,107687.39486418199,model,predicted
948021150,Peak_2,13673.465179749299,14090.914691870901,16070.601512328401,23505.8916416362,43303.7436538214,model,predicted
948021150,Peak_5,23056.79,23518.43,27574.65,44839.46,78403.32,model,predicted
948021150,DS_Dur_WS,108.9925,130.2625,156,177.55625,193.85,model,predicted
948021150,DS_Mag_50,277.419806236196,381.423177111815,490.792571970772,632.801676952111,793.578370310913,model,predicted
948021150,DS_Mag_90,477.703924786854,681.124768743859,904.851493867386,1194.25280354859,1583.61509164318,model,predicted
948021150,DS_Tim,278.2375,288.2,298.1125,312,332.3875,model,predicted
948021150,FA_Dur,2,2,3,4.5,6.5,obs,predicted
948021150,FA_Mag,610.981948232275,905.24113037464,1332.34675303184,2015.64903078217,3253.68263743588,model,predicted
948021150,FA_Tim,6.235,12.9,23,30.7125,44,model,predicted
948021150,Peak_Dur_10,1,1,1,3,3.6,obs,predicted
948021150,Peak_Fre_10,1,1,1,1,1,obs,predicted
948021150,SP_Dur,45.795,57,67.05,92.88125,124,model,predicted
948021150,SP_Mag,4614.70739153263,6611.42945295107,9318.34158776241,13857.014626038,22271.8409129943,model,predicted
948021150,SP_ROC,0.0112125536495315,0.0138458831808586,0.0423051409618574,0.0567460317460317,0.0614253234964019,obs,predicted
948021150,SP_Tim,174.72,203.875,227.75,238.135416666667,245.255,model,predicted
948021150,Wet_BFL_Dur,88,112.5,142.7875,165.3,187.758333333333,model,predicted
948021150,Wet_BFL_Mag_10,628.063376180439,885.693993442674,1128.80888728593,1620.87108514546,2311.70238273429,model,predicted
948021150,Wet_BFL_Mag_50,2054.02969414666,2570.1553864953,3577.3509322918,4843.66418757442,5967.77570552757,model,predicted
948021150,Wet_Tim,49.8,62.15,78.1875000000001,94.0125,104.41,model,predicted
