Year,DS_Dur_WS,DS_Tim,DS_Mag_50,DS_Mag_90,FA_Dur,FA_Mag,FA_Tim,SP_ROC,SP_Dur,SP_Mag,SP_Tim,Wet_BFL_Dur,Wet_BFL_Mag_10,Wet_BFL_Mag_50,Wet_Tim,Peak_Tim_10,Peak_Tim_2,Peak_Tim_5,Peak_Dur_10,Peak_Dur_2,Peak_Dur_5,Peak_10,Peak_2,Peak_5,Peak_Fre_10,Peak_Fre_2,Peak_Fre_5
1980,NA,153,NA,NA,2,13.075174615422164,18,0.07692307692307693,45,5990,108,21,5.9,11,87,104,121.5,103,1,7,2,3945.000000000009,550.5,2396.000000000001,1,2,1
1981,190,214,5.2,6.639999999999997,NA,NA,NA,NA,NA,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3945.000000000009,550.5,2396.000000000001,NA,NA,NA
1982,258,253,10,17,NA,NA,NA,0.298931623931624,13,377,240,202,7.1,11,38,NA,137,108.5,NA,9,3,3945.000000000009,550.5,2396.000000000001,NA,5,2
1983,102,291,12,12,4,336.98231371866416,25,0.1245136186770428,22,408,269,124,7.430000000000001,15,145,NA,208,NA,NA,2,NA,3945.000000000009,550.5,2396.000000000001,NA,2,NA
1984,NA,175,NA,NA,NA,NA,NA,0.04959016393442622,85,1910,90,63,7.04,11,27,NA,54,47,NA,9,1,3945.000000000009,550.5,2396.000000000001,NA,3,1
1985,127,447,8,12,NA,NA,NA,0.08333333333333333,110,19,337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3945.000000000009,550.5,2396.000000000001,NA,NA,NA
1986,215,172,11,13,5,23.00031843131213,62,0.07692307692307693,27,2580,145,18,6.77,157,127,139,139,148.5,2,5,4,3945.000000000009,550.5,2396.000000000001,1,3,2
1987,74,346,5.7,6.57,NA,NA,NA,0.03389830508474579,205,9.8,141,120,5.4,5.7,21,NA,NA,NA,NA,NA,NA,3945.000000000009,550.5,2396.000000000001,NA,NA,NA
1988,136,365,5.85,7.2,NA,NA,NA,0.03225806451612906,259,9.8,106,52,5.4,6.45,54,NA,NA,NA,NA,NA,NA,3945.000000000009,550.5,2396.000000000001,NA,NA,NA
1989,82,289,11,12,NA,NA,NA,0.07894736842105259,116,20,173,38,5.61,9.9,135,NA,NA,NA,NA,NA,NA,3945.000000000009,550.5,2396.000000000001,NA,NA,NA
1990,143,364,5.4,6.18,NA,NA,NA,0.03809869375907113,338,16,26,21,11,11,5,NA,NA,NA,NA,NA,NA,3945.000000000009,550.5,2396.000000000001,NA,NA,NA
