Year,DS_Dur_WS,DS_Tim,DS_Mag_50,DS_Mag_90,FA_Dur,FA_Mag,FA_Tim,SP_ROC,SP_Dur,SP_Mag,SP_Tim,Wet_BFL_Dur,Wet_BFL_Mag_10,Wet_BFL_Mag_50,Wet_Tim,Peak_Tim_10,Peak_Tim_2,Peak_Tim_5,Peak_Dur_10,Peak_Dur_2,Peak_Dur_5,Peak_10,Peak_2,Peak_5,Peak_Fre_10,Peak_Fre_2,Peak_Fre_5
1980,87,283,38,89,3,249.000696400525,25,0.05844155844155844,134,495,149,107,181,264,42,NA,103,104,NA,6,2,2600,780,1750,NA,1,1
1981,132,274,18,145,NA,NA,NA,0.08333333333333333,129,245,145,141,170,184,4,NA,NA,NA,NA,NA,NA,2600,780,1750,NA,NA,NA
1982,135,301,146,230.00000000000006,2,135.01582818003152,7,0.06451612903225806,145,1570,156,116,233,311,40,80,138,111,1,19,5,2600,780,1750,1,5,2
1983,107,297,137,210.20000000000002,4,193.99330249054861,6,0.078125,140,2250,157,87,249.60000000000002,355,70,152,142,151,1,29,4,2600,780,1750,1,7,1
1984,NA,280,NA,NA,7,208.9924228595681,12,0.03125,186,1430,94,56,276.5,402.5,38,NA,80.5,NA,NA,11,NA,2600,780,1750,NA,2,NA
1985,203,265,142,183.8,10,220.99745106916703,11,0.06514917127071823,123,348,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2600,780,1750,NA,NA,NA
1986,107,279,48,168.4,2,230.98649881220936,20,0.06118143459915612,131,915,148,46,182,240,102,NA,139,140,NA,9,3,2600,780,1750,NA,3,1
1987,NA,307,NA,NA,1,163.96164330634033,0,0.125,138,228,169,149,193,207,20,NA,NA,NA,NA,NA,NA,2600,780,1750,NA,NA,NA
1988,120,269,30,68.30000000000003,2,135.98763030489695,9,0.05682551982435748,157,299,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2600,780,1750,NA,NA,NA
1989,154,298,149,169.70000000000002,3,92.98214270703978,10,0.09270101483216237,130,387,168,145,156,176,23,NA,NA,NA,NA,NA,NA,2600,780,1750,NA,NA,NA
1990,98,269,27,48.599999999999994,NA,NA,NA,0.12727272727272726,22,262,247,161,47,173,86,NA,NA,NA,NA,NA,NA,2600,780,1750,NA,NA,NA
1991,71,310,27,60,NA,NA,NA,0.16172624237140365,75,314,235,234,57.60000000000001,149,1,NA,NA,NA,NA,NA,NA,2600,780,1750,NA,NA,NA
1992,70,318,38,101,4,107.9011709772252,12,0.09173669467787116,176,215,142,127,141.4,154,15,NA,NA,NA,NA,NA,NA,2600,780,1750,NA,NA,NA
1993,NA,343,NA,NA,3,103.02894475272149,8,0.0967741935483871,91,421,252,230,81.60000000000002,163,22,NA,112,NA,NA,2,NA,2600,780,1750,NA,2,NA
1994,163,286,91,143.8,3,144.93244749176563,6,0.11792214357937311,115,157,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2600,780,1750,NA,NA,NA
1995,111,313,116,165,4,111.99890656658489,1,0.07690910977381199,135,1170,178,95,140,208,83,NA,161,NA,NA,6,NA,2600,780,1750,NA,3,NA
1996,116,311,125,195,2,141.988433080678,4,0.055357142857142855,180,1250,131,73,182.8,303,58,NA,112,75,NA,13,1,2600,780,1750,NA,7,1
1997,164,291,154.5,192.70000000000002,4,177.01205393686195,24,0.043859649122807015,193,3770,98,37,240.39999999999998,391,61,92,80.5,91,3,11,5,2600,780,1750,1,2,1
1998,105,299,102,202.60000000000002,3,190.96238192894708,37,0.044585987261146494,44,924,255,166,258,487.5,89,NA,224,174,NA,29,2,2600,780,1750,NA,8,1
1999,116,281,72,150.5,7,200.00019047692365,18,0.046560898699251084,126,812,155,117,247.20000000000005,386,38,NA,129,NA,NA,11,NA,2600,780,1750,NA,5,NA
2000,71,308,48,139,2,147.99339883020457,3,0.06285714285714286,148,749,160,129,193.8,213,31,NA,NA,NA,NA,NA,NA,2600,780,1750,NA,NA,NA
2001,143,236,24,96.6,5,155.99598056065162,11,0.03519091847265222,151,184,85,72,168.1,177,13,NA,NA,NA,NA,NA,NA,2600,780,1750,NA,NA,NA
2002,158,278,38.5,154.3,10,135.89338143299463,13,0.038461538461538464,174,294,104,91,133,205,13,NA,NA,NA,NA,NA,NA,2600,780,1750,NA,NA,NA
2003,98,319,145,177,5,149.19574763040544,8,0.05241935483870968,138,467,181,111,236,297,70,NA,88,NA,NA,4,NA,2600,780,1750,NA,1,NA
2004,83,289,46.7,97.25999999999999,8,163.99672592774337,2,0.04289613607735396,136,512,153,102,182.1,214.5,51,NA,140,NA,NA,1,NA,2600,780,1750,NA,1,NA
2005,156,286,106.5,228.5,NA,NA,NA,0.0687293339631554,59,302,227,221,125,198,6,NA,69,NA,NA,1,NA,2600,780,1750,NA,1,NA
