p10,p25,p50,p75,p90,metric,comid,result_type
122,145,164,181,202,DS_Dur_WS,8316811,observed
226,239,258,269,286,DS_Tim,8316811,observed
33,45,55,69,78.9,DS_Mag_50,8316811,observed
75.80000000000003,104.1,147.40000000000003,216.5999999999999,465.6000000000006,DS_Mag_90,8316811,observed
2,3,5,5,8,FA_Dur,8316811,observed
132.4000950145846,266.998247301349,461.9944939229533,987.9677220543551,2363.9675505000687,FA_Mag,8316811,observed
3.1000000000000005,14,20.5,28.25,36.10000000000001,FA_Tim,8316811,observed
0.048598130841121495,0.05627029220779221,0.071432471621761,0.08285013612652492,0.09426874942100782,SP_ROC,8316811,observed
23,26,33,41,72,SP_Dur,8316811,observed
848,1310,2890,4890,8760,SP_Mag,8316811,observed
188,200,219,238,251,SP_Tim,8316811,observed
140,149,167,186,206,Wet_BFL_Dur,8316811,observed
112.4,270,459,761.7,904.1,Wet_BFL_Mag_10,8316811,observed
684.5,1065,1700,2340,2985,Wet_BFL_Mag_50,8316811,observed
24,40,52,60,90,Wet_Tim,8316811,observed
89.2,91,92,140,145.4,Peak_Tim_10,8316811,observed
79,89,106,136.5,140,Peak_Tim_2,8316811,observed
80,88,90,108,141,Peak_Tim_5,8316811,observed
1,1,1,1,1,Peak_Dur_10,8316811,observed
1,1,3,5,5,Peak_Dur_2,8316811,observed
1,1,1,2,2.3999999999999986,Peak_Dur_5,8316811,observed
33800,33800,33800,33800,33800,Peak_10,8316811,observed
16900,16900,16900,16900,16900,Peak_2,8316811,observed
24500,24500,24500,24500,24500,Peak_5,8316811,observed
1,1,1,1,1,Peak_Fre_10,8316811,observed
1,1,1,2,2,Peak_Fre_2,8316811,observed
1,1,1,1,2,Peak_Fre_5,8316811,observed
