p10,p25,p50,p75,p90,metric,comid,result_type
27.8,40.5,105,170.25,217.6,DS_Dur_WS,8211251,observed
257.7,305.5,352.5,363.75,381.40000000000003,DS_Tim,8211251,observed
29.92,33.475,64.875,258.875,463.35,DS_Mag_50,8211251,observed
33.748000000000005,37.150000000000006,90.73,463.9999999999999,576.6,DS_Mag_90,8211251,observed
1,1.5,3,4.5,6,FA_Dur,8211251,observed
128.0010408700963,231.49905678501705,443.0003540724621,808.9967248046698,3849.3533954843147,FA_Mag,8211251,observed
1,2,8,58.5,65,FA_Tim,8211251,observed
0.013471444957978397,0.02223189800070771,0.03328870215614756,0.04471951659451659,0.06488040190146936,SP_ROC,8211251,observed
36,95.5,143.5,190.75,215.50000000000006,SP_Dur,8211251,observed
419,540,861,5250,10700,SP_Mag,8211251,observed
121,160,181,260,270,SP_Tim,8211251,observed
32.4,48,86,149.25,244.70000000000002,Wet_BFL_Dur,8211251,observed
22.01,43.715,91.715,189.45,257.23,Wet_BFL_Mag_10,8211251,observed
63.485,223.625,481,1037.375,2597,Wet_BFL_Mag_50,8211251,observed
19.8,29,76,98,133.2,Wet_Tim,8211251,observed
122.2,130,135,140,152,Peak_Tim_10,8211251,observed
113,125,139.5,144,173,Peak_Tim_2,8211251,observed
121.1,137,140.5,167,174,Peak_Tim_5,8211251,observed
1,1,3,3,3.5999999999999996,Peak_Dur_10,8211251,observed
2,4,11,23,34,Peak_Dur_2,8211251,observed
1,2,3,5,9.2,Peak_Dur_5,8211251,observed
16200,16200,16200,16200,16200,Peak_10,8211251,observed
3300,3300,3300,3300,3300,Peak_2,8211251,observed
10700,10700,10700,10700,10700,Peak_5,8211251,observed
1,1,1,1,1.5999999999999996,Peak_Fre_10,8211251,observed
1,1,2,3,4,Peak_Fre_2,8211251,observed
1,1,2,3,4.199999999999999,Peak_Fre_5,8211251,observed
