p10,p25,p50,p75,p90,metric,comid,result_type
98.60000000000001,127,182,205,215.2,DS_Dur_WS,20296767,observed
267.8,273.5,292,331,340.8,DS_Tim,20296767,observed
3.1,4.1,8.1,11.5,18,DS_Mag_50,20296767,observed
7.662000000000003,10.8,17,22.1,31.339999999999996,DS_Mag_90,20296767,observed
3,3,3,5.5,7,FA_Dur,20296767,observed
6.453094323546094,18.484782046583227,29.995885004991823,54.46229374036923,71.95955378281855,FA_Mag,20296767,observed
20,22,25,48,60,FA_Tim,20296767,observed
0.03784289641457566,0.04385403329065301,0.06976744186046512,0.08732354601919817,0.13534759358288767,SP_ROC,20296767,observed
32.4,39.5,85,123.5,135.8,SP_Dur,20296767,observed
88.40000000000002,117.5,133,441,708.2,SP_Mag,20296767,observed
180.60000000000002,205.5,217,238.5,241.2,SP_Tim,20296767,observed
58.40000000000002,93.5,115,140,191.8,Wet_BFL_Dur,20296767,observed
9.120000000000001,9.725000000000001,17,31.250000000000007,37.14,Wet_BFL_Mag_10,20296767,observed
27.400000000000002,47.25,74,107.75,241.89999999999998,Wet_BFL_Mag_50,20296767,observed
18,89,110,126,135.2,Wet_Tim,20296767,observed
107.5,112.75,121.5,130.25,135.5,Peak_Tim_10,20296767,observed
100.00000000000001,118.375,148.75,165.25,187.9,Peak_Tim_2,20296767,observed
63.2,78.5,104,126.25,139.6,Peak_Tim_5,20296767,observed
1.1,1.25,1.5,1.75,1.9,Peak_Dur_10,20296767,observed
2.4000000000000004,5.25,12.5,28.25,49.099999999999994,Peak_Dur_2,20296767,observed
1,1,1,2,2.5999999999999996,Peak_Dur_5,20296767,observed
2362,2362,2362,2362,2362,Peak_10,20296767,observed
469,469,469,469,469,Peak_2,20296767,observed
2098,2098,2098,2098,2098,Peak_5,20296767,observed
1,1,1,1,1,Peak_Fre_10,20296767,observed
1,1.75,2,2.75,5,Peak_Fre_2,20296767,observed
1,1,1,1.5,1.7999999999999998,Peak_Fre_5,20296767,observed
