p10,p25,p50,p75,p90,metric,comid,result_type
80,105,133,260.5,337,DS_Dur_WS,14992773,observed
130.4,212.75,266,297.75,325.00000000000006,DS_Tim,14992773,observed
13,21,22,23,23,DS_Mag_50,14992773,observed
21,22,25,35,66,DS_Mag_90,14992773,observed
3,3,4,6.5,7.6,FA_Dur,14992773,observed
47.86603149186132,50.53897363883604,67.05290800459008,77.50477702806143,90.77649480747354,FA_Mag,14992773,observed
0,1,3,6,12.599999999999998,FA_Tim,14992773,observed
0.07142857142857142,0.07692307692307693,0.07914673561732385,0.17255901287553646,0.20919783788291663,SP_ROC,14992773,observed
17.3,27.75,98.5,211.5,295.69999999999993,SP_Dur,14992773,observed
25,37.75,62,1027,1754.0000000000002,SP_Mag,14992773,observed
0,17,46,236,266,SP_Tim,14992773,observed
15,20,31,65,173.20000000000002,Wet_BFL_Dur,14992773,observed
13.8,19,22,32.2,42.72000000000001,Wet_BFL_Mag_10,14992773,observed
18.6,23,58,664.5,1000.3000000000002,Wet_BFL_Mag_50,14992773,observed
5,9,28,125,237,Wet_Tim,14992773,observed
104.1,120.75,144,175.5,207.00000000000003,Peak_Tim_10,14992773,observed
12.600000000000005,78,164,235.25,255.8,Peak_Tim_2,14992773,observed
89.10000000000001,141.75,221,243.5,260.9,Peak_Tim_5,14992773,observed
1.3,1.75,2.5,3,3,Peak_Dur_10,14992773,observed
2,7.5,23,42.5,54.400000000000034,Peak_Dur_2,14992773,observed
1,1.75,3,5.75,11.6,Peak_Dur_5,14992773,observed
4580.000000000003,4580.000000000003,4580.000000000003,4580.000000000003,4580.000000000003,Peak_10,14992773,observed
70,70,70,70,70,Peak_2,14992773,observed
1884,1884,1884,1884,1884,Peak_5,14992773,observed
1,1,1,1,1,Peak_Fre_10,14992773,observed
1,1,1,3,3.3000000000000043,Peak_Fre_2,14992773,observed
1,1,1,1.5,3.5999999999999996,Peak_Fre_5,14992773,observed
