Year,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989
Avg,0.006109589041095892,5.7563287671232874,2.7262739726027396,4.312349726775957,0.24367123287671233,1.3799178082191783,3.5571506849315067,0.006775956284153006,0.16397260273972605,1.2880821917808216,0.024821917808219185,0.08937158469945355,0.005589041095890411
Std,0.017725116954874786,22.184412093781226,11.232290283857049,22.87876853482374,1.2353887753087098,9.666040979243913,18.64385299092323,0.011941985035963738,0.28543329103829457,5.813478023779787,0.04477993143513856,0.15602608952779573,0.02056718733738072
CV,2.9011962728830922,3.853916791633817,4.120015228379165,5.305406561245811,5.069899966130865,7.004794721591574,5.2412322789418795,1.762405856114003,1.7407376980614453,4.51328188595049,1.804048010356023,1.745813169280747,3.679913420658805
SP_Tim,nan,158.0,183.0,166.0,160.0,187.0,178.0,nan,91.0,171.0,nan,208.0,nan
SP_Mag,nan,226.0,67.0,21.0,15.0,22.0,67.0,nan,3.3,58.0,nan,1.8,nan
SP_Dur,nan,24.0,17.0,20.0,62.0,25.0,12.0,nan,179.0,11.0,nan,155.0,nan
SP_ROC,nan,0.22871994801819362,0.40625000000000006,0.09374999999999997,0.09090909090909087,0.07142857142857137,0.14285714285714282,nan,0.07692307692307698,0.17615384615384613,nan,0.1583333333333333,nan
DS_Tim,nan,182.0,200.0,186.0,222.0,212.0,190.0,nan,270.0,182.0,nan,363.0,nan
DS_Mag_90,nan,0.23400000000000032,0.18,0.28,0.27,0.14,nan,nan,0.7,nan,nan,nan,nan
DS_Mag_50,nan,0.0,0.0,0.0,0.0,0.025,nan,nan,0.0,nan,nan,nan,nan
DS_Dur_WS,nan,274.0,276.0,314.0,298.0,270.0,nan,nan,221.0,nan,nan,nan,nan
DS_No_Flow,nan,183.0,176.0,213.0,207.0,122.0,nan,nan,151.0,nan,nan,nan,nan
FA_Tim,nan,nan,nan,nan,nan,nan,nan,nan,nan,63.0,nan,nan,nan
FA_Mag,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.025829180901033,nan,nan,nan
Wet_Tim,nan,96.0,90.0,110.0,134.0,154.0,116.0,nan,54.0,125.0,nan,33.0,nan
FA_Dur,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan
Wet_BFL_Mag_10,nan,1.7,0.6920000000000002,0.12,0.02,0.59,0.884,nan,0.0,0.26,nan,0.0,nan
Wet_BFL_Mag_50,nan,5.95,2.5,8.75,0.03,3.9,3.75,nan,0.26,0.5800000000000001,nan,0.1,nan
Wet_BFL_Dur,nan,62.0,93.0,56.0,26.0,33.0,62.0,nan,37.0,46.0,nan,175.0,nan
Peak_Dur_2,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_2,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_2,nan,322.12,322.12,322.12,322.12,322.12,322.12,322.12,322.12,322.12,322.12,322.12,nan
Peak_Dur_5,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_5,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_5,nan,281.79999999999984,281.79999999999984,281.79999999999984,281.79999999999984,281.79999999999984,281.79999999999984,281.79999999999984,281.79999999999984,281.79999999999984,281.79999999999984,281.79999999999984,nan
Peak_Dur_10,nan,nan,nan,1.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan
Peak_Fre_10,nan,nan,nan,1.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan
Peak_10,nan,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,nan
Peak_Dur_20,nan,1.0,nan,1.0,nan,nan,2.0,nan,nan,nan,nan,nan,nan
Peak_Fre_20,nan,1.0,nan,1.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan
Peak_20,nan,187.60000000000014,187.60000000000014,187.60000000000014,187.60000000000014,187.60000000000014,187.60000000000014,187.60000000000014,187.60000000000014,187.60000000000014,187.60000000000014,187.60000000000014,nan
Peak_Dur_50,nan,29.0,16.0,21.0,2.0,6.0,18.0,nan,nan,9.0,nan,nan,nan
Peak_Fre_50,nan,5.0,5.0,4.0,1.0,2.0,3.0,nan,nan,4.0,nan,nan,nan
Peak_50,nan,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,nan
Dur_2,nan,29.0,16.0,21.0,2.0,6.0,18.0,nan,nan,9.0,nan,nan,nan
Fre_2,nan,5.0,5.0,4.0,1.0,2.0,3.0,nan,nan,4.0,nan,nan,nan
High_2,nan,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,nan
Dur_5,nan,54.0,45.0,45.0,7.0,22.0,42.0,nan,1.0,23.0,nan,nan,nan
Fre_5,nan,5.0,7.0,3.0,2.0,5.0,4.0,nan,1.0,3.0,nan,nan,nan
High_5,nan,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,nan
Dur_10,nan,91.0,93.0,68.0,21.0,47.0,84.0,nan,4.0,67.0,nan,2.0,nan
Fre_10,nan,2.0,5.0,1.0,3.0,4.0,6.0,nan,3.0,9.0,nan,1.0,nan
High_10,nan,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,nan
Dur_20,nan,110.0,131.0,114.0,55.0,117.0,120.0,nan,104.0,150.0,5.0,57.0,nan
Fre_20,nan,2.0,3.0,2.0,1.0,1.0,2.0,nan,3.0,4.0,2.0,5.0,nan
High_20,nan,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,nan
