Year,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989
Peak_Fre_2,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_2,233.37999999999994,233.37999999999994,233.37999999999994,233.37999999999994,233.37999999999994,233.37999999999994,233.37999999999994,233.37999999999994,233.37999999999994,233.37999999999994,233.37999999999994,233.37999999999994
Peak_Dur_5,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_5,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_5,193.44999999999993,193.44999999999993,193.44999999999993,193.44999999999993,193.44999999999993,193.44999999999993,193.44999999999993,193.44999999999993,193.44999999999993,193.44999999999993,193.44999999999993,193.44999999999993
Peak_Dur_10,1.0,nan,9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_10,1.0,nan,4.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_10,134.8,134.8,134.8,134.8,134.8,134.8,134.8,134.8,134.8,134.8,134.8,134.8
Peak_Dur_20,1.0,nan,13.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan
Peak_Fre_20,1.0,nan,3.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan
Peak_20,93.60000000000001,93.60000000000001,93.60000000000001,93.60000000000001,93.60000000000001,93.60000000000001,93.60000000000001,93.60000000000001,93.60000000000001,93.60000000000001,93.60000000000001,93.60000000000001
Peak_Dur_50,9.0,1.0,17.0,1.0,1.0,5.0,nan,nan,1.0,nan,nan,nan
Peak_Fre_50,6.0,1.0,6.0,1.0,1.0,2.0,nan,nan,1.0,nan,nan,nan
Peak_50,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0
Dur_2,20.0,6.0,31.0,4.0,7.0,12.0,nan,1.0,4.0,nan,3.0,nan
Fre_2,6.0,5.0,8.0,3.0,5.0,5.0,nan,1.0,4.0,nan,3.0,nan
High_2,22.18000000000029,22.18000000000029,22.18000000000029,22.18000000000029,22.18000000000029,22.18000000000029,22.18000000000029,22.18000000000029,22.18000000000029,22.18000000000029,22.18000000000029,22.18000000000029
Dur_5,44.0,21.0,54.0,12.0,13.0,43.0,1.0,5.0,14.0,4.0,8.0,1.0
Fre_5,6.0,10.0,9.0,7.0,9.0,12.0,1.0,4.0,10.0,2.0,6.0,1.0
High_5,8.334999999999944,8.334999999999944,8.334999999999944,8.334999999999944,8.334999999999944,8.334999999999944,8.334999999999944,8.334999999999944,8.334999999999944,8.334999999999944,8.334999999999944,8.334999999999944
Dur_10,91.0,57.0,84.0,20.0,24.0,91.0,6.0,12.0,25.0,15.0,14.0,5.0
Fre_10,6.0,13.0,9.0,7.0,10.0,13.0,3.0,9.0,12.0,9.0,8.0,4.0
High_10,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Dur_20,120.0,130.0,141.0,47.0,60.0,156.0,36.0,33.0,78.0,27.0,36.0,19.0
Fre_20,6.0,7.0,5.0,9.0,9.0,16.0,10.0,16.0,10.0,11.0,18.0,12.0
High_20,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82
