Year,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971
Avg,0.603013698630137,11.874863387978142,2.1323287671232873,4.384657534246576,1.9830136986301368,3.074043715846994,2.166301369863014,15.870684931506847,3.026027397260274,1.3710382513661203,0.7057534246575343,8.684931506849313,2.318082191780822,1.5122950819672132,2.687671232876712,19.071780821917805,21.604383561643836,3.9944262295081967,45.74383561643835,4.450493150684932,nan
Std,0.5321105172349758,31.46969870298645,2.013963937419746,15.208472231701753,1.6746413927563404,11.982872957020776,3.4333399637141206,33.51553131395796,5.717682915050258,1.1170964087825972,0.8166720268716036,43.54103487683765,5.206402975034682,2.3425586591154084,5.93195075690309,58.38468600448556,44.15996615625259,4.9185803156053725,186.1824029663629,9.039220100803773,nan
CV,0.8824186224023907,2.6501103780988085,0.944490347113205,3.4685655864603473,0.844493103559083,3.89808150588357,1.5848856541743441,2.1117885874869935,1.889501370749972,0.8147813583388412,1.1571633921123263,5.013399914840929,2.245995846693841,1.549008977843251,2.2070968667376434,3.0613127609661026,2.0440280570954896,1.2313609096771228,4.070109129621326,2.03106033303582,nan
SP_Tim,214.0,172.0,213.0,185.0,217.0,225.0,257.0,189.0,142.0,231.0,236.0,137.0,136.0,187.0,195.0,94.0,208.0,228.0,152.0,156.0,nan
SP_Mag,4.6,79.0,3.6,15.0,6.2,11.0,2.6,194.0,70.0,1.6,0.6,773.0,54.0,37.0,50.0,269.0,130.0,3.6,700.0,99.0,nan
SP_Dur,95.0,68.0,102.0,59.0,123.0,80.0,76.0,53.0,151.0,70.0,78.0,19.0,161.0,119.0,49.0,211.0,74.0,63.0,41.0,38.0,nan
SP_ROC,0.16666666666666663,0.06578947368421052,0.10555555555555553,0.047619047619047596,0.07417582417582416,0.07142857142857134,0.09999999999999998,0.061553030303030304,0.08000000000000007,0.11111111111111108,0.25000000000000006,0.1565040650406504,0.06781609195402297,0.07900207900207906,0.052272727272727276,0.04545454545454543,0.043478260869565216,0.046739130434782554,0.05405405405405406,0.05687331536388141,nan
DS_Tim,309.0,240.0,315.0,244.0,340.0,305.0,333.0,242.0,293.0,301.0,314.0,156.0,297.0,306.0,244.0,305.0,282.0,291.0,193.0,194.0,nan
DS_Mag_90,1.7900000000000007,6.2,0.7,1.919999999999999,1.3,1.2,3.0,7.880000000000002,1.1,nan,1.2,8.65,1.4,1.6900000000000004,2.0,3.2700000000000005,7.780000000000001,1.8000000000000003,16.19999999999999,nan,nan
DS_Mag_50,0.1,2.7,0.4,0.8,0.6,0.9,1.3,2.9,0.9,nan,0.3,2.0,1.0,0.8,0.8,2.0,5.15,1.5,4.4,nan,nan
DS_Dur_WS,142.0,141.0,148.0,155.0,130.0,148.0,146.0,212.0,143.0,nan,158.0,326.0,169.0,232.0,161.0,114.0,122.0,177.0,299.0,nan,nan
DS_No_Flow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan
FA_Tim,nan,50.0,nan,44.0,nan,44.0,3.0,33.0,nan,nan,35.0,50.0,nan,45.0,40.0,nan,37.0,nan,43.0,37.0,nan
FA_Mag,nan,8.420305454705732,nan,1.658809146416404,nan,1.909835232143864,2.5976008903892778,3.707772295750532,nan,nan,8.44652790783478,3.17807871022201,nan,2.0904880304648374,2.6712602101305496,nan,39.987140564446385,nan,3.162813800054088,15.00676445503198,nan
Wet_Tim,12.0,85.0,15.0,97.0,33.0,104.0,87.0,113.0,88.0,70.0,nan,106.0,116.0,100.0,172.0,39.0,53.0,38.0,102.0,126.0,nan
FA_Dur,nan,3.0,nan,5.0,nan,8.0,4.0,2.0,nan,nan,6.0,8.0,nan,3.0,5.0,nan,2.0,nan,4.0,6.0,nan
