Year,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Avg,0.22775342465753423,1.0804383561643836,0.4370491803278689,4.999452054794521,0.5937534246575341,0.4095890410958904,0.5828142076502733,0.4895342465753425,0.9491506849315067,2.814246575342466,0.2783333333333333,0.17389041095890412,nan
Std,0.29956478846531964,4.166964444839457,2.7586192857481286,23.973068456219895,1.5138195887951043,0.29356961488548505,1.482161323717806,1.5990795475873312,3.569320812071371,24.99651472241616,0.6081021343728203,0.16129676228768092,nan
CV,1.3153031130740007,3.8567350196936854,6.311919596047856,4.795139185949289,2.549576180833394,0.7167418691184083,2.543111173787994,3.2665325434820676,3.7605417861853443,8.882133833413063,2.184798087567019,0.9275770952419022,nan
SP_Tim,235.0,199.0,152.0,147.0,199.0,245.0,150.0,142.0,197.0,86.0,199.0,222.0,nan
SP_Mag,0.18,24.7,51.6,261.0,2.47,0.88,4.53,6.42,8.89,470.0,8.57,0.69,nan
SP_Dur,nan,71.0,152.0,79.0,110.0,25.0,195.0,147.0,20.0,113.0,108.0,65.0,nan
SP_ROC,nan,0.09589434395635948,0.1875,0.10327052968361175,0.09090909090909087,0.08258928571428578,0.04878048780487796,0.09838709677419355,0.13333333333333328,0.21498599439775912,0.06666666666666654,0.07692307692307698,nan
DS_Tim,nan,270.0,304.0,226.0,309.0,270.0,345.0,289.0,217.0,199.0,307.0,287.0,nan
DS_Mag_90,nan,0.19,0.38599999999999995,0.33000000000000007,nan,0.346,0.23000000000000004,0.19,0.33,nan,0.15,nan,nan
DS_Mag_50,nan,0.13,0.19,0.27,nan,0.27,0.19,0.15,0.23,nan,0.13,nan,nan
DS_Dur_WS,nan,206.0,145.0,219.0,nan,145.0,67.0,176.0,211.0,nan,97.0,nan,nan
DS_No_Flow,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,nan,0.0,nan,nan
FA_Tim,nan,39.0,nan,19.0,nan,12.0,nan,nan,67.0,5.0,4.0,nan,nan
FA_Mag,nan,8.130074668693524,nan,44.75018694701984,nan,1.970565508105778,nan,nan,6.669124892546505,1.3387147769697474,2.02098467136147,nan,nan
Wet_Tim,24.0,62.0,110.0,83.0,79.0,nan,49.0,46.0,99.0,62.0,nan,38.0,nan
FA_Dur,nan,2.0,nan,4.0,nan,3.0,nan,nan,1.0,4.0,3.0,nan,nan
Wet_BFL_Mag_10,0.1,0.306,0.19,0.7,0.26,nan,0.28,0.215,0.24,0.323,nan,0.14,nan
Wet_BFL_Mag_50,0.18,0.58,0.265,1.88,0.38,nan,0.46,0.32,0.645,0.51,nan,0.16,nan
Wet_BFL_Dur,211.0,137.0,42.0,64.0,120.0,nan,101.0,96.0,98.0,24.0,nan,184.0,nan
Peak_Dur_2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan
Peak_Fre_2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan
Peak_2,419.8399999999999,419.8399999999999,419.8399999999999,419.8399999999999,419.8399999999999,419.8399999999999,419.8399999999999,419.8399999999999,419.8399999999999,419.8399999999999,419.8399999999999,419.8399999999999,nan
Peak_Dur_5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan
Peak_Fre_5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan
Peak_5,344.5999999999997,344.5999999999997,344.5999999999997,344.5999999999997,344.5999999999997,344.5999999999997,344.5999999999997,344.5999999999997,344.5999999999997,344.5999999999997,344.5999999999997,344.5999999999997,nan
Peak_Dur_10,nan,nan,nan,2.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan
Peak_Fre_10,nan,nan,nan,2.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan
Peak_10,219.12000000000015,219.12000000000015,219.12000000000015,219.12000000000015,219.12000000000015,219.12000000000015,219.12000000000015,219.12000000000015,219.12000000000015,219.12000000000015,219.12000000000015,219.12000000000015,nan
Peak_Dur_20,nan,nan,1.0,10.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan
Peak_Fre_20,nan,nan,1.0,4.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan
Peak_20,49.44000000000001,49.44000000000001,49.44000000000001,49.44000000000001,49.44000000000001,49.44000000000001,49.44000000000001,49.44000000000001,49.44000000000001,49.44000000000001,49.44000000000001,49.44000000000001,nan
Peak_Dur_50,nan,8.0,1.0,16.0,nan,nan,1.0,1.0,4.0,9.0,nan,nan,nan
Peak_Fre_50,nan,6.0,1.0,7.0,nan,nan,1.0,1.0,2.0,5.0,nan,nan,nan
Peak_50,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,nan
Dur_2,nan,12.0,3.0,29.0,6.0,nan,5.0,5.0,10.0,20.0,1.0,nan,nan
Fre_2,nan,8.0,2.0,11.0,4.0,nan,4.0,4.0,5.0,8.0,1.0,nan,nan
High_2,6.606799999999858,6.606799999999858,6.606799999999858,6.606799999999858,6.606799999999858,6.606799999999858,6.606799999999858,6.606799999999858,6.606799999999858,6.606799999999858,6.606799999999858,6.606799999999858,nan
Dur_5,3.0,18.0,10.0,61.0,21.0,3.0,15.0,12.0,26.0,47.0,10.0,1.0,nan
Fre_5,3.0,8.0,7.0,14.0,12.0,3.0,9.0,6.0,9.0,9.0,8.0,1.0,nan
High_5,1.6579999999999926,1.6579999999999926,1.6579999999999926,1.6579999999999926,1.6579999999999926,1.6579999999999926,1.6579999999999926,1.6579999999999926,1.6579999999999926,1.6579999999999926,1.6579999999999926,1.6579999999999926,nan
Dur_10,14.0,75.0,20.0,109.0,33.0,15.0,27.0,22.0,51.0,75.0,12.0,6.0,nan
Fre_10,11.0,8.0,9.0,11.0,12.0,12.0,9.0,9.0,8.0,15.0,9.0,4.0,nan
High_10,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,nan
Dur_20,32.0,138.0,49.0,153.0,67.0,137.0,95.0,40.0,69.0,117.0,21.0,9.0,nan
Fre_20,14.0,9.0,9.0,13.0,10.0,16.0,16.0,9.0,8.0,20.0,14.0,6.0,nan
High_20,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,nan
