Year,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971
Avg,90.41424657534246,138.39180327868854,57.5627397260274,49.93972602739726,39.144657534246576,149.45983606557377,46.55561643835616,130.9753424657534,37.776712328767125,32.65163934426229,20.096986301369864,79.9317808219178,81.03890410958904,42.68551912568306,117.77616438356165,53.399726027397264,177.1745205479452,34.75254098360656,248.34298630136988,78.31397260273972,59.459479452054794
Std,233.55869008633206,193.61626754613576,54.88472685373381,65.29657890244553,39.93755200934523,490.7695648026528,60.89919271989632,272.54878873574376,52.897721732922335,46.19336035653173,20.75184010226441,191.04464235759403,192.5660715472167,36.43773314658386,172.13377103431367,53.56512487304277,254.10544781856115,31.685046564331248,425.0263268675649,128.10441181050055,49.965273524310525
CV,2.583206728285978,1.3990443289205368,0.953476625938242,1.3075077517770801,1.0202554965362765,3.28362172555397,1.3080955076716114,2.0809167863562417,1.4002733025721907,1.4147332655947964,1.0325846766810958,2.3900961594140835,2.376217616255142,0.8536321893918346,1.461533171293689,1.0030973725513244,1.4342098797992664,0.9117332335289582,1.7114488844544444,1.635779766406831,0.8403247721769928
SP_Tim,219.0,196.0,254.0,258.0,223.0,122.0,235.0,188.0,220.0,236.0,235.0,190.0,207.0,257.0,198.0,225.0,207.0,255.0,223.0,200.0,244.0
SP_Mag,178.0,490.0,130.0,83.0,234.0,1520.0,290.0,3320.0,79.0,82.0,45.0,152.0,358.0,79.0,504.0,133.0,1070.0,47.0,285.0,114.0,121.0
SP_Dur,86.0,121.0,61.0,57.0,93.0,165.0,80.0,127.0,68.0,66.0,65.0,109.0,113.0,60.0,114.0,90.0,116.0,40.0,86.0,99.0,72.0
SP_ROC,0.05064102564102564,0.03611352627002856,0.06422018348623854,0.0836734693877551,0.07142857142857142,0.04838709677419355,0.058823529411764705,0.03660287081339712,0.058257918552036186,0.06666666666666667,0.10912698412698413,0.04081632653061224,0.05217391304347826,0.07692307692307693,0.035098522167487683,0.06666666666666667,0.03275707898658718,0.09999999999999994,0.03636363636363636,0.046091758708581135,0.06186224489795925
DS_Tim,305.0,317.0,315.0,315.0,316.0,287.0,315.0,315.0,288.0,302.0,300.0,299.0,320.0,317.0,312.0,315.0,323.0,295.0,309.0,299.0,316.0
DS_Mag_90,24.400000000000034,18.0,16.0,23.200000000000017,16.0,19.0,18.0,19.0,12.300000000000011,3.9,13.400000000000006,11.0,15.0,23.200000000000003,14.0,5.2,23.0,51.20000000000002,30.0,12.0,13.100000000000009
DS_Mag_50,3.45,10.0,7.2,4.0,2.6,11.0,7.5,13.0,6.0,0.3,3.3,8.5,5.7,2.6,9.4,0.9,13.0,5.1,24.0,3.5,3.45
DS_Dur_WS,144.0,106.0,156.0,135.0,119.0,205.0,163.0,145.0,188.0,95.0,187.0,177.0,78.0,109.0,90.0,94.0,84.0,169.0,139.0,117.0,100.0
